lower,upper,layer_jump
5739,6489,21
5739,6947,34
5740,5910,5
5741,5775,1
5741,6948,34
5741,7875,58
5742,6060,9
5742,6281,15
5742,6676,26
5743,6742,28
5744,5992,7
5744,6125,11
5744,6643,25
5746,6000,7
5746,6364,17
5747,6498,21
5748,6036,8
5748,6174,12
5748,6656,25
5749,6244,14
5749,6335,16
5749,6506,21
5749,7266,42
5750,6209,13
5750,6299,15
5750,6685,26
5750,6686,26
5751,5790,1
5751,6335,16
5751,6785,29
5752,6008,7
5752,7228,41
5753,5833,2
5753,6572,23
5754,5896,4
5754,6181,12
5755,6143,11
5756,5930,5
5756,6959,34
5757,6580,23
5757,7164,39
5758,6013,7
5758,6256,14
5758,6668,25
5759,5934,5
5759,6963,34
5759,7655,51
5759,7836,56
5760,5934,5
5760,6581,23
5760,6582,23
5761,6546,22
5762,5902,4
5762,7797,55
5763,6081,9
5763,6971,34
5763,7242,41
5764,6157,11
5764,7043,36
5765,5903,4
5765,6158,11
5766,5942,5
5767,6089,9
5767,6270,14
5767,6978,34
5767,7175,39
5768,6457,19
5768,6876,31
5769,6739,27
5769,7013,35
5770,5810,1
5770,5906,4
5771,6026,7
5771,6058,8
5771,6520,21
5771,6798,29
5772,6232,13
5773,7015,35
5773,7499,47
5774,5881,3
5775,7053,36
5775,7054,36
5775,7844,56
5776,6641,24
5777,5884,3
5777,6643,24
5778,6031,7
5778,6493,20
5778,6748,27
5779,6285,14
5780,5886,3
5780,6526,21
5781,6950,33
5782,6319,15
5782,6362,16
5783,5887,3
5783,5920,4
5783,6497,20
5784,6002,6
5784,6205,12
5785,6371,16
5785,7598,49
5786,6718,26
5786,7472,46
5787,6374,16
5787,6821,29
5787,7884,57
5788,5965,5
5788,6070,8
5789,6038,7
5789,7713,52
5789,7923,58
5791,6106,9
5793,5926,4
5794,6040,7
5794,6934,32
5794,7113,37
5796,6110,9
5797,5971,5
5797,6113,9
5797,6827,29
5798,6144,10
5798,6418,17
5798,6725,26
5798,6998,34
5799,6339,15
5799,6381,16
5799,7079,36
5800,5933,4
5800,6896,31
5800,6960,33
5801,5935,4
5801,6046,7
5801,6476,19
5801,7625,49
5802,6257,13
5802,6305,14
5802,7491,46
5803,5837,1
5803,6018,6
5805,6348,15
5805,6393,16
5805,6700,25
5805,8195,65
5806,6634,23
5806,7048,35
5807,6087,8
5807,6396,16
5807,7047,35
5808,6312,14
5808,9422,101
5809,6273,13
5809,6484,19
5809,7131,37
5811,6120,9
5812,6403,16
5812,7214,39
5812,8234,66
5814,6163,10
5815,5990,5
5815,6677,24
5815,6803,28
5816,6406,16
5816,6431,17
5817,6555,21
5817,6807,28
5818,6197,11
5818,6525,20
5819,7666,50
5819,7981,59
5820,6061,7
5820,6713,25
5821,5852,1
5821,6363,15
5821,6649,23
5822,5957,4
5822,6169,10
5824,5887,2
5824,6097,8
5825,5854,1
5825,5889,2
5825,6065,7
5826,5921,3
5826,6003,5
5826,6323,14
5827,6098,8
5827,6466,18
5828,6292,13
5828,6327,14
5828,6655,23
5829,8140,63
5830,7111,36
5830,7518,46
5831,6415,16
5831,6417,16
5831,6688,24
5832,6110,8
5833,6993,33
5834,6474,18
5835,5872,1
5835,5933,3
5836,6076,7
5836,6151,9
5836,6445,17
5836,6965,32
5836,7002,33
5837,5983,4
5837,6078,7
5838,6967,32
5838,7491,45
5839,6970,32
5840,7242,39
5840,8569,75
5841,6631,22
5841,7009,33
5841,7090,35
5842,6049,6
5842,6634,22
5842,7169,37
5843,7287,40
5844,6672,23
5844,7289,40
5845,6428,16
5846,6800,27
5846,7214,38
5847,6773,26
5847,7588,47
5848,6743,25
5848,6915,30
5849,6747,25
5849,6804,27
5850,6163,9
5850,7332,41
5851,6553,20
5851,6807,27
5852,6529,19
5852,6917,30
5853,6409,15
5853,7188,37
5853,7597,47
5854,6069,6
5854,6369,14
5856,6131,8
5856,6716,24
5856,7821,53
5857,5961,3
5857,6006,4
5857,6680,23
5858,6132,8
5858,6241,11
5858,8699,79
5859,5963,3
5859,6294,12
5859,6468,17
5859,7068,34
5860,7032,33
5861,6104,7
5861,6209,10
5861,6685,23
5862,6247,11
5862,6930,30
5863,6754,25
5865,6248,11
5865,6439,16
5865,7270,39
5866,6416,15
5866,6687,23
5867,6108,7
5868,6251,11
5868,6757,25
5869,6830,27
5870,6383,14
5870,6474,17
5870,6618,21
5870,6693,23
5870,7232,38
5871,6384,14
5871,7234,38
5871,7387,42
5873,5900,1
5873,6344,13
5873,6422,15
5874,6447,16
5874,6623,21
5875,6118,7
5875,6839,27
5875,7451,43
5876,6592,20
5876,6702,23
5877,6087,6
5877,6548,19
5878,6398,14
5878,6905,29
5879,6397,14
5879,7211,37
5882,6233,10
5882,7017,32
5882,7367,41
5883,6029,4
5883,6196,9
5884,6524,18
5884,7019,32
5885,6709,23
5885,7590,46
5886,6236,10
5886,6361,13
5887,6001,3
5887,6465,16
5888,6288,11
5888,6410,14
5889,6129,7
5889,6534,18
5890,6175,8
5890,6294,11
5890,6468,16
5890,7562,45
5891,5963,2
5891,6133,7
5891,6413,14
5891,6990,31
5892,6330,12
5892,6610,20
5892,7032,32
5893,6378,13
5893,6611,20
5893,7643,47
5894,6008,3
5894,6824,26
5895,6009,3
5895,6933,29
5896,5972,2
5896,5973,2
5896,5974,2
5896,6041,4
5896,6956,30
5897,5930,1
5897,6043,4
5897,6895,28
5897,6959,30
5898,6044,4
5898,7077,33
5899,5978,2
5899,6862,27
5899,7618,46
5900,6345,12
5900,6731,23
5901,6864,27
5902,6480,16
5903,6308,11
5903,6350,12
5904,6050,4
5904,6086,5
5904,6454,15
5905,6518,17
5905,6873,27
5906,6025,3
5906,6053,4
5907,6229,9
5907,6911,28
5908,6458,15
5908,6877,27
5908,6945,29
5908,7587,45
5909,7214,36
5910,6802,25
5911,6122,6
5911,6283,10
5911,6916,28
5912,6526,17
5912,6805,25
5913,7810,51
5913,7981,56
5914,7060,32
5914,7139,34
5914,7557,44
5915,6096,5
5915,6560,18
5915,6881,27
5916,6679,21
5916,7142,34
5917,5999,2
5917,6364,12
5917,7100,33
5918,6204,8
5918,6603,19
5919,6128,6
5919,6497,16
5919,6816,25
5920,6001,2
5920,6604,19
5920,7027,31
5921,6099,5
5921,6290,10
5922,6567,18
5923,7427,41
5924,6377,12
5924,7268,37
5925,6106,5
5925,6785,24
5925,6856,26
5925,7566,44
5926,6140,6
5926,6439,14
5926,6659,20
5927,5975,1
5927,6539,17
5928,5977,1
5928,6338,11
5928,7202,35
5929,6828,25
5931,6145,6
5931,7931,54
5931,7967,55
5931,8115,59
5932,6793,24
5932,7204,35
5933,6961,29
5934,7206,35
5934,8819,80
5935,6046,3
5936,6447,14
5937,6079,4
5937,6257,9
5938,6763,23
5938,7005,30
5939,6795,24
5939,8302,64
5940,6157,6
5940,8397,67
5941,6309,10
5941,6841,25
5941,6872,26
5942,6085,4
5942,6224,8
5942,6261,9
5943,7048,31
5943,7397,40
5944,6312,10
5944,7552,43
5945,6268,9
5945,7331,38
5945,7632,45
5946,6052,3
5946,6053,3
5946,7052,31
5947,6979,29
5949,6120,5
5950,6356,11
5950,6741,22
5951,6460,14
5951,6492,15
5951,6745,22
5952,6555,17
5953,5998,1
5953,6203,7
5953,7811,50
5954,6096,4
5954,6530,16
5955,6062,3
5955,6409,12
5955,7222,35
5955,7597,44
5956,6128,5
5956,6649,19
5957,6321,10
5957,6464,14
5958,6365,11
5958,6921,27
5959,6005,1
5959,6067,3
5959,6370,11
5959,7599,44
5960,6436,13
5960,6820,24
5960,7191,34
5961,6500,15
5962,6132,5
5962,7474,41
5963,6854,25
5963,6991,29
5964,6295,9
5964,6333,10
5964,6504,15
5964,6568,17
5966,6133,5
5966,6334,10
5966,6413,12
5966,6822,24
5967,6932,27
5967,7782,49
5968,6108,4
5968,6787,23
5970,6009,1
5970,6073,3
5970,7854,51
5971,6249,8
5971,7962,54
5972,6180,6
5972,6722,21
5973,6213,7
5973,6575,17
5974,6181,6
5974,6337,10
5974,6573,17
5975,6893,26
5975,7892,52
5976,6215,7
5976,6253,8
5976,6577,17
5977,6616,18
5977,7653,45
5978,6217,7
5979,7234,35
5980,6583,17
5980,6622,18
5981,6220,7
5981,8225,61
5982,6448,13
5982,6866,25
5982,8193,60
5983,6078,3
5984,6154,5
5984,6155,5
5984,6426,12
5984,6626,18
5985,6425,12
5986,6224,7
5986,6456,13
5987,7094,31
5987,8022,55
5988,6192,6
5988,7215,34
5989,6492,14
5990,6123,4
5990,6524,15
5991,6803,23
5991,7020,29
5991,7096,31
5992,6122,4
5992,6165,5
5993,6202,6
5993,6359,10
5993,6495,14
5993,6646,18
5994,6432,12
5994,6558,16
5995,6647,18
5995,6750,21
5995,7415,39
5996,6236,7
5996,6361,10
5996,6494,14
5997,6462,13
5997,6602,17
5997,6603,17
5998,6531,15
5998,8544,70
5999,6204,6
5999,7813,49
6000,6564,16
6000,6650,18
6001,6238,7
6001,6289,8
6002,6064,2
6003,6099,3
6003,6366,10
6003,6565,16
6004,6653,18
6004,6819,23
6005,6716,20
6006,6174,5
6006,6240,7
6008,7568,42
6009,7315,36
6009,7480,40
6010,6473,13
6010,7228,34
6011,6512,14
6012,6832,23
6012,7205,33
6012,7935,52
6013,6581,16
6013,7389,38
6014,6046,1
6014,6386,10
6014,6544,15
6014,6621,17
6015,6343,9
6015,6622,17
6016,6152,4
6016,6387,10
6016,7040,29
6017,6588,16
6017,6868,24
6019,6306,8
6019,6546,15
6019,7240,34
6020,7088,30
6020,8162,58
6021,6393,10
6021,6700,19
6021,7167,32
6021,7544,41
6022,6309,8
6022,7764,47
6023,7129,31
6023,7213,33
6024,6054,1
6024,6876,24
6025,6161,4
6025,7052,29
6026,6674,18
6026,6706,19
6027,6358,9
6027,6430,11
6028,6803,22
6029,6491,13
6029,6708,19
6030,7408,38
6030,7666,44
6031,6094,2
6031,6777,21
6032,6557,15
6032,7593,42
6033,6463,12
6033,6851,23
6034,6499,13
6034,6953,26
6035,6172,4
6035,6290,7
6035,6565,15
6036,6328,8
6036,6717,19
6036,6886,24
6037,6570,15
6037,6656,17
6038,6298,7
6038,7313,35
6038,7677,44
6039,6470,12
6039,6687,18
6040,6212,5
6041,6180,4
6041,6213,5
6041,6250,6
6043,7616,42
6043,7832,48
6044,6829,22
6044,6997,27
6044,7077,29
6044,8386,64
6044,8456,66
6045,6144,3
6045,6419,10
6045,6998,27
6045,7078,29
6045,7576,41
6045,7897,50
6046,6514,13
6046,6544,14
6046,6545,14
6046,6583,15
6046,6621,16
6046,6669,17
6047,7358,36
6047,8563,69
6048,6391,9
6048,6516,13
6048,7006,27
6049,6351,8
6049,7169,31
6050,6517,13
6050,7047,28
6051,6456,11
6051,6593,15
6052,7129,30
6053,7052,28
6054,6458,11
6054,7050,28
6054,8025,53
6055,6089,1
6055,6229,5
6056,6772,20
6056,6945,25
6056,7587,41
6057,6090,1
6058,7176,31
6058,7403,37
6059,6195,4
6059,6278,6
6060,7096,29
6061,6199,4
6061,7061,28
6062,6815,21
6062,7099,29
6062,7703,44
6063,6562,14
6064,6205,4
6064,6435,10
6064,6714,18
6065,6369,8
6065,6534,13
6066,6172,3
6066,6953,25
6067,6171,3
6067,6779,20
6067,7599,41
6068,6988,26
6068,7598,41
6069,6130,2
6069,6411,9
6070,6375,8
6070,6821,21
6070,6887,23
6071,6857,22
6071,6992,26
6072,7782,46
6072,8808,76
6073,6140,2
6073,7346,35
6074,6114,1
6074,6142,2
6074,6301,6
6074,6508,12
6074,6614,15
6074,6661,16
6075,6254,5
6075,6541,13
6075,6999,26
6075,8423,64
6077,6423,9
6077,6794,20
6078,6588,14
6078,6899,23
6079,6869,22
6079,6941,24
6079,7087,28
6079,7282,33
6081,6156,2
6081,6698,17
6081,8430,64
6082,6451,10
6082,7043,27
6082,8091,54
6083,6735,18
6083,6839,21
6083,7125,29
6083,7732,44
6084,6308,6
6084,7659,42
6085,6158,2
6085,6455,10
6086,6592,14
6086,6701,17
6087,6591,14
6087,7801,46
6087,8341,61
6088,6549,13
6088,7290,33
6088,7551,39
6089,6845,21
6089,7051,27
6090,6739,18
6090,7176,30
6090,7403,36
6091,6458,10
6091,6485,11
6091,6877,22
6092,6801,20
6093,6749,18
6093,8898,78
6094,6286,5
6094,6559,13
6094,6952,24
6095,6201,3
6095,6713,17
6095,7140,29
6096,6814,20
6097,6324,6
6097,6465,10
6098,6205,3
6098,6239,4
6098,6367,7
6099,6565,13
6100,7884,48
6101,6609,14
6101,7337,34
6102,6296,5
6102,6570,13
6103,6135,1
6103,6297,5
6103,6783,19
6104,7339,34
6105,6208,3
6105,6823,20
6106,6440,9
6107,6439,9
6108,6212,3
6109,7609,40
6109,7679,42
6111,6572,13
6111,6689,16
6111,6757,18
6111,7115,28
6112,6612,14
6112,7197,30
6113,6142,1
6113,6249,4
6113,6301,5
6114,6214,3
6114,6508,11
6114,6859,21
6115,7001,25
6115,7754,44
6116,6515,11
6116,7693,42
6117,6836,20
6117,7901,48
6118,6733,17
6118,7761,44
6118,7977,50
6119,6844,20
6119,7213,30
6120,6230,3
6121,6234,3
6121,6279,4
6121,7769,44
6121,8756,73
6122,6710,16
6123,6677,15
6123,6808,19
6123,7368,34
6124,6284,4
6124,7332,33
6125,6165,1
6125,7219,30
6125,7412,35
6126,6434,8
6126,7220,30
6127,6562,12
6127,6812,19
6128,6649,14
6129,6321,5
6129,6853,20
6130,6369,6
6130,6820,19
6130,7191,29
6131,6372,6
6131,6753,17
6131,8210,56
6132,6608,13
6132,8142,54
6133,6242,3
6133,6607,13
6134,6295,4
6134,6657,14
6135,6334,5
6135,6822,19
6135,7341,33
6136,6334,5
6136,6413,7
6136,6991,24
6136,7342,33
6137,6245,3
6137,6299,4
6137,6685,15
6137,7995,50
6138,6438,8
6138,6754,17
6138,6855,20
6139,6417,7
6139,7196,29
6140,7346,33
6141,6179,1
6141,6538,11
6141,6825,19
6141,6890,21
6142,6614,13
6142,6827,19
6143,6251,3
6144,6183,1
6144,7576,38
6145,6664,14
6145,7536,37
6145,7967,49
6146,6383,6
6146,6862,20
6146,7438,35
6147,6218,2
6147,6219,2
6149,7935,48
6149,8084,52
6150,6580,12
6150,7164,28
6151,6964,23
6151,7002,24
6152,6623,13
6152,6835,19
6152,7040,25
6152,7323,32
6153,7122,27
6153,7692,41
6153,7796,44
6154,6426,7
6154,6478,9
6154,7124,27
6155,6187,1
6155,6628,13
6156,6480,9
6157,7906,47
6158,6350,5
6158,6632,13
6159,7289,31
6159,7497,36
6160,6353,5
6160,7291,31
6160,8199,55
6161,6315,4
6163,6949,22
6164,6405,6
6164,6640,13
6164,6746,16
6165,6710,15
6165,7371,33
6166,6601,12
6166,7590,38
6167,6556,11
6167,7022,24
6167,7139,27
6168,6528,10
6168,6812,18
6169,6464,8
6169,7188,28
6170,6323,4
6170,6324,4
6170,6465,8
6171,6206,1
6171,6368,5
6171,7223,29
6172,6565,11
6172,7064,25
6173,6291,3
6173,6372,5
6173,6753,16
6173,7639,39
6174,6325,4
6174,6717,15
6175,7424,34
6176,8908,76
6177,6658,13
6177,6755,16
6178,7524,36
6178,7679,40
6179,6689,14
6179,7156,27
6180,7526,36
6180,7745,42
6181,6892,20
6182,6540,10
6182,6576,11
6182,6614,12
6182,6661,13
6183,6418,6
6183,6958,22
6183,7653,39
6184,6254,2
6184,6542,10
6184,7278,30
6184,7385,33
6185,6793,17
6185,7163,27
6186,7388,33
6186,7725,41
6186,7899,46
6187,6424,6
6187,6732,15
6187,7393,33
6188,7243,29
6188,8569,65
6189,6312,3
6189,6976,22
6189,9458,91
6190,6355,4
6191,6774,16
6191,7588,37
6192,6637,12
6192,7874,45
6193,6459,7
6193,7367,32
6194,6639,12
6196,6553,10
6196,6708,14
6196,7181,27
6197,6554,10
6197,6641,12
6198,6285,2
6198,7407,33
6199,6235,1
6199,6645,12
6199,7500,35
6200,6527,9
6200,7415,33
6200,7914,46
6201,6810,17
6202,6461,7
6202,6561,10
6203,6434,6
6203,8313,57
6204,7302,30
6205,6239,1
6206,6752,15
6206,7029,23
6206,7851,44
6207,6244,1
6207,6375,4
6207,6887,19
6207,7266,29
6207,7517,35
6208,7034,23
6209,6719,14
6209,7314,30
6210,6755,15
6210,6824,17
6211,6471,7
6211,8549,64
6212,6787,16
6212,6934,20
6213,6660,12
6214,6574,10
6214,6858,18
6214,7074,24
6215,6252,1
6215,6691,13
6216,6511,8
6216,7202,27
6216,7383,32
6217,6830,17
6217,7618,37
6219,6543,9
6220,7490,34
6220,7728,40
6221,6449,6
6221,6837,17
6221,6901,19
6222,6968,21
6222,7731,40
6223,6699,13
6223,7975,47
6224,6633,11
6224,6736,14
6225,6397,4
6225,7397,32
6226,6519,8
6226,7872,44
6227,6266,1
6227,7631,37
6228,8024,48
6229,7051,23
6229,7457,33
6230,6674,12
6230,6912,19
6231,6913,19
6231,7365,31
6232,6551,9
6232,7366,31
6233,7736,40
6233,7843,43
6234,6744,14
6234,8269,55
6235,6555,9
6237,6531,8
6237,6679,12
6237,8670,67
6238,6533,8
6238,6604,10
6238,6883,18
6239,6322,2
6239,6714,13
6240,6325,2
6240,6680,12
6240,7261,28
6241,7823,42
6242,6332,2
6242,6822,16
6242,7264,28
6243,6296,1
6243,6438,5
6243,7150,25
6245,7429,32
6245,7780,41
6245,7824,42
6246,6378,3
6246,7070,23
6246,7958,46
6247,6823,16
6247,7035,22
6248,6857,17
6248,7270,28
6249,6613,10
6249,7889,44
6250,6441,5
6250,6660,11
6250,7526,34
6251,6690,12
6252,6789,15
6252,8252,54
6253,6338,2
6253,6691,12
6253,7202,26
6254,6792,15
6254,8681,67
6255,6304,1
6255,7899,44
6256,7001,21
6256,7389,31
6256,7754,40
6257,7282,28
6257,7324,29
6258,6546,8
6258,6732,13
6259,7362,30
6259,7545,34
6260,6349,2
6260,7284,28
6261,6455,5
6261,6633,10
6262,7091,23
6262,8893,73
6263,6905,18
6263,7170,25
6264,6797,15
6264,7398,31
6264,7978,46
6264,8465,60
6265,6519,7
6265,6593,9
6265,7363,30
6266,7766,40
6267,6594,9
6267,6737,13
6267,7399,31
6267,7400,31
6268,7400,31
6269,6875,17
6270,7291,28
6270,7364,30
6271,8170,51
6271,8199,52
6272,6314,1
6272,7131,24
6274,6910,18
6275,6801,15
6275,7553,34
6276,7768,40
6276,8402,58
6277,7911,44
6277,8403,58
6278,6358,2
6279,8440,59
6280,6492,6
6280,6600,9
6280,6745,13
6281,6980,20
6281,7096,23
6281,8472,60
6282,6748,13
6282,7137,24
6283,6642,10
6283,7556,34
6284,6711,12
6284,7295,28
6284,8757,69
6285,7098,23
6285,7182,25
6286,6813,15
6286,7025,21
6286,7062,22
6287,6562,8
6287,6812,15
6288,6605,9
6288,6985,20
6288,8207,52
6288,8275,54
6289,6323,1
6289,6465,5
6289,6533,7
6290,6565,8
6291,6654,10
6291,7030,21
6291,7601,35
6292,6924,18
6292,7474,32
6293,7106,23
6293,7337,29
6294,6854,16
6294,8507,61
6295,6781,14
6295,7108,23
6296,6927,18
6297,7341,29
6297,7565,34
6298,7152,24
6298,7343,29
6298,7923,44
6299,6686,11
6299,7780,40
6300,6935,18
6300,7196,25
6300,7960,45
6300,8548,62
6301,6613,9
6301,6858,16
6302,6826,15
6302,6936,18
6302,6955,19
6303,6421,3
6303,6578,8
6303,7039,21
6303,7654,36
6304,6759,13
6304,7754,39
6305,7281,27
6305,7324,28
6305,7447,31
6305,7491,32
6305,8158,50
6306,6390,2
6306,7730,38
6307,6348,1
6307,6629,9
6307,8018,46
6307,8195,51
6308,7089,22
6308,7762,39
6309,6841,15
6309,8232,52
6310,7049,21
6310,7764,39
6311,7170,24
6311,7330,28
6312,9496,89
6313,6457,4
6313,7498,32
6313,7942,44
6313,9377,86
6314,7012,20
6314,7174,24
6314,7873,42
6315,7052,21
6316,6403,2
6317,6638,9
6317,7215,25
6317,8308,54
6318,6850,15
6318,7293,27
6318,8237,52
6319,6408,2
6320,7142,23
6320,8275,53
6321,6532,6
6321,6920,17
6322,6367,1
6322,6651,9
6322,6652,9
6322,6715,11
6322,7190,24
6323,6366,1
6325,6818,14
6325,7104,22
6326,6923,17
6326,7472,31
6327,6819,14
6327,6924,17
6327,7105,22
6328,6683,10
6328,6925,17
6328,7778,39
6329,6467,4
6329,6657,9
6329,6682,10
6330,6467,4
6330,6503,5
6330,6610,8
6330,8177,50
6330,8376,56
6332,6783,13
6332,7192,24
6333,7339,28
6333,7604,34
6334,7269,26
6335,6889,16
6336,6891,16
6336,7316,27
6336,7783,39
6337,6573,7
6337,6956,18
6337,8041,46
6339,6381,1
6339,7320,27
6339,8115,48
6340,6513,5
6340,7080,21
6340,7233,25
6340,7354,28
6341,6758,12
6341,7164,23
6342,6384,1
6342,6896,16
6342,6960,18
6342,7387,29
6343,6864,15
6343,7280,26
6344,6966,18
6344,7084,21
6345,6762,12
6345,7626,34
6346,6837,14
6347,7449,30
6347,7760,38
6347,9170,79
6348,6767,12
6348,8530,60
6349,6427,2
6349,7451,30
6350,6796,13
6350,7089,21
6351,6841,14
6351,6872,15
6352,6844,14
6352,7497,31
6353,8438,57
6354,6520,5
6354,6798,13
6354,6911,16
6354,7132,22
6355,6846,14
6355,6912,16
6356,6848,14
6357,6490,4
6359,6460,3
6359,6879,15
6360,6432,2
6360,6525,5
6360,7461,30
6361,6407,1
6361,6526,5
6362,6408,1
6362,6529,5
6363,6816,13
6363,6917,16
6363,8135,48
6364,6650,8
6364,7187,23
6365,6751,11
6365,6851,14
6366,6533,5
6366,7102,21
6367,6466,3
6367,6652,8
6368,6779,12
6368,7306,26
6368,7851,40
6369,7260,25
6370,6779,12
6370,7817,39
6370,8140,48
6371,6923,16
6371,8105,47
6372,6716,10
6372,8348,54
6373,6411,1
6373,7640,34
6374,6780,12
6374,7065,20
6374,7265,25
6376,6928,16
6376,7310,26
6377,8245,51
6377,8589,61
6378,7380,28
6378,8481,58
6379,6577,6
6380,6511,4
6380,6692,9
6380,7861,40
6381,6512,4
6381,6829,13
6382,6665,8
6382,6726,10
6382,7617,33
6382,8602,61
6383,7536,31
6384,7723,36
6384,8260,51
6385,7119,21
6385,8814,68
6386,6619,7
6386,6730,10
6386,6897,15
6387,6696,9
6387,6867,14
6387,7166,22
6388,7121,21
6388,8460,57
6389,6626,7
6389,6900,15
6389,7086,20
6389,8016,44
6390,6516,4
6390,8194,49
6391,6449,2
6391,6837,13
6392,7903,41
6392,7976,43
6392,8052,45
6393,6767,11
6393,10968,137
6394,6590,6
6394,7245,24
6395,6904,15
6396,7047,19
6397,7802,38
6398,6873,14
6398,7550,31
6399,7210,23
6399,7586,32
6399,7803,38
6400,7092,20
6400,7248,24
6400,7980,43
6401,7093,20
6401,7128,21
6401,7288,25
6402,8538,59
6403,7365,27
6404,7215,23
6405,6554,5
6405,6641,7
6406,7292,25
6406,7408,28
6407,6494,3
6407,7183,22
6407,7501,30
6408,6558,5
6409,6564,5
6409,6650,7
6410,6605,6
6410,6778,11
6411,6820,12
6412,7427,28
6412,7476,29
6413,6991,17
6414,6536,4
6414,6784,11
6414,7310,25
6415,6688,8
6415,7036,18
6416,6933,15
6416,7521,30
6417,8073,45
6418,6724,9
6419,6663,7
6419,6937,15
6419,7721,35
6420,7442,28
6421,7235,23
6421,7578,31
6421,8850,68
6422,6731,9
6422,7084,19
6422,7237,23
6423,6446,1
6423,6898,14
6423,7757,36
6424,6943,15
6424,7759,36
6424,7869,39
6425,6764,10
6425,6765,10
6425,7361,26
6425,8051,44
6425,8164,47
6426,6589,5
6426,6628,6
6426,7582,31
6426,7940,41
6427,6734,9
6427,6871,13
6427,7284,24
6428,6485,2
6429,6946,15
6429,7768,36
6430,6849,12
6431,7292,24
6431,7910,40
6432,6809,11
6432,7299,24
6433,6647,6
6433,7465,28
6434,8444,55
6435,7028,17
6435,7144,20
6436,6606,5
6436,6885,13
6437,6504,2
6437,6568,4
6437,7107,19
6437,8280,50
6438,7340,25
6439,7154,20
6439,7271,23
6439,7676,33
6440,7036,17
6440,7566,30
6441,6995,16
6441,7432,27
6441,7610,31
6442,6725,8
6442,7162,20
6442,7966,41
6443,6668,6
6444,6514,2
6444,6669,6
6444,6695,7
6444,7236,22
6445,7358,25
6446,6864,12
6446,7446,27
6447,6835,11
6447,6899,13
6447,7323,24
6448,7693,33
6449,7006,16
6449,7325,24
6450,6627,5
6450,7903,39
6451,6699,7
6451,6944,14
6451,7838,37
6452,6972,15
6452,8397,53
6454,6517,2
6454,6701,7
6454,6902,13
6455,6632,5
6455,6903,13
6456,6736,8
6456,7127,19
6457,8500,56
6458,7587,30
6459,6914,13
6460,7217,21
6461,6496,1
6461,6882,12
6462,6919,13
6462,7636,31
6463,6496,1
6463,7101,18
6464,6532,2
6464,7506,28
6466,6988,15
6467,7379,25
6468,6928,13
6469,7518,28
6469,7823,36
6470,6754,8
6470,7344,24
6471,7853,37
6472,7155,19
6472,8000,41
6472,8701,62
6473,7197,20
6473,8351,51
6474,6727,7
6475,6728,7
6475,7234,21
6476,7939,39
6476,8393,52
6477,6624,4
6477,8160,45
6478,6589,3
6478,6900,12
6479,7902,38
6479,9489,84
6480,7797,35
6480,8430,53
6481,6974,14
6481,7546,28
6482,7209,20
6482,7546,28
6482,8092,43
6483,7172,19
6483,7872,37
6484,6705,6
6484,7873,37
6485,7663,31
6486,6550,2
6487,6707,6
6487,6800,9
6487,7134,18
6488,6523,1
6489,7015,15
6489,8401,52
6491,6708,6
6493,6777,8
6493,7334,23
6494,6528,1
6494,6678,5
6495,6561,2
6495,6646,4
6495,6982,14
6496,7063,16
6497,7027,15
6498,6563,2
6498,7141,18
6499,6921,12
6499,7145,18
6500,6566,2
6500,6680,5
6501,6780,8
6501,7065,16
6501,7307,22
6501,8449,53
6502,6683,5
6502,6925,12
6502,7031,15
6502,7922,38
6503,6569,2
6503,7110,17
6503,7515,27
6503,7886,37
6504,7604,29
6504,7674,31
6505,7032,15
6505,7267,21
6506,6889,11
6506,7226,20
6506,7779,34
6507,6786,8
6507,7070,16
6508,6858,10
6509,6615,3
6509,6788,8
6509,7073,16
6509,7275,21
6510,6957,13
6510,7433,25
6510,7682,31
6510,7892,37
6510,7963,39
6510,8517,55
6511,7076,16
6511,7435,25
6513,6666,4
6513,6727,6
6513,7441,25
6514,7355,23
6514,7900,37
6515,7868,36
6515,8749,62
6516,7359,23
6517,7045,15
6517,7395,24
6518,7495,26
6518,7907,37
6519,7842,35
6520,7403,24
6520,8400,51
6521,6599,2
6521,6799,8
6522,7366,23
6522,8098,42
6523,6740,6
6524,7368,23
6525,6554,1
6525,6746,6
6525,7555,27
6526,7183,18
6527,6881,10
6527,7098,16
6527,7810,34
6528,6648,3
6529,6558,1
6529,7221,19
6530,6814,8
6530,7141,17
6530,7416,24
6531,7509,26
6531,7706,31
6532,6984,13
6532,7637,29
6533,6922,11
6534,6853,9
6534,6986,13
6534,7260,20
6534,7776,33
6535,6652,3
6535,6715,5
6535,6987,13
6535,7421,24
6536,8147,43
6537,6686,4
6537,6720,5
6537,7071,15
6537,7153,17
6538,7115,16
6538,7347,22
6539,6723,5
6539,6955,12
6540,6573,1
6540,7116,16
6540,7348,22
6541,6792,7
6541,8741,61
6542,6665,3
6542,7617,28
6542,7932,37
6543,6728,5
6544,6619,2
6544,7392,23
6545,7625,28
6545,7900,36
6546,7759,32
6547,7043,14
6548,8341,48
6549,6770,6
6549,8304,47
6549,10002,97
6550,7133,16
6551,6675,3
6551,6740,5
6552,7016,13
6552,7251,19
6552,8402,50
6553,6644,2
6554,6746,5
6555,7500,25
6556,7139,16
6556,7807,33
6556,8310,47
6557,6950,11
6557,7770,32
6558,7299,20
6559,7062,14
6559,7465,24
6560,6881,9
6560,7810,33
6561,6811,7
