lower,upper,layer_jump
3748,4013,5
3749,3959,4
3749,4763,20
3750,4162,8
3750,4165,8
3752,3809,1
3752,3857,2
3752,4317,11
3752,4621,17
3753,3913,3
3753,4370,12
3753,4528,15
3753,4529,15
3754,4166,8
3755,3916,3
3755,4023,5
3755,4024,5
3756,4079,6
3757,4278,10
3757,4584,16
3757,4775,20
3757,4819,21
3758,3815,1
3758,4125,7
3758,4480,14
3758,4775,20
3759,4029,5
3760,4279,10
3760,4481,14
3761,3977,4
3762,4179,8
3762,4280,10
3763,3820,1
3763,4537,15
3763,5421,35
3764,4281,10
3765,3866,2
3766,4038,5
3766,4088,6
3767,4040,5
3767,5351,33
3768,3825,1
3768,4914,23
3769,3825,1
3769,4678,18
3770,3870,2
3770,3928,3
3770,4385,12
3770,4870,22
3771,4638,17
3771,5170,29
3772,3987,4
3772,4233,9
3772,4437,13
3773,3931,3
3773,4236,9
3774,4192,8
3774,4285,10
3775,4093,6
3776,3882,2
3776,3884,2
3776,4292,10
3776,5224,30
3777,4837,21
3781,4052,5
3781,4101,6
3781,6227,57
3783,3941,3
3784,3941,3
3785,4104,6
3785,4146,7
3785,4696,18
3786,4103,6
3786,4148,7
3786,4453,13
3787,3997,4
3788,4149,7
3788,5013,25
3788,5185,29
3789,3998,4
3789,5694,42
3790,4796,20
3790,5230,30
3790,5735,43
3791,4056,5
3791,4109,6
3792,4844,21
3793,4110,6
3793,4457,13
3793,4754,19
3794,4757,19
3794,5102,27
3794,5399,34
3794,5740,43
3795,4562,15
3796,4705,18
3796,5142,28
3797,5143,28
3798,5666,41
3799,4407,12
3800,3952,3
3800,4007,4
3800,4611,16
3800,5404,34
3801,3905,2
3801,4062,5
3802,3955,3
3802,4064,5
3803,3906,2
3803,3953,3
3804,3852,1
3804,3956,3
3805,3851,1
3805,4117,6
3805,4161,7
3805,4573,15
3806,4218,8
3806,4614,16
3806,4715,18
3807,3856,1
3807,4014,4
3808,3912,2
3808,3962,3
3808,4418,12
3809,3912,2
3809,4016,4
3810,4018,4
3810,4812,20
3811,3859,1
3811,3914,2
3811,3964,3
3811,4727,18
3812,4074,5
3812,4122,6
3812,4580,15
3813,4172,7
3813,4273,9
3814,4028,4
3814,4426,12
3815,3921,2
3815,5348,32
3816,4324,10
3816,4732,18
3817,4030,4
3817,4588,15
3817,4631,16
3817,4910,22
3817,4912,22
3817,5386,33
3818,3974,3
3818,3975,3
3818,5603,39
3819,3923,2
3820,4379,11
3821,3924,2
3821,4036,4
3821,4433,12
3822,3866,1
3822,4037,4
3822,4230,8
3824,4590,15
3824,5644,40
3825,4330,10
3826,4996,24
3826,5610,39
3827,4135,6
3827,4437,12
3827,4997,24
3828,4233,8
3829,3931,2
3829,4236,8
3829,4438,12
3830,5309,31
3830,5461,35
3831,4136,6
3832,4045,4
3832,4442,12
3832,4739,18
3832,5045,25
3833,3878,1
3833,4390,11
3833,4643,16
3834,3881,1
3834,3935,2
3834,4197,7
3834,4646,16
3835,4493,13
3835,4551,14
3835,4686,17
3835,4970,23
3836,4688,17
3836,5538,37
3837,3940,2
3838,3996,3
3838,4451,12
3839,4882,21
3839,5182,28
3839,5366,32
3840,3893,1
3840,4147,6
3840,6273,57
3841,5230,29
3843,4303,9
3844,3944,2
3844,4654,16
3845,4459,12
3845,5512,36
3846,4461,12
3847,3903,1
3847,3904,1
3847,4113,5
3848,3953,2
3848,4008,3
3849,3908,1
3849,3954,2
3850,3956,2
3850,4010,3
3851,4117,5
3851,4259,8
3852,4066,4
3852,4116,5
3853,4011,3
3853,4117,5
3853,4312,9
3854,3958,2
3854,4217,7
3855,3959,2
3855,4160,6
3856,4014,3
3857,3963,2
3857,4268,8
3858,4018,3
3858,4269,8
3858,4374,10
3859,4424,11
3859,4532,13
3859,4621,15
3860,4676,16
3861,3970,2
3861,4026,3
3862,4082,4
3862,4989,23
3863,4082,4
3863,4535,13
3864,3979,2
3864,4431,11
3864,4826,19
3865,6042,50
3866,4038,3
3866,4184,6
3867,3984,2
3867,5643,39
3868,3927,1
3868,4961,22
3868,5217,28
3869,4090,4
3869,4996,23
3870,4232,7
3871,3928,1
3871,4332,9
3871,4870,20
3872,4233,7
3873,4043,3
3873,5268,29
3874,4235,7
3874,4542,13
3874,4999,23
3874,5044,24
3875,4189,6
3875,4190,6
3875,4386,10
3875,5497,35
3876,4284,8
3876,4335,9
3876,4441,11
3877,4388,10
3877,4964,22
3878,4098,4
3878,4239,7
3878,4291,8
3878,4548,13
3878,4644,15
3879,4242,7
3879,4389,10
3879,4922,21
3879,6018,49
3880,3934,1
3880,3990,2
3880,4050,3
3880,4141,5
3880,4142,5
3880,4343,9
3881,5223,28
3881,6080,51
3882,4244,7
3882,5093,25
3882,5224,28
3883,4245,7
3883,5178,27
3884,4143,5
3884,4392,10
3884,6768,70
3885,4345,9
3885,4392,10
3885,4496,12
3885,4789,18
3885,4971,22
3886,4200,6
3887,4296,8
3887,4928,21
3888,4450,11
3888,5227,28
3889,4298,8
3889,5281,29
3890,4396,10
3890,4693,16
3891,5367,31
3892,4247,7
3892,4603,14
3892,5809,43
3893,4247,7
3894,4354,9
3894,4884,20
3895,4400,10
3895,4509,12
3896,4511,12
3896,4796,18
3897,4606,14
3898,4845,19
3898,5623,38
3899,5287,29
3900,4563,13
3901,4060,3
3901,4518,12
3901,5194,27
3902,4213,6
3902,4253,7
3902,4759,17
3903,3950,1
3903,3951,1
3903,4153,5
3904,4008,2
3905,4310,8
3905,4570,13
3906,3954,1
3906,4063,3
3907,4661,15
3907,5373,31
3908,4010,2
3908,4065,3
3909,4158,5
3909,4310,8
3909,4977,22
3910,4013,2
3910,4014,2
3910,4261,7
3911,4072,3
3911,4165,5
3912,4317,8
3913,4420,10
3913,5076,24
3913,5446,33
3914,4073,3
3914,4124,4
3914,4476,11
3915,4075,3
3915,4169,5
3915,4423,10
3915,4625,14
3916,3967,1
3916,4023,2
3916,4121,4
3917,4076,3
3917,4123,4
3917,4170,5
3917,4320,8
3918,4374,9
3919,4081,3
3919,4278,7
3919,4322,8
3920,4125,4
3920,4479,11
3920,4865,19
3920,5215,27
3921,4278,7
3921,4775,17
3922,4228,6
3922,4733,16
3923,4034,2
3923,4824,18
3924,4381,9
3924,5087,24
3925,4183,5
3926,4089,3
3926,4590,13
3927,4435,10
3927,4780,17
3927,5169,26
3929,4332,8
3929,4594,13
3930,4043,2
3930,4543,12
3932,4285,7
3933,4336,8
3933,4964,21
3933,5532,35
3934,3988,1
3934,3990,1
3934,4099,3
3934,4342,8
3934,4492,11
3935,4243,6
3936,4197,5
3937,4346,8
3937,6395,58
3938,3995,1
3938,4295,7
3938,4503,11
3938,5282,28
3938,5579,36
3939,4691,15
3939,5095,24
3940,3996,1
3940,4102,3
3940,4451,10
3942,4884,19
3943,4973,21
3944,4607,13
3944,5140,25
3945,4058,2
3946,4304,7
3946,4702,15
3947,4458,10
3948,5287,28
3949,4214,5
3949,4976,21
3950,4113,3
3950,4153,4
3951,4153,4
3951,4215,5
3951,4255,6
3952,4611,13
3952,4895,19
3952,5242,27
3953,4063,2
3953,4114,3
3953,4155,4
3954,4065,2
3954,4156,4
3955,4064,2
3955,4365,8
3955,4522,11
3956,4066,2
3956,4115,3
3957,4218,5
3957,4523,11
3957,5340,29
3958,4116,3
3959,4615,13
3959,5204,26
3960,4161,4
3960,4222,5
3960,4944,20
3961,4262,6
3961,4315,7
3961,4366,8
3962,4014,1
3962,4221,5
3962,4261,6
3962,4471,10
3963,4071,2
3963,4316,7
3963,4317,7
3963,4577,12
3964,4071,2
3964,4476,10
3964,4621,13
3965,4016,1
3965,4676,14
3965,5210,26
3966,4581,12
3966,4722,15
3967,4024,1
3967,4172,4
3967,4318,7
3968,4375,8
3969,4025,1
3969,4080,2
3969,5113,24
3969,5212,26
3970,4076,2
3970,4987,21
3971,4322,7
3971,4377,8
3971,4730,15
3972,4427,9
3972,4731,15
3972,5599,36
3973,4084,2
3973,4587,12
3973,5120,24
3974,4327,7
3974,4585,12
3974,5164,25
3975,4227,5
3975,4958,20
3976,4085,2
3976,4128,3
3976,4823,17
3977,4325,7
3977,5123,24
3978,4034,1
3978,4588,12
3978,4631,13
3979,4281,6
3981,4037,1
3981,4381,8
3982,4735,15
3983,4039,1
3983,4328,7
3983,4384,8
3983,4995,21
3984,4089,2
3984,5566,35
3985,4282,6
3986,4678,14
3986,4996,21
3987,4091,2
3987,4488,10
3987,4737,15
3988,4047,1
3988,4048,1
3988,4049,1
3988,4094,2
3988,4097,2
3988,4140,3
3988,4241,5
3988,4341,7
3988,4342,7
3988,4391,8
3988,5273,27
3989,4195,4
3989,4745,15
3990,4196,4
3990,4240,5
3991,5573,35
3991,6080,49
3992,4687,14
3992,5011,21
3992,5467,32
3992,6260,54
3993,4347,7
3994,4690,14
3994,4791,16
3995,4145,3
3995,4295,6
3998,4605,12
3999,4109,2
4000,4511,10
4000,5368,29
4001,4303,6
4001,4652,13
4001,4753,15
4002,4653,13
4002,5189,25
4002,5233,26
4003,4457,9
4004,4755,15
4004,4934,19
4004,5141,24
4005,5062,22
4005,5140,24
4006,5436,31
4006,5548,34
4007,4061,1
4007,4517,10
4007,5238,26
4008,4113,2
4008,4114,2
4008,4154,3
4008,4361,7
4009,4253,5
4009,4760,15
4009,5698,38
4010,4115,2
4010,4157,3
4011,4159,3
4011,4712,14
4012,4067,1
4012,5108,23
4013,4217,4
4013,4413,8
4014,4221,4
4015,4222,4
4015,4618,12
4016,4120,2
4016,4621,12
4017,4119,2
4017,4771,15
4018,4369,7
4019,4370,7
4019,4528,10
4020,4271,5
4020,4370,7
4020,4529,10
4020,5029,21
4021,4073,1
4021,4124,2
4021,4171,3
4021,5033,21
4022,4273,5
4023,4074,1
4025,4275,5
4026,4173,3
4026,4730,14
4026,4987,20
4027,4626,12
4027,5082,22
4028,4174,3
4029,4083,1
4030,5387,29
4030,5420,30
4031,4824,16
4031,4959,19
4031,5164,24
4031,5795,40
4032,4084,1
4033,4227,4
4033,4629,12
4034,4536,10
4037,4633,12
4037,4827,16
4038,4133,2
4039,4483,9
4039,5307,27
4040,4134,2
4040,5930,44
4041,4540,10
4041,4541,10
4041,4637,12
4042,4638,12
4042,5268,26
4042,5460,31
4043,4333,6
4043,5979,45
4044,4136,2
4044,4191,3
4044,4387,7
4044,4873,17
4045,4192,3
4045,4441,8
4046,4093,1
4046,4640,12
4047,4095,1
4047,4097,1
4047,4137,2
4048,4096,1
4048,4140,2
4048,4338,6
4049,4099,1
4049,4139,2
4050,4141,2
4050,4196,3
4050,5222,25
4051,4243,4
4051,4969,19
4051,5009,20
4052,4601,11
4053,5365,28
4054,4204,3
4055,4108,1
4055,4508,9
4055,4931,18
4056,5061,21
4057,4206,3
4057,4651,12
4057,5139,23
4057,5545,33
4058,4456,8
4059,4758,14
4060,5236,25
4060,5885,42
4062,4409,7
4062,4570,10
4062,5068,21
4063,4156,2
4063,4256,4
4064,4215,3
4064,4466,8
4065,4157,2
4065,4257,4
4066,4116,1
4066,4216,3
4067,4663,12
4068,4159,2
4068,4412,7
4069,4664,12
4069,4899,17
4070,4222,3
4071,4167,2
4071,4223,3
4071,4267,4
4071,4268,4
4072,4368,6
4072,4421,7
4072,4673,12
4073,4272,4
4073,4371,6
4074,4121,1
4074,4580,10
4075,4725,13
4075,4729,13
4076,4170,2
4076,4372,6
4076,4376,6
4076,4583,10
4076,5032,20
4077,4582,10
4077,4860,16
4078,4727,13
4078,5383,28
4079,4274,4
4080,5082,21
4081,4173,2
4082,4911,17
4082,5163,23
4082,5263,25
4083,4429,7
4084,4628,11
4084,4956,18
4085,4229,3
4085,4991,19
4086,4177,2
4086,4178,2
4086,5039,20
4086,5264,25
4087,4537,9
4087,4589,10
4088,4133,1
4088,4483,8
4088,5423,29
4089,5683,36
4090,5610,34
4091,4234,3
4091,4437,7
4091,4680,12
4092,4192,2
4092,4285,4
4092,4388,6
4093,4444,7
4093,4782,14
4093,5175,23
4094,4137,1
4094,4338,5
4094,5313,26
4095,4137,1
4096,4194,2
4096,4289,4
4096,4340,5
4096,4597,10
4097,4139,1
4097,4193,2
4098,4239,3
4098,5052,20
4099,4240,3
4099,4288,4
4100,4395,6
4100,6262,52
4101,4202,2
4101,6266,52
4102,4451,7
4103,5059,20
4103,5097,21
4104,5733,37
4105,4147,1
4105,4299,4
4106,4248,3
4106,5184,23
4106,6274,52
4107,4150,1
4107,5137,22
4107,5510,31
4108,4701,12
4108,6428,56
4110,5017,19
4110,5138,22
4111,5511,31
4112,4209,2
4112,4305,4
4112,4514,8
4113,4309,4
4114,4155,1
4114,4254,3
4115,4216,2
4115,4258,3
4116,4217,2
4116,4311,4
4116,4467,7
4117,4312,4
4118,4614,10
4118,4715,12
4118,5024,19
4118,6033,45
4119,4368,5
4119,4673,11
4121,4318,4
4121,4675,11
4122,4269,3
4122,4374,5
4123,4170,1
4123,4171,1
4123,4371,5
4124,4727,12
4125,4479,7
4125,4775,13
4125,4819,14
4126,4481,7
4126,4868,15
4127,4176,1
4127,4326,4
4127,5526,31
4127,5604,33
4128,4228,2
4128,5038,19
4129,4180,1
4129,4630,10
4129,4631,10
4129,4912,16
4131,4431,6
4131,4826,14
4132,4182,1
4132,4433,6
4132,4632,10
4132,5563,32
4133,4184,1
4133,4538,8
4134,4328,4
4134,5756,37
4135,4331,4
4135,4487,7
4135,5388,27
4136,4284,3
4137,4193,1
4137,4286,3
4137,4596,9
4138,4339,4
4138,4782,13
4139,4238,2
4139,4288,3
4140,4340,4
4140,4834,14
4141,4343,4
4141,5535,31
4142,4492,7
4142,5687,35
4143,4292,3
4143,4553,8
4143,6481,57
4144,4878,15
4144,5056,19
4144,5225,23
4145,5282,24
4146,4559,8
4146,5472,29
4146,5508,30
4146,5733,36
4146,6269,51
4147,5581,32
4148,4752,12
4148,5098,20
4149,4205,1
4149,4604,9
4150,4794,13
4150,5061,19
4151,5585,32
4151,5845,39
4152,4566,8
4152,4706,11
4152,4802,13
4153,4211,1
4153,4309,3
4153,4360,4
4153,4463,6
4153,4847,14
4154,4254,2
4154,4308,3
4155,4256,2
4155,4362,4
4156,4257,2
4156,4363,4
4157,4258,2
4157,4364,4
4158,4219,1
4158,4897,15
4159,4762,12
4159,5442,28
4160,4615,9
4160,5108,20
4161,5248,23
4162,4263,2
4162,4315,3
4162,4414,5
4163,4763,12
4164,4223,1
4164,4265,2
4164,4527,7
4165,4224,1
4165,4421,5
4166,4530,7
4166,4674,10
4166,4769,12
4167,4267,2
4167,4476,6
4168,4271,2
4168,5029,18
4168,5112,20
4169,4624,9
4169,4724,11
4169,4772,12
4170,4475,6
4171,4272,2
4171,4320,3
4172,4319,3
4172,4726,11
4173,4322,3
4173,4730,11
4174,4426,5
4174,4626,9
4175,4478,6
4175,4773,12
4175,4989,17
4175,5119,20
4175,5675,34
4176,4822,13
4176,5605,32
4176,5796,37
4177,4229,1
4177,5122,20
4178,4587,8
4179,4430,5
4179,4825,13
4181,4281,2
4182,4432,5
4182,5607,32
4184,4230,1
4184,4482,6
4185,4382,4
4185,6042,44
4186,4382,4
4186,5493,29
4187,4591,8
4188,4436,5
4188,5354,25
4189,4738,11
4189,4830,13
4189,5001,17
4190,4639,9
4190,5309,24
4191,4738,11
4191,5002,17
4192,4442,5
4193,4238,1
4193,4286,2
4194,4287,2
4194,4289,2
4194,4446,5
4195,4874,14
4196,4547,7
4196,5271,23
4198,4344,3
4199,4244,1
4199,4686,10
4199,4970,16
4199,5275,23
4200,4500,6
4201,4791,12
4201,5094,19
4202,5731,35
4203,5182,21
4203,5366,25
4204,4650,9
4204,5475,28
4205,6274,50
4206,4653,9
4207,4356,3
4207,4607,8
4207,5234,22
4207,5739,35
4208,4652,9
4208,4703,10
4208,4934,15
4209,4756,11
4210,6357,52
4211,4360,3
4211,4847,13
4212,4801,12
4212,4976,16
4213,4708,10
4213,4892,14
4214,4569,7
4214,5403,26
4215,4519,6
4216,4311,2
4216,4410,4
4217,4467,5
4217,4524,6
4217,4979,16
4218,5148,20
4219,4664,9
4220,4260,1
4220,4575,7
4220,4666,9
4220,5203,21
4221,4261,1
4222,4264,1
4222,4469,5
4222,4578,7
4222,4764,11
4222,5206,21
4222,5409,26
4223,4267,1
4223,4316,2
4223,4470,5
4223,4472,5
4224,4767,11
4224,5252,22
4225,4727,10
4226,4627,8
4226,4868,13
4227,4629,8
4227,4958,15
4228,5121,19
4229,5086,18
4230,4633,8
4230,4734,10
4231,4282,1
4231,4435,4
4231,4485,5
4231,4869,13
4232,4385,3
4232,6218,48
4233,4488,5
4234,4737,10
4234,4872,13
4234,5171,20
4235,4543,6
4235,6149,46
4236,4681,9
4236,5043,17
4237,4639,8
4238,4337,2
4238,4445,4
4239,4643,8
4239,5052,17
4240,4491,5
4240,4547,6
4241,4341,2
4241,4549,6
4242,5009,16
4242,5804,36
4243,4646,8
4244,4647,8
4244,5430,26
4245,4552,6
4245,5940,40
4246,4495,5
4246,5056,17
4246,5276,22
4247,6273,49
4248,4351,2
4248,4353,2
4248,4506,5
4249,5846,37
4249,5909,39
4250,5369,24
4251,4515,5
4251,4888,13
4252,4892,13
4252,5479,27
4253,4658,8
4253,4708,9
4253,4805,11
4253,5020,16
4254,4362,2
4254,4408,3
4255,4519,5
4255,4568,6
4255,4847,12
4256,4363,2
4256,4464,4
4257,4364,2
4257,4465,4
4258,4410,3
4258,4520,5
4259,4312,1
4260,4314,1
4260,4416,3
4260,5070,17
4261,4413,3
4261,4526,5
4261,4667,8
4262,4415,3
4262,4763,10
4263,4575,6
4264,4417,3
4265,4472,4
4265,4617,7
4266,4619,7
4266,4670,8
4266,4671,8
4266,4768,10
4267,4371,2
4267,4579,6
4268,4621,7
4269,4369,2
4269,4580,6
4270,4477,4
4270,4528,5
4270,4581,6
4271,4531,5
4271,4949,14
4272,4371,2
4273,4319,1
4273,4373,2
4273,4723,9
4275,4729,9
4275,5212,20
4276,4427,3
4276,5414,25
4276,5599,30
4277,4584,6
4277,4819,11
4277,4951,14
4277,5416,25
4278,4322,1
4279,4733,9
4279,4955,14
4280,4535,5
4280,4825,11
4281,4431,3
4283,4331,1
4283,4487,4
4283,4593,6
4283,4998,15
4284,4873,12
4286,4337,1
4286,4596,6
4286,4919,13
4286,5613,30
4287,4443,3
4287,4446,3
4287,4490,4
4287,4597,6
4287,5463,26
4288,4445,3
4288,4491,4
4289,4642,7
4289,4746,9
4290,4447,3
4290,4685,8
4290,4747,9
4291,4390,2
4291,4644,7
4291,5177,19
4292,4925,13
4292,5093,17
4293,4877,12
4293,5323,22
4293,7394,79
4294,4600,6
4294,4601,6
4294,5504,27
4296,4692,8
4296,5505,27
4297,4504,4
4297,4839,11
4298,5181,19
4298,5987,40
4300,4883,12
4300,5582,29
4300,5768,34
4300,5769,34
4301,6053,42
4302,4352,1
4302,4508,4
4302,4699,8
4302,6550,56
4303,4841,11
4304,4457,3
4304,4754,9
4305,4756,9
4305,5625,30
4305,5813,35
4306,5103,17
4306,5331,22
4306,6914,66
4307,5192,19
4307,5331,22
4307,5333,22
4308,4361,1
4308,4408,2
4308,4656,7
4309,4361,1
4309,4406,2
4310,5630,30
4311,4467,3
4311,4521,4
4312,4411,2
4312,4612,6
4312,4712,8
4312,4851,11
4313,4365,1
4313,4663,7
4313,4896,12
4314,4412,2
4315,4366,1
4315,4414,2
4316,4470,3
4316,4577,5
4316,4668,7
4316,4982,14
4317,4418,2
4318,4675,7
4318,4726,8
4319,4373,1
4320,4862,11
4320,5033,15
4321,4730,8
4321,4987,14
4321,5344,22
4322,4584,5
4323,4479,3
4323,4958,13
4323,5969,39
4324,4776,9
4325,4628,6
4325,5679,31
4325,6040,41
4326,4379,1
4326,5796,34
4328,5457,25
4328,5495,26
4330,4678,7
4330,4914,12
4331,4437,2
4331,4680,7
4332,5531,27
4332,6420,51
4333,4543,4
4333,5355,22
4333,6938,66
4334,4639,6
4334,5309,21
4335,4739,8
4335,4873,11
4335,5045,15
4335,5270,20
4336,4965,13
4336,5173,18
4336,5874,36
4337,4489,3
4337,4641,6
4337,4831,10
4338,4597,5
4338,6388,50
4339,4745,8
4339,5006,14
4340,4746,8
4340,5318,21
4341,4834,10
4342,4391,1
4342,5614,29
4343,4786,9
4343,5321,21
4343,5686,31
4343,5687,31
4344,5274,20
4344,5573,28
4345,4496,3
4345,4553,4
4345,6482,53
4346,4497,3
4346,7329,76
4348,4503,3
4349,4928,12
4349,5394,23
4350,4450,2
4350,4691,7
4350,4880,11
4351,4793,9
4351,5184,18
4351,6055,41
4352,4930,12
4352,5187,18
4352,5542,27
4353,5137,17
4353,5583,28
4354,4507,3
4354,4510,3
4354,5099,16
4355,4454,2
4355,4606,5
4355,5812,34
4355,5909,37
4356,5139,17
4356,5368,22
4357,5846,35
4357,6275,47
4357,6636,57
4358,4704,7
4358,5369,22
4359,4889,11
4359,5330,21
4359,7053,69
4360,4463,2
4361,4564,4
4362,4464,2
4362,4565,4
4363,4465,2
4363,4567,4
4364,4520,3
4364,4610,5
4365,5202,18
4366,4415,1
4366,4714,7
4367,4766,8
4367,5444,24
4368,4673,6
4369,4474,2
4370,4949,12
4371,4475,2
4371,4476,2
4371,4579,4
4372,4475,2
4372,4622,5
4372,4857,10
4373,4726,7
4373,5078,15
4375,4477,2
4375,4581,4
4376,4425,1
4376,4583,4
4376,5032,14
4377,4584,4
4377,4863,10
4377,5522,26
4378,4732,7
4379,5421,23
4380,4432,1
4380,4992,13
4381,4827,9
4381,5755,32
4382,5422,23
4383,4634,5
4383,5493,25
4384,4539,3
4384,4779,8
4384,5307,20
4385,4679,6
4385,6147,43
4386,4738,7
4387,4440,1
4387,5002,13
4387,5124,16
4388,4442,1
4388,4964,12
4389,4968,12
4389,5837,34
4389,6018,39
4390,4875,10
4390,5007,13
4391,4549,3
4391,5655,29
4392,4553,3
4392,7544,80
4393,4687,6
4393,4790,8
4393,5467,24
4393,6049,40
4394,5577,27
4394,6395,49
4394,6769,60
4395,5395,22
4395,7091,69
4396,4972,12
4396,5660,29
4397,5134,16
4397,5365,21
4397,5619,28
4398,5097,15
4398,5507,25
4399,6052,40
4399,6597,55
4400,4841,9
4400,5231,18
4401,4932,11
4401,4973,12
4401,6190,44
4402,4513,2
4402,5511,25
4402,5544,26
4403,4460,1
4403,4799,8
4404,5191,17
4404,5332,20
4405,4608,4
4405,4936,11
4405,5198,17
4406,4463,1
4406,4564,3
4407,4759,7
4408,4565,3
4408,4656,5
4409,4657,5
4409,5481,24
4410,4521,2
4410,4660,5
4411,4662,5
4411,4851,9
4412,4762,7
4412,5070,14
4413,4979,12
4413,5071,14
4414,4575,3
4414,4666,5
4414,4714,6
4414,4898,10
4415,4468,1
4415,5204,17
4416,4575,3
4417,4469,1
4417,4576,3
4417,4764,7
4418,4471,1
4418,4577,3
4419,4671,5
4419,4768,7
4420,5152,16
4420,5407,22
4420,6034,39
4421,4904,10
4421,5252,18
4422,4528,2
4422,4672,5
4422,5634,28
4423,4724,6
4423,4725,6
4423,4816,8
4424,4676,5
4424,5210,17
4425,5158,16
4425,5344,20
4425,5561,26
4426,4864,9
4427,4820,8
4427,5863,34
4428,4479,1
4428,5215,17
4428,5455,23
4428,5969,37
4430,4992,12
4430,5265,18
4432,5529,25
4433,5087,14
4434,5168,16
4434,5929,36
4435,5568,26
4436,4541,2
4436,4637,4
4436,5719,30
4438,4594,3
4438,4916,10
4438,5043,13
4439,4595,3
4439,4872,9
4439,4917,10
4439,5646,28
4440,5090,14
4440,5647,28
4440,6115,41
4441,4739,6
4442,5172,16
4443,4546,2
4443,5174,16
4443,5463,23
4444,5049,13
4444,5175,16
4444,5427,22
4445,4489,1
4445,4741,6
4446,4642,4
4446,4783,7
4447,4742,6
4447,5051,13
4447,5315,19
4448,4493,1
4448,4686,5
4448,4836,8
4448,5092,14
4449,4688,5
4449,4788,7
4449,5538,25
4450,4927,10
4450,5431,22
4452,5228,17
4452,5366,20
4452,5732,30
4453,4752,6
4453,5059,13
4453,5284,18
4454,5694,29
4454,6403,48
4455,4933,10
4455,5585,26
4458,5102,14
4458,6459,50
4459,6404,48
4460,5064,13
4460,5695,29
4460,6194,43
4461,4562,2
4461,5192,16
4461,5287,18
4462,5478,23
4462,6848,61
4464,4567,2
4464,4707,5
4465,4610,3
4465,4709,5
4466,4519,1
4466,4522,1
4466,5146,15
4467,4572,2
4467,4852,8
4467,5022,12
4468,4574,2
4468,4714,5
4468,4980,11
4469,4944,10
4470,4527,1
4470,4982,11
4471,4526,1
4471,4668,4
4472,4579,2
4472,4669,4
4472,4717,5
4472,4901,9
4473,4618,3
4473,5855,33
4474,4580,2
4474,4619,3
4474,5028,12
4475,4620,3
4478,4774,6
4478,5924,35
4480,5348,19
4481,4955,10
4481,5346,19
4482,4538,1
4482,4734,5
4482,4960,10
4483,6379,47
4484,4634,3
4484,4994,11
4484,5168,15
4485,4540,1
4485,4637,3
4485,5568,25
4486,4638,3
4486,5170,15
4487,5267,17
4487,5645,27
4488,4542,1
4489,4545,1
4489,4833,7
4490,4546,1
4490,4683,4
4490,4783,6
4491,4684,4
4491,4741,5
4492,5273,17
4492,6969,64
4493,4748,5
4493,5429,21
4494,4788,6
4494,5361,19
4495,5057,12
4495,6394,47
4496,4838,7
4496,7209,70
4497,4838,7
4497,7584,79
4498,5225,16
4498,5941,35
4498,6022,37
4499,5362,19
4499,6548,52
4500,4599,2
4500,4689,4
4500,5279,17
4500,5324,18
4501,4792,6
4501,5364,19
4502,4601,2
4502,5504,23
4502,5691,28
4502,7631,80
4503,5579,25
4503,5730,29
4504,5182,15
4505,4930,9
4505,5582,25
4505,5768,30
4505,6024,37
4506,5583,25
4506,5907,34
4506,6055,38
4507,4884,8
4507,5186,15
4508,6486,50
4509,4795,6
4509,5231,16
4510,4700,4
4510,5584,25
4511,5880,33
4512,4651,3
4512,5139,14
4512,5368,19
4512,5434,21
4513,4702,4
4513,4885,8
4513,5017,11
4514,4888,8
4514,5625,26
4515,4888,8
4515,5547,24
4516,5287,17
4517,5989,36
4518,5480,22
4518,5849,32
4518,5885,33
4519,5067,12
4520,4660,3
4520,4806,6
4521,4572,1
4521,4761,5
4522,5202,15
4522,5372,19
4523,5373,19
4523,5484,22
4524,4852,7
4524,5244,16
4525,4574,1
4525,4943,9
4525,4980,10
4525,5245,16
4526,4716,4
4526,5823,31
4527,4617,2
4527,5109,13
4528,5076,12
4528,5208,15
4529,5293,17
4529,5446,21
4530,4816,6
4530,5488,22
4531,4677,3
4532,4727,4
4533,4587,1
4533,5120,13
4533,5793,30
4534,4732,4
4534,5348,18
4535,4911,8
4535,5306,17
4536,4588,1
4536,4824,6
4536,4959,9
4537,5165,14
4538,4778,5
4538,5423,20
4539,4635,2
4539,4995,10
4539,5718,28
4540,4869,7
4542,4737,4
4543,8084,92
4544,4682,3
4544,4830,6
4544,5001,10
4544,5757,29
4545,4641,2
4545,4740,4
4545,4966,9
4546,4683,3
4546,5091,12
4547,4684,3
4547,5534,23
4548,4747,4
4548,5319,17
4549,4834,6
4549,6222,42
4550,4785,5
4550,4923,8
4550,5322,17
4550,5501,22
4551,4748,4
4551,4786,5
4551,5132,13
4552,6157,40
4553,7546,77
4554,5280,16
4554,5395,19
4554,5730,28
4554,6401,46
4555,5227,15
4555,5844,31
4556,4929,8
4556,5507,22
4557,5540,23
4557,5692,27
4558,4695,3
4558,6272,43
4558,7174,68
4559,4602,1
4559,5229,15
4559,6228,42
4560,4840,6
4560,5013,10
4560,5136,13
4560,6228,42
4561,4890,7
4563,5333,17
4564,4656,2
4565,4656,2
4565,4707,3
4566,4659,2
4566,5438,20
4567,4709,3
4567,4803,5
4568,4804,5
4568,5067,11
4568,5338,17
4569,4940,8
4569,5952,34
4570,5483,21
4570,5630,25
4571,4613,1
