id,layer,min_m,max_m,cells,area_km2
1153,8,40,45,1,2.7888422400507746
2556,25,125,130,1,2.7888422400507746
3180,35,175,180,1,2.7888422400507746
3672,44,220,225,1,2.7888422400507746
4046,51,255,260,1,2.7888422400507746
5046,72,360,365,1,2.7888422400507746
5499,83,415,420,1,2.7888422400507746
5532,84,420,425,1,2.7888422400507746
5569,85,425,430,1,2.7888422400507746
5649,87,435,440,1,2.7888422400507746
5685,88,440,445,1,2.7888422400507746
5901,94,470,475,1,2.7888422400507746
6016,97,485,490,1,2.7888422400507746
6077,99,495,500,1,2.7888422400507746
6623,114,570,575,1,2.7888422400507746
6696,116,580,585,1,2.7888422400507746
7627,140,700,705,1,2.7888422400507746
7628,140,700,705,1,2.7888422400507746
7689,142,710,715,1,2.7888422400507746
7690,142,710,715,1,2.7888422400507746
8490,165,825,830,1,2.7888422400507746
8718,172,860,865,1,2.7888422400507746
8748,173,865,870,1,2.7888422400507746
9077,182,910,915,1,2.7888422400507746
9333,190,950,955,1,2.7888422400507746
9864,205,1025,1030,1,2.7888422400507746
9938,207,1035,1040,1,2.7888422400507746
10964,244,1220,1225,1,2.7888422400507746
11144,251,1255,1260,1,2.7888422400507746
11243,255,1275,1280,1,2.7888422400507746
11556,269,1345,1350,1,2.7888422400507746
11652,274,1370,1375,1,2.7888422400507746
12058,293,1465,1470,1,2.7888422400507746
12568,325,1625,1630,1,2.7888422400507746
12972,360,1800,1805,1,2.7888422400507746
12977,361,1805,1810,1,2.7888422400507746
13144,383,1915,1920,1,2.7888422400507746
13338,433,2165,2170,1,2.7888422400507746
13430,492,2460,2465,1,2.7888422400507746
750,5,25,30,1,2.788842240046019
751,5,25,30,1,2.788842240046019
2937,31,155,160,1,2.788842240046019
3567,42,210,215,1,2.788842240046019
4640,63,315,320,1,2.788842240046019
5125,74,370,375,1,2.788842240046019
5391,80,400,405,1,2.788842240046019
5500,83,415,420,1,2.788842240046019
5650,87,435,440,1,2.788842240046019
5874,93,465,470,1,2.788842240046019
6387,107,535,540,1,2.788842240046019
6584,113,565,570,1,2.788842240046019
6794,119,595,600,1,2.788842240046019
6865,121,605,610,1,2.788842240046019
7939,149,745,750,1,2.788842240046019
7973,150,750,755,1,2.788842240046019
8014,151,755,760,1,2.788842240046019
8157,155,775,780,1,2.788842240046019
8930,178,890,895,1,2.788842240046019
9078,182,910,915,1,2.788842240046019
9524,195,975,980,1,2.788842240046019
9966,208,1040,1045,1,2.788842240046019
10050,211,1055,1060,1,2.788842240046019
10263,218,1090,1095,1,2.788842240046019
11120,250,1250,1255,1,2.788842240046019
11175,252,1260,1265,1,2.788842240046019
11503,267,1335,1340,1,2.788842240046019
11604,272,1360,1365,1,2.788842240046019
11805,281,1405,1410,1,2.788842240046019
11826,282,1410,1415,1,2.788842240046019
11827,282,1410,1415,1,2.788842240046019
13276,412,2060,2065,1,2.788842240046019
13324,429,2145,2150,1,2.788842240046019
13423,485,2425,2430,1,2.788842240046019
13436,498,2490,2495,1,2.788842240046019
890,6,30,35,1,2.7882590071092554
1354,10,50,55,1,2.7882590071092554
2340,22,110,115,1,2.7882590071092554
2757,28,140,145,1,2.7882590071092554
3077,33,165,170,1,2.7882590071092554
3522,41,205,210,1,2.7882590071092554
3933,49,245,250,1,2.7882590071092554
4965,70,350,355,1,2.7882590071092554
5462,82,410,415,1,2.7882590071092554
5722,89,445,450,1,2.7882590071092554
5873,93,465,470,1,2.7882590071092554
6343,106,530,535,1,2.7882590071092554
6345,106,530,535,1,2.7882590071092554
6423,108,540,545,1,2.7882590071092554
6762,118,590,595,1,2.7882590071092554
6864,121,605,610,1,2.7882590071092554
6966,124,620,625,1,2.7882590071092554
8013,151,755,760,1,2.7882590071092554
8048,152,760,765,1,2.7882590071092554
8393,162,810,815,1,2.7882590071092554
8565,167,835,840,1,2.7882590071092554
8685,171,855,860,1,2.7882590071092554
8717,172,860,865,1,2.7882590071092554
8821,175,875,880,1,2.7882590071092554
8822,175,875,880,1,2.7882590071092554
8929,178,890,895,1,2.7882590071092554
9839,204,1020,1025,1,2.7882590071092554
9965,208,1040,1045,1,2.7882590071092554
10228,217,1085,1090,1,2.7882590071092554
10324,220,1100,1105,1,2.7882590071092554
10407,223,1115,1120,1,2.7882590071092554
10471,225,1125,1130,1,2.7882590071092554
11774,280,1400,1405,1,2.7882590071092554
11967,289,1445,1450,1,2.7882590071092554
12653,332,1660,1665,1,2.7882590071092554
12951,357,1785,1790,1,2.7882590071092554
13196,392,1960,1965,1,2.7882590071092554
13240,402,2010,2015,1,2.7882590071092554
13367,448,2240,2245,1,2.7882590071092554
13374,455,2275,2280,1,2.7882590071092554
13385,461,2305,2310,1,2.7882590071092554
13421,484,2420,2425,1,2.7882590071092554
271,2,10,15,1,2.788259007104501
272,2,10,15,1,2.788259007104501
435,3,15,20,1,2.788259007104501
749,5,25,30,1,2.788259007104501
2480,24,120,125,1,2.788259007104501
2631,26,130,135,1,2.788259007104501
2884,30,150,155,1,2.788259007104501
3464,40,200,205,1,2.788259007104501
4336,57,285,290,1,2.788259007104501
5312,78,390,395,1,2.788259007104501
5900,94,470,475,1,2.788259007104501
6015,97,485,490,1,2.788259007104501
6344,106,530,535,1,2.788259007104501
6446,109,545,550,1,2.788259007104501
6476,110,550,555,1,2.788259007104501
6898,122,610,615,1,2.788259007104501
7166,129,645,650,1,2.788259007104501
7238,131,655,660,1,2.788259007104501
7539,138,690,695,1,2.788259007104501
7579,139,695,700,1,2.788259007104501
8123,154,770,775,1,2.788259007104501
9197,186,930,935,1,2.788259007104501
9292,189,945,950,1,2.788259007104501
9557,196,980,985,1,2.788259007104501
9628,198,990,995,1,2.788259007104501
9726,201,1005,1010,1,2.788259007104501
9863,205,1025,1030,1,2.788259007104501
9999,209,1045,1050,1,2.788259007104501
10262,218,1090,1095,1,2.788259007104501
10297,219,1095,1100,1,2.788259007104501
11216,254,1270,1275,1,2.788259007104501
11532,268,1340,1345,1,2.788259007104501
11533,268,1340,1345,1,2.788259007104501
12652,332,1660,1665,1,2.788259007104501
13169,387,1935,1940,1,2.788259007104501
13232,400,2000,2005,1,2.788259007104501
13337,433,2165,2170,1,2.788259007104501
13462,535,2675,2680,1,2.788259007104501
37,0,0,5,1,2.7876755382371523
134,1,5,10,1,2.7876755382371523
136,1,5,10,1,2.7876755382371523
428,3,15,20,1,2.7876755382371523
599,4,20,25,1,2.7876755382371523
889,6,30,35,1,2.7876755382371523
2112,19,95,100,1,2.7876755382371523
2554,25,125,130,1,2.7876755382371523
2555,25,125,130,1,2.7876755382371523
3076,33,165,170,1,2.7876755382371523
3357,38,190,195,1,2.7876755382371523
3729,45,225,230,1,2.7876755382371523
5935,95,475,480,1,2.7876755382371523
5980,96,480,485,1,2.7876755382371523
6047,98,490,495,1,2.7876755382371523
6422,108,540,545,1,2.7876755382371523
6445,109,545,550,1,2.7876755382371523
6940,123,615,620,1,2.7876755382371523
7280,132,660,665,1,2.7876755382371523
7625,140,700,705,1,2.7876755382371523
7626,140,700,705,1,2.7876755382371523
7757,144,720,725,1,2.7876755382371523
7795,145,725,730,1,2.7876755382371523
7972,150,750,755,1,2.7876755382371523
8298,159,795,800,1,2.7876755382371523
8606,168,840,845,1,2.7876755382371523
8889,177,885,890,1,2.7876755382371523
9451,193,965,970,1,2.7876755382371523
9452,193,965,970,1,2.7876755382371523
9588,197,985,990,1,2.7876755382371523
9694,200,1000,1005,1,2.7876755382371523
10074,212,1060,1065,1,2.7876755382371523
10261,218,1090,1095,1,2.7876755382371523
10741,235,1175,1180,1,2.7876755382371523
10820,238,1190,1195,1,2.7876755382371523
10821,238,1190,1195,1,2.7876755382371523
10941,243,1215,1220,1,2.7876755382371523
11215,254,1270,1275,1,2.7876755382371523
11288,257,1285,1290,1,2.7876755382371523
11438,264,1320,1325,1,2.7876755382371523
11555,269,1345,1350,1,2.7876755382371523
12328,308,1540,1545,1,2.7876755382371523
12759,341,1705,1710,1,2.7876755382371523
12871,350,1750,1755,1,2.7876755382371523
12960,358,1790,1795,1,2.7876755382371523
13195,392,1960,1965,1,2.7876755382371523
13239,402,2010,2015,1,2.7876755382371523
13354,441,2205,2210,1,2.7876755382371523
36,0,0,5,1,2.7876755382323988
268,2,10,15,1,2.7876755382323988
425,3,15,20,1,2.7876755382323988
429,3,15,20,1,2.7876755382323988
747,5,25,30,1,2.7876755382323988
3238,36,180,185,1,2.7876755382323988
3877,48,240,245,1,2.7876755382323988
5173,75,375,380,1,2.7876755382323988
5498,83,415,420,1,2.7876755382323988
5684,88,440,445,1,2.7876755382323988
5801,91,455,460,1,2.7876755382323988
6622,114,570,575,1,2.7876755382323988
6731,117,585,590,1,2.7876755382323988
7084,127,635,640,1,2.7876755382323988
7358,134,670,675,1,2.7876755382323988
7446,136,680,685,1,2.7876755382323988
8047,152,760,765,1,2.7876755382323988
8391,162,810,815,1,2.7876755382323988
8392,162,810,815,1,2.7876755382323988
8564,167,835,840,1,2.7876755382323988
8928,178,890,895,1,2.7876755382323988
9693,200,1000,1005,1,2.7876755382323988
9695,200,1000,1005,1,2.7876755382323988
9998,209,1045,1050,1,2.7876755382323988
10170,215,1075,1080,1,2.7876755382323988
10171,215,1075,1080,1,2.7876755382323988
10543,228,1140,1145,1,2.7876755382323988
10579,229,1145,1150,1,2.7876755382323988
10666,232,1160,1165,1,2.7876755382323988
11020,246,1230,1235,1,2.7876755382323988
11772,280,1400,1405,1,2.7876755382323988
11773,280,1400,1405,1,2.7876755382323988
11804,281,1405,1410,1,2.7876755382323988
12135,297,1485,1490,1,2.7876755382323988
12697,335,1675,1680,1,2.7876755382323988
12860,349,1745,1750,1,2.7876755382323988
13049,369,1845,1850,1,2.7876755382323988
13384,459,2295,2300,1,2.7876755382323988
13393,464,2320,2325,1,2.7876755382323988
130,1,5,10,1,2.7870918334816555
265,2,10,15,1,2.7870918334816555
266,2,10,15,1,2.7870918334816555
591,4,20,25,1,2.7870918334816555
597,4,20,25,1,2.7870918334816555
886,6,30,35,1,2.7870918334816555
888,6,30,35,1,2.7870918334816555
3297,37,185,190,1,2.7870918334816555
4092,52,260,265,1,2.7870918334816555
4285,56,280,285,1,2.7870918334816555
6545,112,560,565,1,2.7870918334816555
6583,113,565,570,1,2.7870918334816555
7237,131,655,660,1,2.7870918334816555
7357,134,670,675,1,2.7870918334816555
7866,147,735,740,1,2.7870918334816555
8122,154,770,775,1,2.7870918334816555
8191,156,780,785,1,2.7870918334816555
8427,163,815,820,1,2.7870918334816555
8489,165,825,830,1,2.7870918334816555
8563,167,835,840,1,2.7870918334816555
8605,168,840,845,1,2.7870918334816555
8775,174,870,875,1,2.7870918334816555
8852,176,880,885,1,2.7870918334816555
8926,178,890,895,1,2.7870918334816555
8927,178,890,895,1,2.7870918334816555
9005,180,900,905,1,2.7870918334816555
9138,184,920,925,1,2.7870918334816555
9332,190,950,955,1,2.7870918334816555
9408,192,960,965,1,2.7870918334816555
9450,193,965,970,1,2.7870918334816555
9523,195,975,980,1,2.7870918334816555
9627,198,990,995,1,2.7870918334816555
10227,217,1085,1090,1,2.7870918334816555
10260,218,1090,1095,1,2.7870918334816555
10542,228,1140,1145,1,2.7870918334816555
11173,252,1260,1265,1,2.7870918334816555
11419,263,1315,1320,1,2.7870918334816555
11437,264,1320,1325,1,2.7870918334816555
11483,266,1330,1335,1,2.7870918334816555
12170,299,1495,1500,1,2.7870918334816555
12327,308,1540,1545,1,2.7870918334816555
12897,352,1760,1765,1,2.7870918334816555
12959,358,1790,1795,1,2.7870918334816555
13138,382,1910,1915,1,2.7870918334816555
13428,490,2450,2455,1,2.7870918334816555
35,0,0,5,1,2.787091833476903
594,4,20,25,1,2.787091833476903
596,4,20,25,1,2.787091833476903
1706,14,70,75,1,2.787091833476903
2409,23,115,120,1,2.787091833476903
2700,27,135,140,1,2.787091833476903
2756,28,140,145,1,2.787091833476903
3932,49,245,250,1,2.787091833476903
4388,58,290,295,1,2.787091833476903
6076,99,495,500,1,2.787091833476903
6965,124,620,625,1,2.787091833476903
7003,125,625,630,1,2.787091833476903
7322,133,665,670,1,2.787091833476903
7900,148,740,745,1,2.787091833476903
8089,153,765,770,1,2.787091833476903
8121,154,770,775,1,2.787091833476903
8192,156,780,785,1,2.787091833476903
8362,161,805,810,1,2.787091833476903
8390,162,810,815,1,2.787091833476903
8745,173,865,870,1,2.787091833476903
8746,173,865,870,1,2.787091833476903
8925,178,890,895,1,2.787091833476903
9076,182,910,915,1,2.787091833476903
9167,185,925,930,1,2.787091833476903
9449,193,965,970,1,2.787091833476903
9805,203,1015,1020,1,2.787091833476903
10073,212,1060,1065,1,2.787091833476903
10353,221,1105,1110,1,2.787091833476903
10354,221,1105,1110,1,2.787091833476903
10541,228,1140,1145,1,2.787091833476903
10665,232,1160,1165,1,2.787091833476903
10790,237,1185,1190,1,2.787091833476903
10859,239,1195,1200,1,2.787091833476903
11174,252,1260,1265,1,2.787091833476903
11325,259,1295,1300,1,2.787091833476903
12080,294,1470,1475,1,2.787091833476903
12514,321,1605,1610,1,2.787091833476903
12522,322,1610,1615,1,2.787091833476903
12539,323,1615,1620,1,2.787091833476903
12641,331,1655,1660,1,2.787091833476903
13413,476,2380,2385,1,2.787091833476903
129,1,5,10,1,2.7865078928951985
262,2,10,15,1,2.7865078928951985
418,3,15,20,1,2.7865078928951985
421,3,15,20,1,2.7865078928951985
422,3,15,20,1,2.7865078928951985
423,3,15,20,1,2.7865078928951985
1024,7,35,40,1,2.7865078928951985
1150,8,40,45,1,2.7865078928951985
2182,20,100,105,1,2.7865078928951985
2699,27,135,140,1,2.7865078928951985
2882,30,150,155,1,2.7865078928951985
2883,30,150,155,1,2.7865078928951985
3774,46,230,235,1,2.7865078928951985
4192,54,270,275,1,2.7865078928951985
5172,75,375,380,1,2.7865078928951985
6014,97,485,490,1,2.7865078928951985
7002,125,625,630,1,2.7865078928951985
7083,127,635,640,1,2.7865078928951985
7207,130,650,655,1,2.7865078928951985
7279,132,660,665,1,2.7865078928951985
7355,134,670,675,1,2.7865078928951985
7392,135,675,680,1,2.7865078928951985
8120,154,770,775,1,2.7865078928951985
8774,174,870,875,1,2.7865078928951985
9003,180,900,905,1,2.7865078928951985
9037,181,905,910,1,2.7865078928951985
9038,181,905,910,1,2.7865078928951985
9039,181,905,910,1,2.7865078928951985
9448,193,965,970,1,2.7865078928951985
9659,199,995,1000,1,2.7865078928951985
9900,206,1030,1035,1,2.7865078928951985
9901,206,1030,1035,1,2.7865078928951985
9902,206,1030,1035,1,2.7865078928951985
10109,213,1065,1070,1,2.7865078928951985
10169,215,1075,1080,1,2.7865078928951985
10352,221,1105,1110,1,2.7865078928951985
10497,226,1130,1135,1,2.7865078928951985
10519,227,1135,1140,1,2.7865078928951985
10760,236,1180,1185,1,2.7865078928951985
10886,240,1200,1205,1,2.7865078928951985
10963,244,1220,1225,1,2.7865078928951985
11019,246,1230,1235,1,2.7865078928951985
11093,249,1245,1250,1,2.7865078928951985
11119,250,1250,1255,1,2.7865078928951985
11355,260,1300,1305,1,2.7865078928951985
12057,293,1465,1470,1,2.7865078928951985
12114,296,1480,1485,1,2.7865078928951985
12343,309,1545,1550,1,2.7865078928951985
13033,367,1835,1840,1,2.7865078928951985
13199,393,1965,1970,1,2.7865078928951985
13381,457,2285,2290,1,2.7865078928951985
34,0,0,5,1,2.7865078928904468
128,1,5,10,1,2.7865078928904468
259,2,10,15,1,2.7865078928904468
261,2,10,15,1,2.7865078928904468
589,4,20,25,1,2.7865078928904468
740,5,25,30,1,2.7865078928904468
742,5,25,30,1,2.7865078928904468
2755,28,140,145,1,2.7865078928904468
3011,32,160,165,1,2.7865078928904468
3356,38,190,195,1,2.7865078928904468
4442,59,295,300,1,2.7865078928904468
6514,111,555,560,1,2.7865078928904468
6544,112,560,565,1,2.7865078928904468
6621,114,570,575,1,2.7865078928904468
6761,118,590,595,1,2.7865078928904468
7356,134,670,675,1,2.7865078928904468
7971,150,750,755,1,2.7865078928904468
8190,156,780,785,1,2.7865078928904468
8224,157,785,790,1,2.7865078928904468
8458,164,820,825,1,2.7865078928904468
8924,178,890,895,1,2.7865078928904468
9004,180,900,905,1,2.7865078928904468
9291,189,945,950,1,2.7865078928904468
9522,195,975,980,1,2.7865078928904468
9626,198,990,995,1,2.7865078928904468
9692,200,1000,1005,1,2.7865078928904468
9725,201,1005,1010,1,2.7865078928904468
9997,209,1045,1050,1,2.7865078928904468
10026,210,1050,1055,1,2.7865078928904468
10520,227,1135,1140,1,2.7865078928904468
10578,229,1145,1150,1,2.7865078928904468
10664,232,1160,1165,1,2.7865078928904468
10716,234,1170,1175,1,2.7865078928904468
10919,242,1210,1215,1,2.7865078928904468
11324,259,1295,1300,1,2.7865078928904468
11436,264,1320,1325,1,2.7865078928904468
11502,267,1335,1340,1,2.7865078928904468
12014,291,1455,1460,1,2.7865078928904468
12185,300,1500,1505,1,2.7865078928904468
12436,316,1580,1585,1,2.7865078928904468
12859,349,1745,1750,1,2.7865078928904468
13376,456,2280,2285,1,2.7865078928904468
126,1,5,10,1,2.785923716524972
256,2,10,15,1,2.785923716524972
738,5,25,30,1,2.785923716524972
739,5,25,30,1,2.785923716524972
884,6,30,35,1,2.785923716524972
2698,27,135,140,1,2.785923716524972
3566,42,210,215,1,2.785923716524972
4045,51,255,260,1,2.785923716524972
6386,107,535,540,1,2.785923716524972
6620,114,570,575,1,2.785923716524972
6669,115,575,580,1,2.785923716524972
6695,116,580,585,1,2.785923716524972
7206,130,650,655,1,2.785923716524972
7391,135,675,680,1,2.785923716524972
7445,136,680,685,1,2.785923716524972
7755,144,720,725,1,2.785923716524972
7756,144,720,725,1,2.785923716524972
7937,149,745,750,1,2.785923716524972
7938,149,745,750,1,2.785923716524972
8262,158,790,795,1,2.785923716524972
8715,172,860,865,1,2.785923716524972
9075,182,910,915,1,2.785923716524972
9231,187,935,940,1,2.785923716524972
9624,198,990,995,1,2.785923716524972
9625,198,990,995,1,2.785923716524972
9838,204,1020,1025,1,2.785923716524972
9862,205,1025,1030,1,2.785923716524972
9996,209,1045,1050,1,2.785923716524972
10132,214,1070,1075,1,2.785923716524972
10384,222,1110,1115,1,2.785923716524972
10496,226,1130,1135,1,2.785923716524972
10918,242,1210,1215,1,2.785923716524972
11118,250,1250,1255,1,2.785923716524972
11142,251,1255,1260,1,2.785923716524972
11268,256,1280,1285,1,2.785923716524972
11354,260,1300,1305,1,2.785923716524972
11651,274,1370,1375,1,2.785923716524972
11771,280,1400,1405,1,2.785923716524972
11993,290,1450,1455,1,2.785923716524972
12039,292,1460,1465,1,2.785923716524972
12215,302,1510,1515,1,2.785923716524972
13067,372,1860,1865,1,2.785923716524972
13111,379,1895,1900,1,2.785923716524972
13260,407,2035,2040,1,2.785923716524972
255,2,10,15,1,2.7859237165202217
257,2,10,15,1,2.7859237165202217
258,2,10,15,1,2.7859237165202217
415,3,15,20,1,2.7859237165202217
417,3,15,20,1,2.7859237165202217
881,6,30,35,1,2.7859237165202217
1146,8,40,45,1,2.7859237165202217
1147,8,40,45,1,2.7859237165202217
2338,22,110,115,1,2.7859237165202217
2818,29,145,150,1,2.7859237165202217
3075,33,165,170,1,2.7859237165202217
3296,37,185,190,1,2.7859237165202217
3832,47,235,240,1,2.7859237165202217
6444,109,545,550,1,2.7859237165202217
6582,113,565,570,1,2.7859237165202217
6619,114,570,575,1,2.7859237165202217
6730,117,585,590,1,2.7859237165202217
6760,118,590,595,1,2.7859237165202217
6963,124,620,625,1,2.7859237165202217
6964,124,620,625,1,2.7859237165202217
7624,140,700,705,1,2.7859237165202217
7970,150,750,755,1,2.7859237165202217
8426,163,815,820,1,2.7859237165202217
8633,169,845,850,1,2.7859237165202217
8716,172,860,865,1,2.7859237165202217
8851,176,880,885,1,2.7859237165202217
8923,178,890,895,1,2.7859237165202217
9196,186,930,935,1,2.7859237165202217
9330,190,950,955,1,2.7859237165202217
9331,190,950,955,1,2.7859237165202217
9369,191,955,960,1,2.7859237165202217
10858,239,1195,1200,1,2.7859237165202217
11018,246,1230,1235,1,2.7859237165202217
11074,248,1240,1245,1,2.7859237165202217
11143,251,1255,1260,1,2.7859237165202217
11197,253,1265,1270,1,2.7859237165202217
11482,266,1330,1335,1,2.7859237165202217
11531,268,1340,1345,1,2.7859237165202217
11770,280,1400,1405,1,2.7859237165202217
11947,288,1440,1445,1,2.7859237165202217
12246,304,1520,1525,1,2.7859237165202217
12261,305,1525,1530,1,2.7859237165202217
12326,308,1540,1545,1,2.7859237165202217
12538,323,1615,1620,1,2.7859237165202217
12983,362,1810,1815,1,2.7859237165202217
13175,389,1945,1950,1,2.7859237165202217
414,3,15,20,1,2.7853393044221
584,4,20,25,1,2.7853393044221
2265,21,105,110,1,2.7853393044221
3671,44,220,225,1,2.7853393044221
4441,59,295,300,1,2.7853393044221
5003,71,355,360,1,2.7853393044221
5648,87,435,440,1,2.7853393044221
5934,95,475,480,1,2.7853393044221
6897,122,610,615,1,2.7853393044221
6962,124,620,625,1,2.7853393044221
7120,128,640,645,1,2.7853393044221
7488,137,685,690,1,2.7853393044221
7836,146,730,735,1,2.7853393044221
8888,177,885,890,1,2.7853393044221
9074,182,910,915,1,2.7853393044221
9107,183,915,920,1,2.7853393044221
9166,185,925,930,1,2.7853393044221
9691,200,1000,1005,1,2.7853393044221
9803,203,1015,1020,1,2.7853393044221
9804,203,1015,1020,1,2.7853393044221
9861,205,1025,1030,1,2.7853393044221
9963,208,1040,1045,1,2.7853393044221
9964,208,1040,1045,1,2.7853393044221
10108,213,1065,1070,1,2.7853393044221
10131,214,1070,1075,1,2.7853393044221
10540,228,1140,1145,1,2.7853393044221
10663,232,1160,1165,1,2.7853393044221
10993,245,1225,1230,1,2.7853393044221
11051,247,1235,1240,1,2.7853393044221
11304,258,1290,1295,1,2.7853393044221
11305,258,1290,1295,1,2.7853393044221
11802,281,1405,1410,1,2.7853393044221
11803,281,1405,1410,1,2.7853393044221
11945,288,1440,1445,1,2.7853393044221
11946,288,1440,1445,1,2.7853393044221
11966,289,1445,1450,1,2.7853393044221
12133,297,1485,1490,1,2.7853393044221
12375,311,1555,1560,1,2.7853393044221
12489,319,1595,1600,1,2.7853393044221
12580,326,1630,1635,1,2.7853393044221
13206,394,1970,1975,1,2.7853393044221
254,2,10,15,1,2.7853393044173504
413,3,15,20,1,2.7853393044173504
586,4,20,25,1,2.7853393044173504
3125,34,170,175,1,2.7853393044173504
3414,39,195,200,1,2.7853393044173504
4739,65,325,330,1,2.7853393044173504
5220,76,380,385,1,2.7853393044173504
5759,90,450,455,1,2.7853393044173504
5760,90,450,455,1,2.7853393044173504
6833,120,600,605,1,2.7853393044173504
6863,121,605,610,1,2.7853393044173504
7236,131,655,660,1,2.7853393044173504
7865,147,735,740,1,2.7853393044173504
8661,170,850,855,1,2.7853393044173504
8820,175,875,880,1,2.7853393044173504
9195,186,930,935,1,2.7853393044173504
9521,195,975,980,1,2.7853393044173504
9899,206,1030,1035,1,2.7853393044173504
9937,207,1035,1040,1,2.7853393044173504
10447,224,1120,1125,1,2.7853393044173504
10631,231,1155,1160,1,2.7853393044173504
10819,238,1190,1195,1,2.7853393044173504
10992,245,1225,1230,1,2.7853393044173504
10994,245,1225,1230,1,2.7853393044173504
11092,249,1245,1250,1,2.7853393044173504
11117,250,1250,1255,1,2.7853393044173504
11481,266,1330,1335,1,2.7853393044173504
11668,275,1375,1380,1,2.7853393044173504
11689,276,1380,1385,1,2.7853393044173504
11877,284,1420,1425,1,2.7853393044173504
12134,297,1485,1490,1,2.7853393044173504
12214,302,1510,1515,1,2.7853393044173504
12286,306,1530,1535,1,2.7853393044173504
12342,309,1545,1550,1,2.7853393044173504
12399,313,1565,1570,1,2.7853393044173504
12477,318,1590,1595,1,2.7853393044173504
12711,337,1685,1690,1,2.7853393044173504
12725,338,1690,1695,1,2.7853393044173504
409,3,15,20,1,2.7847546566324612
410,3,15,20,1,2.7847546566324612
734,5,25,30,1,2.7847546566324612
2337,22,110,115,1,2.7847546566324612
2697,27,135,140,1,2.7847546566324612
3728,45,225,230,1,2.7847546566324612
3876,48,240,245,1,2.7847546566324612
5270,77,385,390,1,2.7847546566324612
6013,97,485,490,1,2.7847546566324612
6668,115,575,580,1,2.7847546566324612
6939,123,615,620,1,2.7847546566324612
7321,133,665,670,1,2.7847546566324612
7390,135,675,680,1,2.7847546566324612
7794,145,725,730,1,2.7847546566324612
8046,152,760,765,1,2.7847546566324612
8297,159,795,800,1,2.7847546566324612
8335,160,800,805,1,2.7847546566324612
8526,166,830,835,1,2.7847546566324612
8819,175,875,880,1,2.7847546566324612
9961,208,1040,1045,1,2.7847546566324612
10025,210,1050,1055,1,2.7847546566324612
10296,219,1095,1100,1,2.7847546566324612
10576,229,1145,1150,1,2.7847546566324612
10740,235,1175,1180,1,2.7847546566324612
10916,242,1210,1215,1,2.7847546566324612
10917,242,1210,1215,1,2.7847546566324612
11116,250,1250,1255,1,2.7847546566324612
11582,271,1355,1360,1,2.7847546566324612
11650,274,1370,1375,1,2.7847546566324612
11709,277,1385,1390,1,2.7847546566324612
11801,281,1405,1410,1,2.7847546566324612
11876,284,1420,1425,1,2.7847546566324612
11944,288,1440,1445,1,2.7847546566324612
12038,292,1460,1465,1,2.7847546566324612
12056,293,1465,1470,1,2.7847546566324612
12458,317,1585,1590,1,2.7847546566324612
12627,330,1650,1655,1,2.7847546566324612
12724,338,1690,1695,1,2.7847546566324612
12822,346,1730,1735,1,2.7847546566324612
12846,348,1740,1745,1,2.7847546566324612
13137,382,1910,1915,1,2.7847546566324612
13194,392,1960,1965,1,2.7847546566324612
252,2,10,15,1,2.7847546566277126
411,3,15,20,1,2.7847546566277126
412,3,15,20,1,2.7847546566277126
737,5,25,30,1,2.7847546566277126
1020,7,35,40,1,2.7847546566277126
1789,15,75,80,1,2.7847546566277126
2408,23,115,120,1,2.7847546566277126
3294,37,185,190,1,2.7847546566277126
3295,37,185,190,1,2.7847546566277126
5758,90,450,455,1,2.7847546566277126
6443,109,545,550,1,2.7847546566277126
6581,113,565,570,1,2.7847546566277126
7443,136,680,685,1,2.7847546566277126
7623,140,700,705,1,2.7847546566277126
7655,141,705,710,1,2.7847546566277126
7688,142,710,715,1,2.7847546566277126
7864,147,735,740,1,2.7847546566277126
8012,151,755,760,1,2.7847546566277126
8189,156,780,785,1,2.7847546566277126
8525,166,830,835,1,2.7847546566277126
9962,208,1040,1045,1,2.7847546566277126
10107,213,1065,1070,1,2.7847546566277126
10577,229,1145,1150,1,2.7847546566277126
11050,247,1235,1240,1,2.7847546566277126
11196,253,1265,1270,1,2.7847546566277126
11267,256,1280,1285,1,2.7847546566277126
11530,268,1340,1345,1,2.7847546566277126
11575,270,1350,1355,1,2.7847546566277126
11583,271,1355,1360,1,2.7847546566277126
11857,283,1415,1420,1,2.7847546566277126
11858,283,1415,1420,1,2.7847546566277126
11918,287,1435,1440,1,2.7847546566277126
12079,294,1470,1475,1,2.7847546566277126
12113,296,1480,1485,1,2.7847546566277126
12310,307,1535,1540,1,2.7847546566277126
12341,309,1545,1550,1,2.7847546566277126
12427,315,1575,1580,1,2.7847546566277126
12595,327,1635,1640,1,2.7847546566277126
12628,330,1650,1655,1,2.7847546566277126
12870,350,1750,1755,1,2.7847546566277126
12966,359,1795,1800,1,2.7847546566277126
579,4,20,25,1,2.784169773211112
581,4,20,25,1,2.784169773211112
1704,14,70,75,1,2.784169773211112
2033,18,90,95,1,2.784169773211112
3670,44,220,225,1,2.784169773211112
4284,56,280,285,1,2.784169773211112
5124,74,370,375,1,2.784169773211112
7001,125,625,630,1,2.784169773211112
7389,135,675,680,1,2.784169773211112
7726,143,715,720,1,2.784169773211112
7727,143,715,720,1,2.784169773211112
7936,149,745,750,1,2.784169773211112
