id,layer,min_m,max_m,cells,area_km2
5362,79,395,400,1,2.8033462419558703
5876,93,465,470,1,2.8033462419558703
6396,107,535,540,1,2.8033462419558703
6736,117,585,590,1,2.8033462419558703
6769,118,590,595,1,2.8033462419558703
7048,126,630,635,1,2.8033462419558703
7330,133,665,670,1,2.8033462419558703
7585,139,695,700,1,2.8033462419558703
7764,144,720,725,1,2.8033462419558703
8094,153,765,770,1,2.8033462419558703
9044,181,905,910,1,2.8033462419558703
9200,186,930,935,1,2.8033462419558703
9419,192,960,965,1,2.8033462419558703
9775,202,1010,1015,1,2.8033462419558703
10700,233,1165,1170,1,2.8033462419558703
10999,245,1225,1230,1,2.8033462419558703
11199,253,1265,1270,1,2.8033462419558703
11608,272,1360,1365,1,2.8033462419558703
11783,280,1400,1405,1,2.8033462419558703
12440,316,1580,1585,1,2.8033462419558703
12885,351,1755,1760,1,2.8033462419558703
12961,358,1790,1795,1,2.8033462419558703
13183,390,1950,1955,1,2.8033462419558703
472,3,15,20,1,2.802768923286589
789,5,25,30,1,2.802768923286589
935,6,30,35,1,2.802768923286589
1062,7,35,40,1,2.802768923286589
1063,7,35,40,1,2.802768923286589
1479,11,55,60,1,2.802768923286589
1570,12,60,65,1,2.802768923286589
1653,13,65,70,1,2.802768923286589
1730,14,70,75,1,2.802768923286589
1807,15,75,80,1,2.802768923286589
2046,18,90,95,1,2.802768923286589
2638,26,130,135,1,2.802768923286589
2761,28,140,145,1,2.802768923286589
2762,28,140,145,1,2.802768923286589
4346,57,285,290,1,2.802768923286589
4648,63,315,320,1,2.802768923286589
5576,85,425,430,1,2.802768923286589
6050,98,490,495,1,2.802768923286589
6086,99,495,500,1,2.802768923286589
6309,105,525,530,1,2.802768923286589
6395,107,535,540,1,2.802768923286589
6591,113,565,570,1,2.802768923286589
6633,114,570,575,1,2.802768923286589
6634,114,570,575,1,2.802768923286589
7549,138,690,695,1,2.802768923286589
7661,141,705,710,1,2.802768923286589
7662,141,705,710,1,2.802768923286589
7871,147,735,740,1,2.802768923286589
8534,166,830,835,1,2.802768923286589
9374,191,955,960,1,2.802768923286589
9638,198,990,995,1,2.802768923286589
9666,199,995,1000,1,2.802768923286589
11150,251,1255,1260,1,2.802768923286589
11247,255,1275,1280,1,2.802768923286589
11424,263,1315,1320,1,2.802768923286589
11656,274,1370,1375,1,2.802768923286589
11672,275,1375,1380,1,2.802768923286589
12230,303,1515,1520,1,2.802768923286589
12266,305,1525,1530,1,2.802768923286589
12267,305,1525,1530,1,2.802768923286589
12268,305,1525,1530,1,2.802768923286589
12555,324,1620,1625,1,2.802768923286589
12751,340,1700,1705,1,2.802768923286589
12774,342,1710,1715,1,2.802768923286589
12838,347,1735,1740,1,2.802768923286589
13071,372,1860,1865,1,2.802768923286589
636,4,20,25,1,2.8027689232818096
791,5,25,30,1,2.8027689232818096
792,5,25,30,1,2.8027689232818096
932,6,30,35,1,2.8027689232818096
933,6,30,35,1,2.8027689232818096
934,6,30,35,1,2.8027689232818096
1182,8,40,45,1,2.8027689232818096
1384,10,50,55,1,2.8027689232818096
2047,18,90,95,1,2.8027689232818096
2422,23,115,120,1,2.8027689232818096
2488,24,120,125,1,2.8027689232818096
2562,25,125,130,1,2.8027689232818096
2639,26,130,135,1,2.8027689232818096
2888,30,150,155,1,2.8027689232818096
3302,37,185,190,1,2.8027689232818096
3937,49,245,250,1,2.8027689232818096
5806,91,455,460,1,2.8027689232818096
5904,94,470,475,1,2.8027689232818096
6022,97,485,490,1,2.8027689232818096
6261,104,520,525,1,2.8027689232818096
6592,113,565,570,1,2.8027689232818096
6904,122,610,615,1,2.8027689232818096
7010,125,625,630,1,2.8027689232818096
7329,133,665,670,1,2.8027689232818096
7801,145,725,730,1,2.8027689232818096
8367,161,805,810,1,2.8027689232818096
8535,166,830,835,1,2.8027689232818096
9874,205,1025,1030,1,2.8027689232818096
10080,212,1060,1065,1,2.8027689232818096
10305,219,1095,1100,1,2.8027689232818096
10551,228,1140,1145,1,2.8027689232818096
11358,260,1300,1305,1,2.8027689232818096
11896,285,1425,1430,1,2.8027689232818096
12041,292,1460,1465,1,2.8027689232818096
12155,298,1490,1495,1,2.8027689232818096
12388,312,1560,1565,1,2.8027689232818096
12406,313,1565,1570,1,2.8027689232818096
12491,319,1595,1600,1,2.8027689232818096
12684,334,1670,1675,1,2.8027689232818096
13128,381,1905,1910,1,2.8027689232818096
13214,395,1975,1980,1,2.8027689232818096
469,3,15,20,1,2.802191367449744
632,4,20,25,1,2.802191367449744
634,4,20,25,1,2.802191367449744
788,5,25,30,1,2.802191367449744
1060,7,35,40,1,2.802191367449744
1281,9,45,50,1,2.802191367449744
1382,10,50,55,1,2.802191367449744
1569,12,60,65,1,2.802191367449744
1892,16,80,85,1,2.802191367449744
1973,17,85,90,1,2.802191367449744
2045,18,90,95,1,2.802191367449744
2199,20,100,105,1,2.802191367449744
2276,21,105,110,1,2.802191367449744
2277,21,105,110,1,2.802191367449744
2348,22,110,115,1,2.802191367449744
2420,23,115,120,1,2.802191367449744
2704,27,135,140,1,2.802191367449744
2760,28,140,145,1,2.802191367449744
3468,40,200,205,1,2.802191367449744
4497,60,300,305,1,2.802191367449744
5689,88,440,445,1,2.802191367449744
5941,95,475,480,1,2.802191367449744
6085,99,495,500,1,2.802191367449744
6517,111,555,560,1,2.802191367449744
6701,116,580,585,1,2.802191367449744
6903,122,610,615,1,2.802191367449744
7046,126,630,635,1,2.802191367449744
7126,128,640,645,1,2.802191367449744
7169,129,645,650,1,2.802191367449744
7286,132,660,665,1,2.802191367449744
8020,151,755,760,1,2.802191367449744
8340,160,800,805,1,2.802191367449744
9456,193,965,970,1,2.802191367449744
9774,202,1010,1015,1,2.802191367449744
9907,206,1030,1035,1,2.802191367449744
10271,218,1090,1095,1,2.802191367449744
11712,277,1385,1390,1,2.802191367449744
11834,282,1410,1415,1,2.802191367449744
11861,283,1415,1420,1,2.802191367449744
11996,290,1450,1455,1,2.802191367449744
12405,313,1565,1570,1,2.802191367449744
12572,325,1625,1630,1,2.802191367449744
12656,332,1660,1665,1,2.802191367449744
12728,338,1690,1695,1,2.802191367449744
12884,351,1755,1760,1,2.802191367449744
12967,359,1795,1800,1,2.802191367449744
13078,373,1865,1870,1,2.802191367449744
13140,382,1910,1915,1,2.802191367449744
13188,391,1955,1960,1,2.802191367449744
13291,416,2080,2085,1,2.802191367449744
301,2,10,15,1,2.8021913674449657
930,6,30,35,1,2.8021913674449657
1181,8,40,45,1,2.8021913674449657
1280,9,45,50,1,2.8021913674449657
1478,11,55,60,1,2.8021913674449657
1728,14,70,75,1,2.8021913674449657
1805,15,75,80,1,2.8021913674449657
1806,15,75,80,1,2.8021913674449657
1974,17,85,90,1,2.8021913674449657
2044,18,90,95,1,2.8021913674449657
2123,19,95,100,1,2.8021913674449657
2198,20,100,105,1,2.8021913674449657
2349,22,110,115,1,2.8021913674449657
2827,29,145,150,1,2.8021913674449657
3779,46,230,235,1,2.8021913674449657
4498,60,300,305,1,2.8021913674449657
5278,77,385,390,1,2.8021913674449657
6454,109,545,550,1,2.8021913674449657
6455,109,545,550,1,2.8021913674449657
7090,127,635,640,1,2.8021913674449657
7395,135,675,680,1,2.8021913674449657
7453,136,680,685,1,2.8021913674449657
7584,139,695,700,1,2.8021913674449657
8688,171,855,860,1,2.8021913674449657
8722,172,860,865,1,2.8021913674449657
8892,177,885,890,1,2.8021913674449657
9564,196,980,985,1,2.8021913674449657
10764,236,1180,1185,1,2.8021913674449657
10828,238,1190,1195,1,2.8021913674449657
10863,239,1195,1200,1,2.8021913674449657
11400,262,1310,1315,1,2.8021913674449657
11587,271,1355,1360,1,2.8021913674449657
11671,275,1375,1380,1,2.8021913674449657
11751,279,1395,1400,1,2.8021913674449657
12479,318,1590,1595,1,2.8021913674449657
12610,328,1640,1645,1,2.8021913674449657
12611,328,1640,1645,1,2.8021913674449657
13023,366,1830,1835,1,2.8021913674449657
13047,368,1840,1845,1,2.8021913674449657
13301,419,2095,2100,1,2.8021913674449657
298,2,10,15,1,2.8016135745064834
467,3,15,20,1,2.8016135745064834
468,3,15,20,1,2.8016135745064834
786,5,25,30,1,2.8016135745064834
1179,8,40,45,1,2.8016135745064834
1475,11,55,60,1,2.8016135745064834
1565,12,60,65,1,2.8016135745064834
1725,14,70,75,1,2.8016135745064834
1726,14,70,75,1,2.8016135745064834
1727,14,70,75,1,2.8016135745064834
1801,15,75,80,1,2.8016135745064834
1891,16,80,85,1,2.8016135745064834
1972,17,85,90,1,2.8016135745064834
3018,32,160,165,1,2.8016135745064834
3360,38,190,195,1,2.8016135745064834
4838,67,335,340,1,2.8016135745064834
5468,82,410,415,1,2.8016135745064834
6049,98,490,495,1,2.8016135745064834
6158,101,505,510,1,2.8016135745064834
6872,121,605,610,1,2.8016135745064834
7009,125,625,630,1,2.8016135745064834
7045,126,630,635,1,2.8016135745064834
7168,129,645,650,1,2.8016135745064834
8127,154,770,775,1,2.8016135745064834
8434,163,815,820,1,2.8016135745064834
8828,175,875,880,1,2.8016135745064834
9111,183,915,920,1,2.8016135745064834
9665,199,995,1000,1,2.8016135745064834
9733,201,1005,1010,1,2.8016135745064834
10116,213,1065,1070,1,2.8016135745064834
10327,220,1100,1105,1,2.8016135745064834
10523,227,1135,1140,1,2.8016135745064834
11537,268,1340,1345,1,2.8016135745064834
11586,271,1355,1360,1,2.8016135745064834
12216,302,1510,1515,1,2.8016135745064834
12404,313,1565,1570,1,2.8016135745064834
12705,336,1680,1685,1,2.8016135745064834
12750,340,1700,1705,1,2.8016135745064834
12996,363,1815,1820,1,2.8016135745064834
13036,367,1835,1840,1,2.8016135745064834
13164,386,1930,1935,1,2.8016135745064834
13204,393,1965,1970,1,2.8016135745064834
13322,428,2140,2145,1,2.8016135745064834
13332,432,2160,2165,1,2.8016135745064834
13403,467,2335,2340,1,2.8016135745064834
13452,512,2560,2565,1,2.8016135745064834
300,2,10,15,1,2.801613574501706
466,3,15,20,1,2.801613574501706
787,5,25,30,1,2.801613574501706
929,6,30,35,1,2.801613574501706
1381,10,50,55,1,2.801613574501706
1477,11,55,60,1,2.801613574501706
1567,12,60,65,1,2.801613574501706
1724,14,70,75,1,2.801613574501706
1802,15,75,80,1,2.801613574501706
1803,15,75,80,1,2.801613574501706
1804,15,75,80,1,2.801613574501706
2122,19,95,100,1,2.801613574501706
2275,21,105,110,1,2.801613574501706
2486,24,120,125,1,2.801613574501706
2759,28,140,145,1,2.801613574501706
4926,69,345,350,1,2.801613574501706
5225,76,380,385,1,2.801613574501706
5765,90,450,455,1,2.801613574501706
5841,92,460,465,1,2.801613574501706
6351,106,530,535,1,2.801613574501706
6632,114,570,575,1,2.801613574501706
6902,122,610,615,1,2.801613574501706
7583,139,695,700,1,2.801613574501706
7763,144,720,725,1,2.801613574501706
8055,152,760,765,1,2.801613574501706
8533,166,830,835,1,2.801613574501706
9143,184,920,925,1,2.801613574501706
9906,206,1030,1035,1,2.801613574501706
10233,217,1085,1090,1,2.801613574501706
10413,223,1115,1120,1,2.801613574501706
11149,251,1255,1260,1,2.801613574501706
11178,252,1260,1265,1,2.801613574501706
11382,261,1305,1310,1,2.801613574501706
11925,287,1435,1440,1,2.801613574501706
11951,288,1440,1445,1,2.801613574501706
12739,339,1695,1700,1,2.801613574501706
12788,343,1715,1720,1,2.801613574501706
12883,351,1755,1760,1,2.801613574501706
13063,371,1855,1860,1,2.801613574501706
13343,434,2170,2175,1,2.801613574501706
13389,462,2310,2315,1,2.801613574501706
13448,508,2540,2545,1,2.801613574501706
629,4,20,25,1,2.8010355445013753
630,4,20,25,1,2.8010355445013753
1059,7,35,40,1,2.8010355445013753
1176,8,40,45,1,2.8010355445013753
1177,8,40,45,1,2.8010355445013753
1178,8,40,45,1,2.8010355445013753
1378,10,50,55,1,2.8010355445013753
1473,11,55,60,1,2.8010355445013753
1474,11,55,60,1,2.8010355445013753
1562,12,60,65,1,2.8010355445013753
1563,12,60,65,1,2.8010355445013753
1651,13,65,70,1,2.8010355445013753
1652,13,65,70,1,2.8010355445013753
1970,17,85,90,1,2.8010355445013753
2274,21,105,110,1,2.8010355445013753
2825,29,145,150,1,2.8010355445013753
2826,29,145,150,1,2.8010355445013753
2941,31,155,160,1,2.8010355445013753
3778,46,230,235,1,2.8010355445013753
4393,58,290,295,1,2.8010355445013753
4496,60,300,305,1,2.8010355445013753
4688,64,320,325,1,2.8010355445013753
4789,66,330,335,1,2.8010355445013753
4790,66,330,335,1,2.8010355445013753
4878,68,340,345,1,2.8010355445013753
5615,86,430,435,1,2.8010355445013753
6350,106,530,535,1,2.8010355445013753
7547,138,690,695,1,2.8010355445013753
7548,138,690,695,1,2.8010355445013753
7800,145,725,730,1,2.8010355445013753
8532,166,830,835,1,2.8010355445013753
8571,167,835,840,1,2.8010355445013753
8858,176,880,885,1,2.8010355445013753
9265,188,940,945,1,2.8010355445013753
9637,198,990,995,1,2.8010355445013753
9773,202,1010,1015,1,2.8010355445013753
10137,214,1070,1075,1,2.8010355445013753
10359,221,1105,1110,1,2.8010355445013753
10699,233,1165,1170,1,2.8010355445013753
11536,268,1340,1345,1,2.8010355445013753
12060,293,1465,1470,1,2.8010355445013753
12187,300,1500,1505,1,2.8010355445013753
12543,323,1615,1620,1,2.8010355445013753
12837,347,1735,1740,1,2.8010355445013753
12847,348,1740,1745,1,2.8010355445013753
12861,349,1745,1750,1,2.8010355445013753
12919,354,1770,1775,1,2.8010355445013753
13203,393,1965,1970,1,2.8010355445013753
13304,420,2100,2105,1,2.8010355445013753
13447,508,2540,2545,1,2.8010355445013753
13458,516,2580,2585,1,2.8010355445013753
13474,645,3225,3230,1,2.8010355445013753
157,1,5,10,1,2.801035544496599
297,2,10,15,1,2.801035544496599
464,3,15,20,1,2.801035544496599
628,4,20,25,1,2.801035544496599
785,5,25,30,1,2.801035544496599
928,6,30,35,1,2.801035544496599
1056,7,35,40,1,2.801035544496599
1058,7,35,40,1,2.801035544496599
1175,8,40,45,1,2.801035544496599
1277,9,45,50,1,2.801035544496599
1278,9,45,50,1,2.801035544496599
1377,10,50,55,1,2.801035544496599
1379,10,50,55,1,2.801035544496599
1472,11,55,60,1,2.801035544496599
1564,12,60,65,1,2.801035544496599
2121,19,95,100,1,2.801035544496599
2561,25,125,130,1,2.801035544496599
3301,37,185,190,1,2.801035544496599
3467,40,200,205,1,2.801035544496599
3836,47,235,240,1,2.801035544496599
4144,53,265,270,1,2.801035544496599
4687,64,320,325,1,2.801035544496599
5012,71,355,360,1,2.801035544496599
5903,94,470,475,1,2.801035544496599
6631,114,570,575,1,2.801035544496599
6796,119,595,600,1,2.801035544496599
7209,130,650,655,1,2.801035544496599
7452,136,680,685,1,2.801035544496599
7733,143,715,720,1,2.801035544496599
8093,153,765,770,1,2.801035544496599
8572,167,835,840,1,2.801035544496599
8827,175,875,880,1,2.801035544496599
9341,190,950,955,1,2.801035544496599
10412,223,1115,1120,1,2.801035544496599
10478,225,1125,1130,1,2.801035544496599
10797,237,1185,1190,1,2.801035544496599
10943,243,1215,1220,1,2.801035544496599
10998,245,1225,1230,1,2.801035544496599
11423,263,1315,1320,1,2.801035544496599
12465,317,1585,1590,1,2.801035544496599
12515,321,1605,1610,1,2.801035544496599
12571,325,1625,1630,1,2.801035544496599
12738,339,1695,1700,1,2.801035544496599
12944,356,1780,1785,1,2.801035544496599
12986,362,1810,1815,1,2.801035544496599
13077,373,1865,1870,1,2.801035544496599
13237,401,2005,2010,1,2.801035544496599
13368,448,2240,2245,1,2.801035544496599
13475,675,3375,3380,1,2.801035544496599
627,4,20,25,1,2.8004572774829217
781,5,25,30,1,2.8004572774829217
782,5,25,30,1,2.8004572774829217
925,6,30,35,1,2.8004572774829217
1173,8,40,45,1,2.8004572774829217
1174,8,40,45,1,2.8004572774829217
1276,9,45,50,1,2.8004572774829217
1470,11,55,60,1,2.8004572774829217
1560,12,60,65,1,2.8004572774829217
1561,12,60,65,1,2.8004572774829217
1967,17,85,90,1,2.8004572774829217
1968,17,85,90,1,2.8004572774829217
2418,23,115,120,1,2.8004572774829217
3239,36,180,185,1,2.8004572774829217
4246,55,275,280,1,2.8004572774829217
4345,57,285,290,1,2.8004572774829217
4449,59,295,300,1,2.8004572774829217
4971,70,350,355,1,2.8004572774829217
5011,71,355,360,1,2.8004572774829217
5057,72,360,365,1,2.8004572774829217
6084,99,495,500,1,2.8004572774829217
7089,127,635,640,1,2.8004572774829217
8092,153,765,770,1,2.8004572774829217
8464,164,820,825,1,2.8004572774829217
8721,172,860,865,1,2.8004572774829217
8752,173,865,870,1,2.8004572774829217
8826,175,875,880,1,2.8004572774829217
9110,183,915,920,1,2.8004572774829217
9199,186,930,935,1,2.8004572774829217
9418,192,960,965,1,2.8004572774829217
9732,201,1005,1010,1,2.8004572774829217
10304,219,1095,1100,1,2.8004572774829217
10477,225,1125,1130,1,2.8004572774829217
11096,249,1245,1250,1,2.8004572774829217
11329,259,1295,1300,1,2.8004572774829217
11330,259,1295,1300,1,2.8004572774829217
11381,261,1305,1310,1,2.8004572774829217
11782,280,1400,1405,1,2.8004572774829217
12403,313,1565,1570,1,2.8004572774829217
12618,329,1645,1650,1,2.8004572774829217
12683,334,1670,1675,1,2.8004572774829217
12824,346,1730,1735,1,2.8004572774829217
13178,389,1945,1950,1,2.8004572774829217
13209,394,1970,1975,1,2.8004572774829217
13410,472,2360,2365,1,2.8004572774829217
13419,483,2415,2420,1,2.8004572774829217
13451,512,2560,2565,1,2.8004572774829217
13472,592,2960,2965,1,2.8004572774829217
463,3,15,20,1,2.8004572774781464
626,4,20,25,1,2.8004572774781464
783,5,25,30,1,2.8004572774781464
784,5,25,30,1,2.8004572774781464
924,6,30,35,1,2.8004572774781464
1055,7,35,40,1,2.8004572774781464
1471,11,55,60,1,2.8004572774781464
2042,18,90,95,1,2.8004572774781464
2043,18,90,95,1,2.8004572774781464
2194,20,100,105,1,2.8004572774781464
2273,21,105,110,1,2.8004572774781464
3017,32,160,165,1,2.8004572774781464
3466,40,200,205,1,2.8004572774781464
3992,50,250,255,1,2.8004572774781464
4495,60,300,305,1,2.8004572774781464
5277,77,385,390,1,2.8004572774781464
5538,84,420,425,1,2.8004572774781464
6308,105,525,530,1,2.8004572774781464
6482,110,550,555,1,2.8004572774781464
7660,141,705,710,1,2.8004572774781464
7839,146,730,735,1,2.8004572774781464
7941,149,745,750,1,2.8004572774781464
8231,157,785,790,1,2.8004572774781464
9081,182,910,915,1,2.8004572774781464
9301,189,945,950,1,2.8004572774781464
9302,189,945,950,1,2.8004572774781464
10135,214,1070,1075,1,2.8004572774781464
10136,214,1070,1075,1,2.8004572774781464
10452,224,1120,1125,1,2.8004572774781464
10522,227,1135,1140,1,2.8004572774781464
11308,258,1290,1295,1,2.8004572774781464
11357,260,1300,1305,1,2.8004572774781464
11807,281,1405,1410,1,2.8004572774781464
11833,282,1410,1415,1,2.8004572774781464
11860,283,1415,1420,1,2.8004572774781464
12018,291,1455,1460,1,2.8004572774781464
13198,392,1960,1965,1,2.8004572774781464
13210,394,1970,1975,1,2.8004572774781464
13216,396,1980,1985,1,2.8004572774781464
13217,396,1980,1985,1,2.8004572774781464
13236,401,2005,2010,1,2.8004572774781464
13473,617,3085,3090,1,2.8004572774781464
777,5,25,30,1,2.7998787735035564
1375,10,50,55,1,2.7998787735035564
1650,13,65,70,1,2.7998787735035564
1723,14,70,75,1,2.7998787735035564
1889,16,80,85,1,2.7998787735035564
3081,33,165,170,1,2.7998787735035564
3300,37,185,190,1,2.7998787735035564
3673,44,220,225,1,2.7998787735035564
3777,46,230,235,1,2.7998787735035564
4553,61,305,310,1,2.7998787735035564
4788,66,330,335,1,2.7998787735035564
5276,77,385,390,1,2.7998787735035564
6590,113,565,570,1,2.7998787735035564
6840,120,600,605,1,2.7998787735035564
7284,132,660,665,1,2.7998787735035564
7659,141,705,710,1,2.7998787735035564
8495,165,825,830,1,2.7998787735035564
8665,170,850,855,1,2.7998787735035564
8857,176,880,885,1,2.7998787735035564
8973,179,895,900,1,2.7998787735035564
9014,180,900,905,1,2.7998787735035564
9731,201,1005,1010,1,2.7998787735035564
10058,211,1055,1060,1,2.7998787735035564
10390,222,1110,1115,1,2.7998787735035564
10603,230,1150,1155,1,2.7998787735035564
10896,241,1205,1210,1,2.7998787735035564
10968,244,1220,1225,1,2.7998787735035564
10969,244,1220,1225,1,2.7998787735035564
11219,254,1270,1275,1,2.7998787735035564
11399,262,1310,1315,1,2.7998787735035564
11558,269,1345,1350,1,2.7998787735035564
11559,269,1345,1350,1,2.7998787735035564
11832,282,1410,1415,1,2.7998787735035564
12265,305,1525,1530,1,2.7998787735035564
12464,317,1585,1590,1,2.7998787735035564
12873,350,1750,1755,1,2.7998787735035564
13177,389,1945,1950,1,2.7998787735035564
13202,393,1965,1970,1,2.7998787735035564
13288,415,2075,2080,1,2.7998787735035564
13339,433,2165,2170,1,2.7998787735035564
13361,445,2225,2230,1,2.7998787735035564
13363,446,2230,2235,1,2.7998787735035564
461,3,15,20,1,2.799878773498782
1053,7,35,40,1,2.799878773498782
1170,8,40,45,1,2.799878773498782
1275,9,45,50,1,2.799878773498782
1469,11,55,60,1,2.799878773498782
1798,15,75,80,1,2.799878773498782
1799,15,75,80,1,2.799878773498782
1888,16,80,85,1,2.799878773498782
2940,31,155,160,1,2.799878773498782
3299,37,185,190,1,2.799878773498782
4392,58,290,295,1,2.799878773498782
4494,60,300,305,1,2.799878773498782
5179,75,375,380,1,2.799878773498782
6260,104,520,525,1,2.799878773498782
6394,107,535,540,1,2.799878773498782
6453,109,545,550,1,2.799878773498782
6671,115,575,580,1,2.799878773498782
7167,129,645,650,1,2.799878773498782
7546,138,690,695,1,2.799878773498782
7762,144,720,725,1,2.799878773498782
8339,160,800,805,1,2.799878773498782
8751,173,865,870,1,2.799878773498782
9237,187,935,940,1,2.799878773498782
9417,192,960,965,1,2.799878773498782
9636,198,990,995,1,2.799878773498782
9701,200,1000,1005,1,2.799878773498782
10115,213,1065,1070,1,2.799878773498782
10134,214,1070,1075,1,2.799878773498782
10206,216,1080,1085,1,2.799878773498782
10697,233,1165,1170,1,2.799878773498782
10698,233,1165,1170,1,2.799878773498782
10796,237,1185,1190,1,2.799878773498782
11560,269,1345,1350,1,2.799878773498782
11629,273,1365,1370,1,2.799878773498782
11880,284,1420,1425,1,2.799878773498782
12463,317,1585,1590,1,2.799878773498782
12582,326,1630,1635,1,2.799878773498782
12763,341,1705,1710,1,2.799878773498782
12787,343,1715,1720,1,2.799878773498782
13050,369,1845,1850,1,2.799878773498782
13153,384,1920,1925,1,2.799878773498782
13392,463,2315,2320,1,2.799878773498782
13429,490,2450,2455,1,2.799878773498782
622,4,20,25,1,2.7993000326065363
623,4,20,25,1,2.7993000326065363
1050,7,35,40,1,2.7993000326065363
1051,7,35,40,1,2.7993000326065363
1169,8,40,45,1,2.7993000326065363
1374,10,50,55,1,2.7993000326065363
1467,11,55,60,1,2.7993000326065363
1558,12,60,65,1,2.7993000326065363
1559,12,60,65,1,2.7993000326065363
1649,13,65,70,1,2.7993000326065363
4143,53,265,270,1,2.7993000326065363
4837,67,335,340,1,2.7993000326065363
4876,68,340,345,1,2.7993000326065363
4877,68,340,345,1,2.7993000326065363
5010,71,355,360,1,2.7993000326065363
5323,78,390,395,1,2.7993000326065363
5659,87,435,440,1,2.7993000326065363
6393,107,535,540,1,2.7993000326065363
6427,108,540,545,1,2.7993000326065363
6734,117,585,590,1,2.7993000326065363
6735,117,585,590,1,2.7993000326065363
6768,118,590,595,1,2.7993000326065363
6973,124,620,625,1,2.7993000326065363
6974,124,620,625,1,2.7993000326065363
7545,138,690,695,1,2.7993000326065363
8196,156,780,785,1,2.7993000326065363
9043,181,905,910,1,2.7993000326065363
9300,189,945,950,1,2.7993000326065363
9373,191,955,960,1,2.7993000326065363
9772,202,1010,1015,1,2.7993000326065363
9873,205,1025,1030,1,2.7993000326065363
10174,215,1075,1080,1,2.7993000326065363
10232,217,1085,1090,1,2.7993000326065363
10586,229,1145,1150,1,2.7993000326065363
10602,230,1150,1155,1,2.7993000326065363
10670,232,1160,1165,1,2.7993000326065363
11607,272,1360,1365,1,2.7993000326065363
11655,274,1370,1375,1,2.7993000326065363
12291,306,1530,1535,1,2.7993000326065363
12313,307,1535,1540,1,2.7993000326065363
12609,328,1640,1645,1,2.7993000326065363
12617,329,1645,1650,1,2.7993000326065363
12802,344,1720,1725,1,2.7993000326065363
12908,353,1765,1770,1,2.7993000326065363
13127,381,1905,1910,1,2.7993000326065363
13281,413,2065,2070,1,2.7993000326065363
13378,456,2280,2285,1,2.7993000326065363
13398,465,2325,2330,1,2.7993000326065363
154,1,5,10,1,2.799300032601763
624,4,20,25,1,2.799300032601763
625,4,20,25,1,2.799300032601763
1047,7,35,40,1,2.799300032601763
1048,7,35,40,1,2.799300032601763
1049,7,35,40,1,2.799300032601763
1052,7,35,40,1,2.799300032601763
1373,10,50,55,1,2.799300032601763
1468,11,55,60,1,2.799300032601763
1887,16,80,85,1,2.799300032601763
2887,30,150,155,1,2.799300032601763
3884,48,240,245,1,2.799300032601763
4293,56,280,285,1,2.799300032601763
4598,62,310,315,1,2.799300032601763
5361,79,395,400,1,2.799300032601763
5575,85,425,430,1,2.799300032601763
6021,97,485,490,1,2.799300032601763
6259,104,520,525,1,2.799300032601763
6349,106,530,535,1,2.799300032601763
6481,110,550,555,1,2.799300032601763
7244,131,655,660,1,2.799300032601763
7245,131,655,660,1,2.799300032601763
8531,166,830,835,1,2.799300032601763
8570,167,835,840,1,2.799300032601763
8937,178,890,895,1,2.799300032601763
9905,206,1030,1035,1,2.799300032601763
10057,211,1055,1060,1,2.799300032601763
10411,223,1115,1120,1,2.799300032601763
10669,232,1160,1165,1,2.799300032601763
11056,247,1235,1240,1,2.799300032601763
11177,252,1260,1265,1,2.799300032601763
11467,265,1325,1330,1,2.799300032601763
11585,271,1355,1360,1,2.799300032601763
11924,287,1435,1440,1,2.799300032601763
12059,293,1465,1470,1,2.799300032601763
12154,298,1490,1495,1,2.799300032601763
12704,336,1680,1685,1,2.799300032601763
12726,338,1690,1695,1,2.799300032601763
12749,340,1700,1705,1,2.799300032601763
12762,341,1705,1710,1,2.799300032601763
12815,345,1725,1730,1,2.799300032601763
13213,395,1975,1980,1,2.799300032601763
13369,449,2245,2250,1,2.799300032601763
773,5,25,30,1,2.7987210548456076
918,6,30,35,1,2.7987210548456076
919,6,30,35,1,2.7987210548456076
920,6,30,35,1,2.7987210548456076
1166,8,40,45,1,2.7987210548456076
1272,9,45,50,1,2.7987210548456076
1273,9,45,50,1,2.7987210548456076
1372,10,50,55,1,2.7987210548456076
1466,11,55,60,1,2.7987210548456076
1965,17,85,90,1,2.7987210548456076
2041,18,90,95,1,2.7987210548456076
4292,56,280,285,1,2.7987210548456076
5178,75,375,380,1,2.7987210548456076
5502,83,415,420,1,2.7987210548456076
5805,91,455,460,1,2.7987210548456076
5875,93,465,470,1,2.7987210548456076
6083,99,495,500,1,2.7987210548456076
6452,109,545,550,1,2.7987210548456076
6630,114,570,575,1,2.7987210548456076
6871,121,605,610,1,2.7987210548456076
7243,131,655,660,1,2.7987210548456076
7543,138,690,695,1,2.7987210548456076
7658,141,705,710,1,2.7987210548456076
8019,151,755,760,1,2.7987210548456076
8530,166,830,835,1,2.7987210548456076
9340,190,950,955,1,2.7987210548456076
9635,198,990,995,1,2.7987210548456076
9663,199,995,1000,1,2.7987210548456076
9771,202,1010,1015,1,2.7987210548456076
9976,208,1040,1045,1,2.7987210548456076
10114,213,1065,1070,1,2.7987210548456076
10270,218,1090,1095,1,2.7987210548456076
10585,229,1145,1150,1,2.7987210548456076
10861,239,1195,1200,1,2.7987210548456076
