lower,upper,layer_jump
2661,5188,39
2662,3162,6
2662,4643,29
2663,2833,2
2663,3082,5
2663,3085,5
2664,3247,7
2665,3167,6
2665,3406,9
2666,3089,5
2666,4811,32
2667,3010,4
2667,3325,8
2668,4762,31
2668,6265,61
2669,3410,9
2669,3627,12
2669,4429,25
2670,2921,3
2670,3174,6
2670,4268,22
2671,2921,3
2671,3487,10
2672,2922,3
2673,3901,16
2673,4654,29
2673,4764,31
2674,2760,1
2674,2761,1
2674,4022,18
2675,2924,3
2675,3413,9
2676,3100,5
2676,3260,7
2677,3334,8
2678,2935,3
2678,3434,9
2679,3979,17
2679,4674,29
2680,2775,1
2680,2776,1
2680,2861,2
2681,2774,1
2681,2777,1
2681,2940,3
2681,2945,3
2682,3199,6
2682,4449,25
2683,2775,1
2683,2778,1
2683,2863,2
2684,2777,1
2684,2867,2
2685,2780,1
2685,2781,1
2685,2864,2
2686,2781,1
2686,2865,2
2687,2782,1
2687,2866,2
2688,2867,2
2688,2868,2
2688,3200,6
2689,2869,2
2689,3445,9
2690,3446,9
2691,3045,4
2691,3364,8
2692,2956,3
2692,3446,9
2693,3041,4
2693,3205,6
2693,3210,6
2693,4241,21
2694,3131,5
2694,3286,7
2695,2785,1
2695,2787,1
2696,2964,3
2696,3989,17
2696,4180,20
2697,2965,3
2697,3130,5
2697,3370,8
2698,2787,1
2698,2790,1
2698,2872,2
2699,2791,1
2699,2963,3
2700,2791,1
2700,2792,1
2700,3047,4
2701,2792,1
2701,2967,3
2701,3208,6
2702,2790,1
2702,2794,1
2703,2793,1
2703,2798,1
2703,3374,8
2703,4573,27
2704,2794,1
2704,3214,6
2704,3291,7
2706,3794,14
2706,4852,32
2707,5067,36
2707,5279,40
2708,2877,2
2708,2879,2
2709,2800,1
2709,2970,3
2710,2971,3
2710,3523,10
2711,2803,1
2711,3052,4
2711,3381,8
2712,2804,1
2712,3382,8
2713,3133,5
2714,2881,2
2714,3053,4
2714,3526,10
2715,2881,2
2715,2882,2
2715,3134,5
2715,3297,7
2716,3462,9
2716,3597,11
2717,2883,2
2718,3135,5
2718,3462,9
2718,3665,12
2719,2806,1
2719,3055,4
2720,2806,1
2720,2807,1
2721,2808,1
2721,2885,2
2721,2974,3
2722,2809,1
2722,2885,2
2723,2976,3
2724,3143,5
2725,2812,1
2725,2978,3
2725,3224,6
2726,2812,1
2726,2893,2
2726,2979,3
2727,3147,5
2727,3307,7
2728,2894,2
2729,3068,4
2729,4748,30
2730,2817,1
2730,3149,5
2732,2818,1
2732,3151,5
2733,2820,1
2733,2900,2
2733,3229,6
2734,3673,12
2734,3734,13
2735,2821,1
2735,3394,8
2736,3072,4
2736,3156,5
2737,2991,3
2737,4865,32
2738,3073,4
2739,3233,6
2740,2994,3
2740,3613,11
2741,3073,4
2741,3235,6
2741,3474,9
2742,2823,1
2742,2995,3
2742,3314,7
2742,3821,14
2743,2824,1
2743,3237,6
2743,3541,10
2744,2830,1
2744,3478,9
2745,3077,4
2745,3158,5
2746,3242,6
2746,5084,36
2747,2999,3
2747,3077,4
2748,3082,4
2748,3744,13
2749,2912,2
2749,3001,3
2750,2835,1
2751,3947,16
2751,4010,17
2752,3002,3
2752,3165,5
2752,3247,6
2753,2914,2
2753,3406,8
2753,3749,13
2754,3005,3
2754,4594,27
2754,4703,29
2755,2916,2
2755,3090,4
2755,3407,8
2755,4651,28
2756,4878,32
2756,5707,48
2757,3834,14
2758,2922,2
2758,3013,3
2759,3412,8
2760,3837,14
2761,3177,5
2761,3687,12
2763,3259,6
2763,3330,7
2763,3415,8
2764,3688,12
2765,2848,1
2765,3103,4
2765,3630,11
2766,3104,4
2766,3261,6
2766,4775,30
2766,5200,38
2767,4612,27
2768,2851,1
2768,3419,8
2768,3492,9
2769,2932,2
2769,3020,3
2769,3021,3
2769,3423,8
2770,3347,7
2770,3348,7
2770,3565,10
2771,2854,1
2771,3108,4
2772,2855,1
2772,3427,8
2773,4230,20
2774,2859,1
2774,2862,1
2774,2940,2
2775,2860,1
2775,2863,1
2775,2939,2
2776,2861,1
2776,2944,2
2777,2862,1
2777,2941,2
2777,3036,3
2778,2865,1
2778,2943,2
2779,2866,1
2779,2945,2
2780,2950,2
2780,3278,6
2781,2947,2
2781,3038,3
2782,2866,1
2783,2952,2
2783,3280,6
2783,3359,7
2783,3513,9
2783,3580,10
2784,3044,3
2784,3584,10
2784,4910,32
2785,2870,1
2785,2871,1
2785,3040,3
2785,3125,4
2786,2954,2
2786,2959,2
2786,2960,2
2786,3209,5
2787,2870,1
2787,2872,1
2788,2873,1
2788,3128,4
2789,3520,9
2790,2872,1
2790,2874,1
2790,3046,3
2791,3047,3
2792,3047,3
2794,2874,1
2794,2875,1
2794,2966,2
2795,3656,11
2796,3657,11
2797,3290,6
2797,3374,7
2797,3375,7
2797,3521,9
2797,4791,30
2798,4684,28
2799,2876,1
2799,2969,2
2800,2879,1
2800,3294,6
2801,2970,2
2801,3051,3
2801,3219,5
2802,3051,3
2802,3595,10
2803,3523,9
2804,3052,3
2804,3459,8
2805,2880,1
2805,3133,4
2805,3664,11
2806,2973,2
2806,3056,3
2807,2884,1
2807,3056,3
2808,2974,2
2808,2975,2
2809,2885,1
2809,2886,1
2809,3059,3
2810,2889,1
2810,3064,3
2810,3065,3
2811,3062,3
2811,3064,3
2812,2893,1
2812,2978,2
2813,2982,2
2814,2981,2
2814,3605,10
2815,2894,1
2815,2983,2
2816,2899,1
2816,3148,4
2816,3151,4
2816,3393,7
2817,2897,1
2819,3069,3
2820,3229,5
2820,3232,5
2821,2902,1
2821,3072,3
2822,3311,6
2823,2991,2
2823,3400,7
2824,3158,4
2824,3311,6
2825,3158,4
2826,2996,2
2826,3477,8
2826,3942,15
2827,3159,4
2827,3238,5
2827,3476,8
2829,3239,5
2830,2997,2
2830,3241,5
2830,3615,10
2830,3742,12
2831,2911,1
2831,3000,2
2831,3161,4
2832,3404,7
2832,4006,16
2833,3086,3
2833,3546,9
2834,4377,22
2834,6025,54
2835,2913,1
2835,3405,7
2835,3748,12
2836,4137,18
2837,3682,11
2837,4012,16
2837,4203,19
2838,3092,3
2838,3171,4
2839,4141,18
2839,4142,18
2840,2920,1
2840,3755,12
2840,3900,14
2841,3487,8
2841,3628,10
2841,3834,13
2842,3684,11
2842,3835,13
2843,3015,2
2843,3176,4
2844,3177,4
2844,3687,11
2845,3258,5
2845,6418,63
2846,3100,3
2846,3102,3
2847,6493,65
2848,3179,4
2848,3549,9
2849,3104,3
2849,3689,11
2849,4660,27
2850,2930,1
2850,3105,3
2850,3263,5
2850,3337,6
2851,3263,5
2851,3491,8
2851,3968,15
2852,2932,1
2852,3107,3
2852,3423,7
2852,3493,8
2853,3265,5
2853,3775,12
2853,4162,18
2854,3348,6
2854,3705,11
2855,3343,6
2855,3860,13
2856,3348,6
2857,3273,5
2857,3505,8
2857,3508,8
2858,4044,16
2858,4503,24
2859,2936,1
2859,3027,2
2859,3029,2
2859,3114,3
2860,2939,1
2860,3028,2
2860,3031,2
2861,2937,1
2861,2939,1
2861,3032,2
2862,2941,1
2862,3029,2
2863,2938,1
2863,2943,1
2863,3031,2
2864,3038,2
2864,3120,3
2864,3278,5
2865,2947,1
2865,3034,2
2866,2944,1
2866,3035,2
2867,2948,1
2867,3036,2
2868,2951,1
2868,3200,4
2869,2953,1
2869,3789,12
2870,2957,1
2870,3040,2
2871,2958,1
2871,3365,6
2872,2957,1
2872,3046,2
2872,3127,3
2873,2963,1
2873,3282,5
2873,3367,6
2874,2966,1
2874,3129,3
2875,2968,1
2875,3048,2
2875,3214,4
2876,3049,2
2876,3377,6
2876,3592,9
2876,3594,9
2876,3660,10
2877,2969,1
2877,3293,5
2878,3379,6
2878,5331,39
2879,3293,5
2879,3294,5
2879,3380,6
2880,3295,5
2880,3460,7
2880,3727,11
2881,3296,5
2883,3054,2
2883,3135,3
2884,2974,1
2884,3221,4
2885,2975,1
2885,3057,2
2885,3059,2
2886,3060,2
2886,3139,3
2886,3140,3
2886,3222,4
2886,3302,5
2887,2976,1
2887,2977,1
2887,3142,3
2888,3063,2
2888,3223,4
2888,3390,6
2888,3468,7
2889,3063,2
2889,3224,4
2891,3064,2
2891,3065,2
2892,3146,3
2892,3226,4
2892,3305,5
2893,2978,1
2893,2979,1
2894,2982,1
2894,2983,1
2896,3148,3
2896,3392,6
2896,3393,6
2896,3732,11
2897,2986,1
2897,3149,3
2897,3150,3
2897,3534,8
2898,3308,5
2898,3815,12
2898,4129,17
2898,4308,20
2899,3393,6
2899,3533,8
2899,3535,8
2899,3607,9
2899,4637,26
2900,2987,1
2900,3395,6
2901,2988,1
2901,3070,2
2902,3231,4
2902,3394,6
2902,3472,7
2903,3230,4
2903,3889,13
2904,3471,7
2904,4527,24
2905,3233,4
2906,3158,3
2906,3311,5
2907,3081,2
2907,3318,5
2907,3677,10
2908,2999,1
2908,3080,2
2908,3245,4
2909,4198,18
2909,4416,22
2910,3083,2
2910,4008,15
2910,4642,26
2911,3084,2
2911,3678,10
2912,3246,4
2912,3403,6
2913,3405,6
2913,3621,9
2914,3830,12
2914,6610,67
2915,3006,1
2915,3251,4
2915,3324,5
2915,3750,11
2916,3089,2
2916,4204,18
2917,3090,2
2917,4139,17
2917,4651,26
2917,4705,27
2918,3252,4
2918,3327,5
2918,3832,12
2918,4206,18
2919,3172,3
2919,3833,12
2920,3173,3
2920,4265,19
2921,4019,15
2921,4209,18
2922,3411,6
2923,4322,20
2923,4816,29
2924,3096,2
2924,3413,6
2925,5416,40
2926,3256,4
2926,4211,18
2926,4212,18
2927,3099,2
2927,4765,28
2928,3179,3
2929,3261,4
2929,3334,5
2929,5101,34
2930,3263,4
2930,3491,7
2930,3768,11
2931,3022,1
2931,3976,14
2931,4161,17
2931,4343,20
2932,3426,6
2932,3704,10
2933,3775,11
2934,3560,8
2934,4900,30
2935,3347,5
2935,3434,6
2936,3024,1
2936,3027,1
2936,3270,4
2937,3026,1
2937,3111,2
2937,3112,2
2937,3113,2
2938,3031,1
2938,3116,2
2938,3192,3
2939,3112,2
2940,3114,2
2940,3117,2
2941,3036,1
2941,3115,2
2941,3195,3
2942,3037,1
2942,3118,2
2942,3119,2
2942,3510,7
2943,3034,1
2943,3116,2
2944,3032,1
2944,3035,1
2945,3035,1
2945,3117,2
2946,3037,1
2946,3118,2
2946,3198,3
2946,3358,5
2947,3038,1
2947,3121,2
2948,3195,3
2948,3200,3
2948,3575,8
2949,3444,6
2949,3576,8
2949,3921,13
2949,3981,14
2950,3278,4
2950,3280,4
2950,3359,5
2951,3445,6
2951,3784,11
2952,3039,1
2952,3580,8
2953,3445,6
2953,3988,14
2953,4290,19
2954,3126,2
2954,3516,7
2954,3984,14
2955,3042,1
2955,3789,11
2956,3045,1
2956,3124,2
2957,3040,1
2957,3127,2
2958,3128,2
2958,3515,7
2959,3126,2
2959,3285,4
2959,3990,14
2960,3450,6
2960,3516,7
2961,3203,3
2961,3205,3
2961,3586,8
2962,3584,8
2962,4293,19
2963,3047,1
2963,3283,4
2963,3367,5
2964,4509,23
2965,4178,17
2965,4850,29
2966,3048,1
2966,3207,3
2967,3722,10
2967,3990,14
2968,3048,1
2968,3372,5
2968,4243,18
2969,3378,5
2969,3660,9
2970,3294,4
2970,3725,10
2971,3595,8
2971,4299,19
2972,3052,1
2972,3381,5
2972,3524,7
2972,3663,9
2973,3055,1
2973,3220,3
2973,3299,4
2974,3137,2
2975,3057,1
2975,3137,2
2976,3060,1
2977,3060,1
2977,3061,1
2977,3141,2
2977,3303,4
2977,3388,5
2978,3067,1
2978,3145,2
2978,3225,3
2978,3304,4
2979,3067,1
2980,3306,4
2980,3307,4
2981,3147,2
2981,3813,11
2984,3149,2
2984,3150,2
2986,3150,2
2986,3608,8
2987,3070,1
2987,3536,7
2989,3231,3
2989,3232,3
2989,3310,4
2990,3233,3
2991,3396,5
2991,4253,18
2992,3397,5
2992,3539,7
2992,3611,8
2992,3612,8
2993,3073,1
2993,3235,3
2993,3398,5
2993,3399,5
2994,3155,2
2994,3400,5
2994,3820,11
2995,3540,7
2995,3739,10
2996,3238,3
2996,3401,5
2996,3476,6
2997,3240,3
2997,3741,10
2998,3080,1
2998,3237,3
2998,3822,11
2999,3077,1
2999,3080,1
3000,3162,2
3000,3745,10
3001,3246,3
3002,3165,2
3002,3547,7
3002,3946,13
3003,3248,3
3003,3249,3
3003,3625,8
3004,3322,4
3004,5135,34
3005,4202,17
3006,3485,6
3006,4473,22
3006,5987,51
3007,3251,3
3007,3324,4
3007,4013,14
3008,4137,16
3009,4015,14
3010,3092,1
3011,3326,4
3011,3327,4
3011,4206,17
3012,4207,17
3012,4536,23
3013,3175,2
3013,3411,5
3013,3684,9
3014,3256,3
3014,3685,9
3014,3760,10
3014,4211,17
3015,3176,2
3016,3099,1
3016,3260,3
3016,5613,43
3017,3099,1
3018,3100,1
3018,3101,1
3018,3902,12
3019,4326,19
3019,4657,25
3020,3423,5
3021,3346,4
3021,3426,5
3022,3183,2
3022,4343,19
3023,3110,1
3023,3498,6
3023,3706,9
3023,4101,15
3024,3109,1
3024,3182,2
3024,3186,2
3025,3183,2
3025,3505,6
3025,3508,6
3025,3708,9
3026,3111,1
3026,3185,2
3026,3189,2
3027,3186,2
3027,3190,2
3028,3112,1
3028,3188,2
3028,3192,2
3029,3115,1
3029,3190,2
3030,3119,1
3030,3510,6
3031,3192,2
3032,3113,1
3032,3117,1
3033,3355,4
3033,3921,12
3034,3121,1
3034,3194,2
3035,3117,1
3036,3195,2
3037,3512,6
3037,3864,11
3038,3197,2
3039,3362,4
3039,3653,8
3039,3986,13
3040,3125,1
3040,3202,2
3040,3363,4
3040,3652,8
3041,3583,7
3041,3931,12
3041,4238,17
3042,3286,3
3043,3988,13
3043,4290,18
3043,5008,31
3044,4566,23
3045,3124,1
3046,3129,1
3046,3204,2
3047,3208,2
3047,3284,3
3047,3368,4
3047,3369,4
3047,3449,5
3048,3371,4
3048,3372,4
3048,3587,7
3049,3132,1
3049,3454,5
3049,3796,10
3050,4298,18
3050,4361,19
3051,3219,2
3051,4627,24
3052,3596,7
3052,3663,8
3053,3296,3
3053,3801,10
3053,4363,19
3054,3462,5
3055,3136,1
3056,3220,2
3056,3221,2
3057,3138,1
3057,3384,4
3058,3222,2
3058,3300,3
3058,3302,3
3058,3386,4
3059,3138,1
3059,3139,1
3060,3388,4
3061,3141,1
3061,3142,1
3061,3670,8
3063,3143,1
3063,3304,3
3065,3224,2
3066,3144,1
3066,3532,6
3066,3812,10
3066,3939,12
3067,3145,1
3067,3146,1
3068,3605,7
3068,5133,33
3069,3152,1
3070,3230,2
3071,3538,6
3071,4590,23
3072,3472,5
3072,3610,7
3074,3538,6
3074,4928,29
3074,5184,34
3075,3314,3
3075,3542,6
3075,3821,10
3075,3823,10
3076,3480,5
3076,4131,15
3077,3316,3
3078,3239,2
3078,3319,3
3079,3239,2
3079,3741,9
3079,4071,14
3080,3676,8
3081,3617,7
3081,4069,14
3082,3826,10
3082,4071,14
3083,3620,7
3083,4072,14
3083,4199,16
3084,3243,2
3084,3679,8
3085,3546,6
3085,3826,10
3085,4075,14
3086,3164,1
3086,3165,1
3087,4930,29
3088,3164,1
3088,3165,1
3088,3247,2
3089,4475,21
3090,4012,13
3091,3169,1
3091,3948,12
3091,4013,13
3091,5353,37
3092,3170,1
3092,3325,3
3093,3325,3
3094,3835,10
3094,4210,16
3095,5462,39
3096,3758,9
3097,4597,23
3097,5355,37
3097,5463,39
3098,4021,13
3099,4383,19
3100,3954,12
3101,3954,12
3102,3954,12
3103,3689,8
3104,4771,26
3105,3180,1
3105,3553,6
3105,3693,8
3106,3490,5
3106,3849,10
3106,4158,15
3106,4669,24
3107,3421,4
3107,3493,5
3107,3635,7
3107,3703,8
3107,3704,8
3108,3705,8
3108,3856,10
3109,3182,1
3109,3267,2
3109,3345,3
3110,3435,4
3110,3706,8
3110,3860,10
3110,4614,23
3111,3188,1
3111,3349,3
3112,3188,1
3113,3189,1
3113,3193,1
3114,3193,1
3114,3270,2
3115,3191,1
3115,3271,2
3115,3272,2
3116,3194,1
3116,3438,4
3117,3193,1
3118,3196,1
3118,3198,1
3118,3273,2
3118,3572,6
3119,3511,5
3119,3864,10
3120,3197,1
3120,3274,2
3120,3278,2
3121,3197,1
3121,3275,2
3122,3278,2
3122,3359,3
3122,3647,7
3122,3711,8
3123,3279,2
3123,3357,3
3123,3358,3
3123,3575,6
3124,3201,1
3124,3364,3
3124,3446,4
3124,3578,6
3125,3365,3
3125,3869,10
3126,3366,3
3126,4619,23
3127,3202,1
3127,3204,1
3128,3282,2
3128,3515,5
3129,3207,1
3129,3448,4
3130,3790,9
3130,4051,13
3131,3520,5
3132,3292,2
3132,3591,6
3132,3796,9
3133,3526,5
3133,3664,7
3134,3296,2
3134,4584,22
3134,4631,23
3135,3462,4
3136,3299,2
3136,3463,4
3137,3221,1
3137,3384,3
3138,3301,2
3138,3384,3
3139,3222,1
3139,3301,2
3140,3388,3
3140,3601,6
3141,3389,3
3141,3810,9
3142,3223,1
3142,3390,3
3143,3390,3
3144,3226,1
3144,3532,5
3145,3225,1
3145,3305,2
3146,3305,2
3147,3469,4
3147,5080,31
3148,4127,14
3152,3673,7
3152,4062,13
3153,3535,5
3153,4637,23
3154,3471,4
3154,4865,27
3155,3537,5
3155,4253,16
3156,3610,6
3157,3236,1
3157,3315,2
3157,3473,4
3157,4371,18
3158,3316,2
3159,3616,6
3159,4373,18
3160,4754,25
3160,5599,41
3161,3678,7
3161,3745,8
3161,4372,18
3162,4418,19
3163,4074,13
3163,4645,23
3167,4136,14
3167,4535,21
3167,4647,23
3168,3324,2
3168,4136,14
3169,3753,8
3169,3950,11
3171,3325,2
3172,3253,1
3172,4208,15
3172,4875,27
3173,3253,1
3174,4018,12
3175,3412,3
3175,3836,9
3176,3413,3
3178,4817,26
3178,5416,37
3180,3335,2
3180,3337,2
3180,3416,3
3180,3633,6
3180,3693,7
3180,3766,8
3180,3842,9
3181,3551,5
3181,5861,46
3182,3267,1
3182,3270,1
3182,3342,2
3182,3504,4
3183,3430,3
3183,4501,20
3184,4900,27
3184,4957,28
3185,3269,1
3185,3344,2
3185,3349,2
3186,3345,2
3186,3433,3
3187,3506,4
3187,3644,6
3187,4229,15
3188,3268,1
3188,3349,2
3188,3431,3
3188,3436,3
3189,3269,1
3189,3352,2
3190,3271,1
3190,3433,3
3191,3271,1
3191,3353,2
3191,3426,3
3192,3351,2
3192,3436,3
3192,3438,3
3193,3352,2
3194,3275,1
3194,3354,2
3195,3272,1
3195,3276,1
3195,3357,2
3196,3276,1
3196,3357,2
3196,3645,6
3197,3441,3
3198,3357,2
3198,3358,2
3199,3277,1
3200,3443,3
3200,3784,8
3201,3444,3
3201,3578,5
3202,3361,2
3202,3363,2
3202,3447,3
3202,3579,5
3202,3651,6
3203,3931,10
3203,4050,12
3203,4351,17
3204,3447,3
3204,3448,3
3205,3931,10
3206,4292,16
3206,5008,29
3207,3371,2
3207,3720,7
3208,3285,1
3208,3990,11
3209,3722,7
3209,3990,11
3210,3518,4
3210,3723,7
3211,3289,1
3211,3518,4
3211,3519,4
3211,4571,21
3212,3287,1
3212,3590,5
3213,4512,20
3214,3873,9
3214,4243,15
3215,3993,11
3215,4684,23
3215,5645,41
3216,3592,5
3216,3874,9
3217,3993,11
3218,4246,15
3218,6885,71
3219,3725,7
3219,4686,23
3220,3299,1
3220,3465,3
3221,3465,3
3222,3385,2
3223,3604,5
3223,3670,6
3224,3304,1
3225,3305,1
3225,3391,2
3225,3468,3
3225,3604,5
3226,3305,1
3226,3532,4
3227,3306,1
3227,4366,17
3227,4460,19
3227,4863,26
3228,4128,13
3228,4193,14
3229,3395,2
3229,3889,9
3230,3536,4
3231,3309,1
3231,3735,7
3232,3397,2
3232,3889,9
3234,3540,4
3234,3819,8
3234,4865,26
3235,3737,7
3235,4004,11
3236,3543,4
3236,3613,5
3237,3822,8
3239,3744,7
3240,3741,7
3240,3742,7
3240,3898,9
3241,3742,7
3241,3743,7
3241,4072,12
3242,5458,37
3242,6678,65
3243,3678,6
3243,4133,13
3243,4259,15
3244,3403,2
3244,4006,11
3244,4316,16
3245,3403,2
3245,3676,6
3246,3403,2
3248,4264,15
3249,3829,8
3250,4704,23
3251,3485,3
3251,4871,26
3252,4078,12
3252,4424,18
3252,4650,22
3253,4265,15
3254,3328,1
3254,4479,19
3254,5138,31
3255,4144,13
3255,4480,19
3256,4023,11
3256,4543,20
3257,4212,14
3258,5896,46
3259,4430,18
3259,4482,19
3260,3414,2
3260,4655,22
3261,5037,29
3262,3490,3
3262,3964,10
3262,4158,13
3262,4338,16
3263,3553,4
3263,3634,5
3263,3968,10
3264,3339,1
3264,3421,2
3264,3635,5
3264,3697,6
3265,3420,2
3265,3852,8
3265,4281,15
3266,3498,3
3266,3853,8
3266,4556,20
3266,5271,33
3267,3341,1
3267,3342,1
3267,3563,4
3268,3349,1
3268,3428,2
3268,3431,2
3269,3429,2
3269,3432,2
3270,3352,1
3271,3502,3
3272,3353,1
3272,3439,2
3273,3510,3
3273,3572,4
3274,3440,2
3274,3441,2
3274,3509,3
3275,3437,2
3275,3441,2
3276,3357,1
3276,3439,2
3277,3782,7
3277,4449,18
3278,3356,1
3278,3440,2
3279,3443,2
3279,3648,5
3279,3650,5
3280,3359,1
3281,3364,1
3281,3926,9
3281,3928,9
3282,3367,1
3282,3786,7
3283,3367,1
3283,3368,1
3283,3719,6
3284,3369,1
3284,3449,2
3284,3870,8
3285,3366,1
3285,3369,1
3286,3520,3
3287,3519,3
3287,4511,19
3288,3588,4
3288,4180,13
3289,4294,15
3290,3375,1
3290,4791,24
3291,3873,8
3291,3874,8
3292,3455,2
3292,3793,7
3292,3935,9
3293,3378,1
3293,3380,1
3294,3456,2
3294,4518,19
3294,4855,25
3295,3382,1
3295,3383,1
3296,4797,24
3297,3461,2
3297,4584,20
3298,3802,7
3298,4186,13
3299,3464,2
3299,3528,3
3299,3806,7
3300,3385,1
3300,3599,4
3300,3600,4
3301,3384,1
3301,3385,1
3302,3601,4
3302,3729,6
3303,3387,1
3303,3388,1
3303,3389,1
3303,3467,2
3303,3601,4
3304,3468,2
3305,3391,1
3306,3469,2
3306,4001,10
3307,3469,2
3308,3606,4
3308,3733,6
3308,5395,35
3309,3394,1
3309,3608,4
3310,3397,1
3310,3611,4
3310,3735,6
3312,3892,8
3312,4064,11
3312,5185,31
3312,5401,35
3313,3401,1
3313,3476,2
3313,3890,8
3313,4065,11
3314,3400,1
3314,3820,7
3315,3614,4
3315,3736,6
3315,4195,13
3317,3475,2
3317,3479,2
3317,4196,13
3317,5404,35
3318,3544,3
3318,3895,8
3318,4069,11
3319,3402,1
3319,3744,6
3320,4319,15
3320,6412,57
3321,3547,3
3321,4421,17
3322,3830,7
3322,4757,23
3323,3484,2
3323,3751,6
3323,5409,35
3324,4136,12
3326,3833,7
3326,4016,10
3326,4812,24
3328,4322,15
3328,4541,19
3328,6721,65
3328,6833,68
3329,4021,10
3329,4707,22
3329,4935,26
3330,3902,8
3331,4544,19
3332,3688,5
3333,4024,10
3333,4656,21
3334,3690,5
3335,3633,4
3335,3691,5
3335,3692,5
3336,3417,1
3336,3552,3
3336,3964,9
3336,4338,15
3337,3768,6
3337,4096,11
3338,3696,5
3338,3769,6
3338,3908,8
3338,3912,8
3339,3769,6
3339,3912,8
3339,3913,8
3340,3423,1
3340,3493,2
3340,3494,2
3340,3772,6
3341,3422,1
3341,3424,1
3341,3702,5
3341,3776,6
3342,3424,1
3342,3501,2
3342,3504,2
3342,3562,3
3343,3427,1
3343,4101,11
3343,4164,12
3344,3425,1
3344,3429,1
3344,3567,3
3345,3502,2
3345,3563,3
3346,3426,1
3346,3503,2
3347,3857,7
3347,3977,9
3348,3641,4
3349,3428,1
3349,3567,3
3350,3434,1
3350,3506,2
3350,4396,16
3351,3436,1
3351,3507,2
3351,3568,3
3352,3432,1
3352,3504,2
3353,3426,1
3353,3781,6
3354,3437,1
3354,3438,1
3354,3507,2
3355,3573,3
3355,4232,13
3356,3646,4
3356,3711,5
3357,3575,3
3358,3512,2
3358,3648,4
3358,3712,5
3359,3714,5
3359,4348,15
3360,3444,1
3360,3576,3
3360,3578,3
3360,3649,4
3360,3713,5
3360,3982,9
3361,3579,3
3361,3715,5
3361,3865,7
3362,3580,3
3362,3986,9
3362,4105,11
3362,4235,13
3362,5274,32
3363,3652,4
3363,4049,10
3364,3578,3
3365,3515,2
3365,4174,12
3366,3581,3
3366,3582,3
3367,3787,6
3367,3929,8
3368,3449,1
3368,3719,5
3369,3582,3
3370,3790,6
3370,4176,12
3370,4178,12
3371,3587,3
3371,3932,8
3372,3655,4
3372,3724,5
3372,3871,7
3372,4054,10
3373,3657,4
3374,5064,28
3375,4729,22
3375,5066,28
3376,4114,11
3376,4295,14
3376,6361,55
3377,3592,3
3378,3797,6
3378,4057,10
3379,6885,69
3380,3456,1
3380,4057,10
3381,3523,2
3381,3936,8
3382,3459,1
3383,3459,1
3383,3460,1
3383,3726,5
3384,3465,1
3384,3466,1
3384,3668,4
3384,3806,6
3385,3466,1
3386,3531,2
3386,3600,3
3386,3729,5
3387,3467,1
3387,3602,3
3387,3807,6
3389,3603,3
3389,3730,5
3391,3532,2
3391,3604,3
3392,3607,3
3392,3814,6
3392,3887,7
3393,3607,3
3394,3534,2
3395,3536,2
3395,3889,7
3396,4062,10
3396,4368,15
3397,3940,8
3398,3889,7
3399,3612,3
3399,3737,5
3399,3889,7
3400,4253,13
3401,3942,8
3401,4309,14
3403,3824,6
3403,4005,9
3404,3679,4
3404,4700,21
3405,3828,6
3405,4134,11
3406,4077,10
3406,4535,18
3407,4079,10
3407,4204,12
3407,4378,15
3408,5137,29
3408,6265,52
3409,3627,3
3409,3754,5
3409,4429,16
3409,5801,42
3410,3755,5
3410,3951,8
3411,4020,9
3412,3758,5
3413,3758,5
3414,4382,15
3414,4430,16
3415,3902,7
3415,4430,16
3416,3489,1
3416,3691,4
3416,3842,6
3417,3632,3
3417,4033,9
3417,4091,10
3418,3493,1
3418,3635,3
3418,3698,4
3418,3772,5
3419,3491,1
3419,3494,1
3419,3772,5
3420,3490,1
3420,4098,10
3420,4280,13
3421,3703,4
3421,3913,7
3422,3495,1
3422,3637,3
3422,3702,4
3423,3494,1
3424,3495,1
3424,3497,1
3425,3496,1
3425,3499,1
3425,3638,3
3426,3502,1
3426,3564,2
3426,3708,4
3427,3775,5
3428,3561,2
3428,3566,2
3428,3567,2
3429,3499,1
3429,3501,1
3430,3503,1
3430,3708,4
3431,3566,2
3431,3643,3
3432,3501,1
3432,3504,1
3433,3502,1
3434,3977,8
3435,3860,6
3436,3643,3
3437,3571,2
3437,4043,9
3438,3507,1
3439,3645,3
3439,3781,5
3440,3570,2
3440,3646,3
3441,3571,2
3442,3511,1
3442,3573,2
3442,3980,8
3442,4169,11
3443,3575,2
3443,3650,3
3443,3867,6
3445,4106,10
3447,3651,3
3447,3718,4
3448,3718,4
3448,3720,4
3449,3719,4
3450,4509,17
3450,4681,20
3451,3517,1
3451,4051,9
3452,3521,1
3452,4293,13
3453,4294,13
3454,3591,2
3454,3592,2
3454,3874,6
3455,3593,2
3455,3658,3
3455,3994,8
3456,3798,5
3456,5541,36
3457,3799,5
3458,3661,3
3458,4360,14
3459,3596,2
3460,3525,1
3460,4300,13
3461,4186,11
3461,4584,18
3462,3597,2
3462,3803,5
3462,3804,5
3462,3880,6
3462,4122,10
3463,3527,1
3463,3528,1
3464,3528,1
3464,3598,2
3464,3668,3
3465,3806,5
3466,3529,1
3466,3599,2
3467,3730,4
3467,3808,5
3468,3604,2
3469,4460,16
3470,4193,11
3470,4637,19
3471,5241,30
3472,3735,4
3472,4063,9
