lower,upper,layer_jump
70,714,3
71,458,2
71,463,2
71,1167,5
72,244,1
72,248,1
73,246,1
73,252,1
74,463,2
74,466,2
75,252,1
75,256,1
76,254,1
76,257,1
76,463,2
76,466,2
77,256,1
77,468,2
78,253,1
78,464,2
79,1175,5
79,2059,11
80,2059,11
80,2174,12
81,470,2
82,725,3
82,726,3
83,953,4
83,1944,10
84,471,2
84,473,2
84,1182,5
85,473,2
86,1180,5
86,2066,11
87,2066,11
88,261,1
88,262,1
88,265,1
88,476,2
88,478,2
88,1815,9
88,1816,9
88,1945,10
88,2661,17
89,261,1
89,264,1
89,265,1
90,263,1
90,479,2
91,266,1
91,477,2
92,268,1
92,960,4
93,483,2
93,961,4
94,2749,18
95,268,1
95,1551,7
96,962,4
96,1381,6
96,2277,13
97,2467,15
97,2754,18
97,4534,44
98,487,2
98,736,3
99,2070,11
99,2377,14
100,272,1
100,276,1
100,487,2
100,492,2
101,4474,43
102,495,2
102,1389,6
103,740,3
103,969,4
103,1390,6
104,277,1
104,278,1
105,278,1
105,1194,5
106,281,1
106,282,1
106,1561,7
107,281,1
107,283,1
108,283,1
108,507,2
108,508,2
108,1566,7
109,508,2
109,2083,11
110,2925,20
110,3548,28
111,285,1
111,287,1
111,289,1
111,753,3
112,288,1
112,1205,5
112,1842,9
113,287,1
113,288,1
113,289,1
114,754,3
114,983,4
114,1208,5
115,511,2
115,1569,7
116,756,3
116,985,4
117,291,1
118,1409,6
119,514,2
119,4024,35
120,4326,40
121,294,1
121,516,2
121,989,4
121,1216,5
122,298,1
122,517,2
122,1416,6
122,1971,10
123,518,2
123,1971,10
124,519,2
124,763,3
124,764,3
124,1849,9
125,519,2
125,520,2
126,994,4
126,1420,6
127,996,4
127,1423,6
128,305,1
128,306,1
128,523,2
128,525,2
128,529,2
128,768,3
128,774,3
128,999,4
129,306,1
129,775,3
130,531,2
131,308,1
131,310,1
131,776,3
131,1003,4
131,1006,4
131,1228,5
132,533,2
132,534,2
132,535,2
132,778,3
133,780,3
133,1229,5
134,314,1
134,534,2
134,535,2
134,536,2
134,1005,4
135,314,1
135,1011,4
136,312,1
136,538,2
136,781,3
137,315,1
138,538,2
138,539,2
139,315,1
139,1011,4
140,317,1
140,540,2
140,545,2
140,789,3
140,794,3
140,1026,4
141,541,2
141,1027,4
142,320,1
142,816,3
142,1038,4
142,1453,6
143,324,1
143,556,2
143,557,2
143,804,3
143,821,3
144,321,1
144,325,1
144,558,2
145,329,1
145,566,2
145,824,3
145,1042,4
146,327,1
146,1040,4
146,1257,5
147,329,1
147,817,3
147,819,3
147,824,3
147,825,3
147,828,3
148,319,1
148,339,1
148,342,1
148,353,1
148,357,1
148,358,1
148,363,1
148,374,1
148,378,1
148,379,1
148,386,1
148,389,1
148,392,1
148,613,2
148,616,2
148,626,2
149,571,2
149,822,3
150,828,3
151,822,3
151,831,3
151,1051,4
152,833,3
152,1461,6
153,331,1
153,332,1
153,547,2
154,337,1
154,581,2
155,576,2
156,1052,4
156,1261,5
157,319,1
157,342,1
157,348,1
157,349,1
157,354,1
157,359,1
157,364,1
157,369,1
157,373,1
157,375,1
157,599,2
157,604,2
158,586,2
159,346,1
159,842,3
161,332,1
161,350,1
161,360,1
161,365,1
161,366,1
161,370,1
161,375,1
161,381,1
161,390,1
161,595,2
161,599,2
161,600,2
161,623,2
161,629,2
161,817,3
161,869,3
161,873,3
162,586,2
162,844,3
162,1272,5
163,347,1
163,1061,4
164,319,1
164,353,1
165,355,1
165,1067,4
166,342,1
167,1067,4
167,1069,4
168,355,1
168,611,2
168,854,3
169,356,1
169,851,3
170,385,1
170,852,3
170,1277,5
172,342,1
173,851,3
174,368,1
174,604,2
175,361,1
175,367,1
175,372,1
175,610,2
176,372,1
176,1069,4
177,353,1
177,357,1
178,368,1
178,604,2
179,612,2
181,376,1
181,862,3
182,614,2
182,617,2
183,385,1
184,379,1
185,624,2
186,379,1
187,380,1
188,873,3
188,1083,4
189,624,2
189,874,3
190,387,1
190,394,1
190,630,2
191,878,3
191,1087,4
192,392,1
192,636,2
193,402,1
193,874,3
193,877,3
194,395,1
194,878,3
194,1295,5
195,636,2
195,1296,5
196,398,1
196,646,2
197,1637,7
197,1640,7
198,642,2
198,649,2
199,401,1
199,644,2
199,873,3
199,888,3
200,1476,6
200,1481,6
201,649,2
201,893,3
202,882,3
203,405,1
203,406,1
203,411,1
203,873,3
204,406,1
204,412,1
204,645,2
204,873,3
205,415,1
206,656,2
206,893,3
207,404,1
207,409,1
207,410,1
208,406,1
208,411,1
208,659,2
209,407,1
209,653,2
209,900,3
210,417,1
210,428,1
210,431,1
210,655,2
210,665,2
210,666,2
210,671,2
210,897,3
210,907,3
210,1109,4
210,1110,4
210,1766,8
211,415,1
211,1106,4
212,901,3
213,410,1
213,657,2
214,417,1
214,903,3
214,1099,4
214,1105,4
215,416,1
215,422,1
215,656,2
216,419,1
216,657,2
217,412,1
217,420,1
217,423,1
217,888,3
218,415,1
218,421,1
218,662,2
218,901,3
219,663,2
220,656,2
220,670,2
221,424,1
221,668,2
222,426,1
222,668,2
223,425,1
223,673,2
224,426,1
224,674,2
226,427,1
226,430,1
226,674,2
226,679,2
227,429,1
227,432,1
227,435,1
227,680,2
227,681,2
227,684,2
227,685,2
227,686,2
227,688,2
227,914,3
227,919,3
227,1125,4
227,1137,4
227,1328,5
228,434,1
228,677,2
229,435,1
229,678,2
230,434,1
230,437,1
231,436,1
231,682,2
231,687,2
231,1132,4
232,437,1
232,438,1
232,439,1
232,449,1
232,453,1
232,455,1
232,683,2
232,690,2
232,704,2
232,1152,4
232,1165,4
232,1676,7
234,687,2
234,920,3
235,442,1
235,920,3
236,442,1
236,445,1
237,444,1
237,1142,4
237,1339,5
238,442,1
238,445,1
238,446,1
238,1657,7
239,443,1
239,447,1
239,1141,4
239,1337,5
240,1142,4
240,1145,4
241,447,1
241,452,1
242,454,1
242,696,2
242,1148,4
243,695,2
243,1666,7
244,450,1
244,456,1
244,457,1
244,698,2
244,701,2
244,708,2
244,715,2
245,454,1
245,707,2
246,713,2
246,940,3
246,1172,4
246,1525,6
247,937,3
247,1357,5
248,459,1
248,460,1
248,708,2
248,711,2
248,939,3
249,461,1
249,462,1
249,464,1
249,714,2
249,717,2
249,2055,10
250,939,3
250,945,3
251,1171,4
251,1529,6
251,1803,8
252,948,3
252,1172,4
253,464,1
254,716,2
254,719,2
254,723,2
255,721,2
255,1171,4
256,948,3
256,1366,5
257,469,1
257,723,2
258,467,1
258,720,2
259,469,1
259,470,1
259,952,3
260,472,1
260,726,2
261,475,1
261,1544,6
262,476,1
262,2461,14
263,1186,4
264,475,1
264,477,1
266,730,2
266,2182,11
267,481,1
267,1374,5
268,482,1
268,1187,4
269,1551,6
269,2571,15
270,486,1
270,2750,17
271,485,1
271,963,3
272,492,1
272,737,2
272,1384,5
272,1552,6
272,2186,11
273,488,1
273,963,3
274,493,1
274,495,1
274,965,3
275,966,3
275,1191,4
276,1193,4
276,2072,10
277,497,1
277,498,1
277,739,2
278,497,1
278,742,2
278,971,3
279,500,1
279,501,1
279,1391,5
280,1197,4
280,3171,22
281,502,1
281,504,1
281,743,2
281,1198,4
281,1561,6
281,2383,13
282,503,1
282,1827,8
283,504,1
283,505,1
283,507,1
284,3255,23
285,509,1
285,749,2
285,753,2
285,980,3
285,981,3
286,510,1
286,1712,7
287,509,1
287,752,2
288,752,2
289,1569,6
290,985,3
290,1212,4
291,1212,4
292,989,3
292,1216,4
292,1411,5
293,1412,5
294,1216,4
294,1413,5
295,516,1
295,761,2
295,1217,4
295,1573,6
296,1218,4
296,1413,5
297,1218,4
298,991,3
298,1219,4
298,1415,5
298,1416,5
298,1574,6
299,1220,4
300,762,2
300,1221,4
300,1417,5
301,520,1
301,521,1
301,993,3
302,521,1
302,522,1
303,522,1
303,1578,6
304,766,2
304,2093,10
305,524,1
305,770,2
305,773,2
305,774,2
305,1428,5
306,529,1
306,1001,3
307,531,1
307,775,2
308,776,2
308,1427,5
308,1428,5
309,531,1
309,532,1
309,1005,3
310,533,1
310,778,2
310,1003,3
311,537,1
311,1005,3
312,537,1
312,779,2
312,781,2
313,1009,3
314,783,2
314,1011,3
315,784,2
315,1011,3
316,539,1
317,544,1
317,1011,3
317,1026,3
318,541,1
318,797,2
318,1027,3
319,542,1
319,543,1
319,548,1
319,550,1
319,578,1
319,582,1
319,583,1
319,587,1
319,591,1
319,806,2
320,556,1
320,804,2
320,1035,3
321,554,1
321,558,1
321,804,2
322,550,1
322,562,1
323,566,1
323,815,2
323,1037,3
323,1042,3
324,556,1
324,563,1
324,821,2
325,558,1
325,1026,3
326,564,1
326,1031,3
326,1043,3
327,560,1
327,564,1
327,823,2
327,826,2
327,1040,3
328,550,1
328,562,1
328,565,1
329,819,2
329,3458,25
330,550,1
330,565,1
331,547,1
331,550,1
331,565,1
331,584,1
332,547,1
332,574,1
332,579,1
332,580,1
332,584,1
332,595,1
332,599,1
332,817,2
332,840,2
333,573,1
333,829,2
334,827,2
334,1460,5
335,821,2
335,1047,3
336,577,1
336,830,2
336,835,2
337,581,1
337,817,2
338,821,2
339,542,1
339,588,1
339,589,1
339,590,1
339,591,1
339,609,1
339,613,1
339,834,2
339,837,2
339,839,2
339,1263,4
340,581,1
340,585,1
341,831,2
341,1056,3
342,604,1
343,550,1
343,583,1
343,584,1
344,585,1
344,817,2
345,1056,3
345,1057,3
346,592,1
346,817,2
347,1266,4
347,1463,5
348,583,1
348,584,1
349,584,1
350,580,1
350,596,1
350,605,1
350,817,2
350,849,2
351,593,1
351,601,1
352,843,2
352,847,2
353,591,1
353,603,1
354,584,1
354,599,1
355,854,2
356,847,2
356,851,2
356,1272,4
357,591,1
357,603,1
359,599,1
360,599,1
361,610,1
361,850,2
361,853,2
362,602,1
362,851,2
362,1275,4
364,604,1
365,599,1
366,605,1
366,817,2
367,607,1
367,1064,3
367,1068,3
368,604,1
369,599,1
370,612,1
370,817,2
371,607,1
371,612,1
371,817,2
373,604,1
374,613,1
374,857,2
374,860,2
375,604,1
375,622,1
375,627,1
375,864,2
375,869,2
376,862,2
377,614,1
377,618,1
378,616,1
378,620,1
380,604,1
380,633,1
382,861,2
382,1075,3
383,617,1
383,621,1
383,862,2
384,618,1
384,863,2
384,1283,4
386,620,1
386,867,2
387,625,1
387,630,1
387,1075,3
388,866,2
389,626,1
389,867,2
389,1081,3
389,1089,3
390,623,1
390,628,1
391,866,2
391,1080,3
391,1087,3
392,626,1
392,1089,3
392,1091,3
392,1292,4
393,634,1
393,1083,3
394,638,1
394,639,1
394,647,1
394,877,2
394,1090,3
395,631,1
395,640,1
395,1288,4
396,882,2
396,1092,3
397,628,1
397,637,1
397,869,2
398,873,2
398,1094,3
399,880,2
399,1288,4
399,1476,5
400,641,1
400,642,1
400,1098,3
401,637,1
401,652,1
401,658,1
401,869,2
401,873,2
401,888,2
402,889,2
402,1095,3
403,1640,6
403,1763,7
404,643,1
404,882,2
404,886,2
405,644,1
405,888,2
406,873,2
407,646,1
408,891,2
408,1636,6
409,882,2
410,650,1
410,657,1
410,886,2
410,887,2
411,888,2
412,653,1
412,659,1
413,889,2
413,900,2
413,1303,4
414,890,2
414,896,2
414,1099,3
415,662,1
415,1106,3
416,656,1
417,660,1
417,666,1
417,896,2
417,903,2
417,907,2
417,1304,4
418,661,1
418,897,2
418,1105,3
418,1109,3
419,657,1
419,663,1
420,653,1
420,664,1
420,1113,3
421,1106,3
421,1307,4
422,656,1
423,669,1
423,1112,3
423,1113,3
424,663,1
424,668,1
424,904,2
424,1103,3
425,670,1
425,909,2
426,668,1
426,906,2
427,674,1
427,906,2
427,912,2
428,1121,3
428,1495,5
429,675,1
429,680,1
429,1125,3
429,1128,3
429,1319,4
430,676,1
430,679,1
430,912,2
431,677,1
431,1495,5
432,914,2
432,1322,4
433,673,1
433,678,1
434,677,1
434,1316,4
435,678,1
436,679,1
436,915,2
437,1316,4
437,1780,7
438,1329,4
438,1330,4
439,922,2
439,1330,4
439,1335,4
439,1338,4
439,1783,7
440,1136,3
441,919,2
441,921,2
441,1136,3
442,1138,3
443,921,2
443,1337,4
444,689,1
444,1506,5
445,689,1
445,1788,7
446,692,1
446,1138,3
446,1143,3
446,1657,6
446,1784,7
447,695,1
447,1141,3
447,1345,4
448,696,1
448,926,2
449,690,1
449,693,1
450,691,1
450,694,1
450,698,1
450,699,1
450,702,1
450,925,2
450,934,2
451,695,1
451,1141,3
451,1344,4
451,1666,6
452,1345,4
453,693,1
453,697,1
453,933,2
454,700,1
454,703,1
454,1160,3
454,1161,3
454,1346,4
454,1352,4
454,1353,4
454,1671,6
455,704,1
455,710,1
455,1163,3
456,701,1
456,705,1
457,705,1
457,1164,3
457,2051,9
457,2053,9
458,1167,3
458,1676,6
459,711,1
459,1350,4
460,711,1
460,712,1
460,1154,3
460,1355,4
461,714,1
462,941,2
462,1357,4
462,1362,4
463,716,1
464,717,1
464,1176,3
465,719,1
465,722,1
465,949,2
465,1359,4
465,1364,4
465,1680,6
467,720,1
467,1684,6
467,2274,11
468,950,2
468,1366,4
469,1538,5
470,1180,3
470,1540,5
471,1371,4
471,2174,10
471,2739,16
472,1542,5
472,1941,8
473,955,2
473,1184,3
474,727,1
474,1186,3
474,1691,6
475,729,1
475,956,2
476,1816,7
476,3160,21
477,729,1
477,730,1
478,1374,4
478,3825,30
479,731,1
479,1186,3
480,1373,4
481,960,2
481,2179,10
482,735,1
482,1375,4
482,1379,4
482,1551,5
483,1549,5
483,1694,6
483,1947,8
484,735,1
484,738,1
484,1189,3
484,1378,4
484,1379,4
484,1380,4
484,1695,6
484,2571,14
484,2834,17
484,3166,21
485,2068,9
485,2277,11
486,1948,8
486,2835,17
487,737,1
487,2751,16
487,3947,32
488,965,2
488,1696,6
489,966,2
489,1554,5
490,739,1
490,968,2
490,1555,5
490,1698,6
490,2279,11
491,739,1
491,1384,4
491,2071,9
491,2186,10
492,1384,4
492,2072,9
493,965,2
493,967,2
493,1386,4
494,739,1
494,2071,9
495,970,2
495,1386,4
496,969,2
497,742,1
497,968,2
498,739,1
498,2471,13
499,1952,8
499,3899,31
500,1705,6
500,2075,9
501,1559,5
502,743,1
502,974,2
502,1198,3
502,1199,3
503,2281,11
504,743,1
504,744,1
504,974,2
505,744,1
505,745,1
506,977,2
506,4322,38
507,745,1
507,978,2
508,1203,3
508,1566,5
509,980,2
509,1403,4
510,1207,3
510,1402,4
510,2392,12
511,755,1
511,1405,4
512,984,2
512,1211,3
513,3331,23
513,4082,34
514,1215,3
514,3333,23
515,1410,4
515,4270,37
516,989,2
517,1416,4
517,1971,8
518,762,1
518,1221,3
519,1222,3
519,1418,4
520,1222,3
520,1850,7
521,765,1
521,1577,5
522,765,1
522,1722,6
523,768,1
523,999,2
523,1583,5
523,1727,6
524,769,1
524,770,1
524,997,2
524,1224,3
524,1226,3
524,1426,4
525,1586,5
525,2490,13
525,2682,15
526,772,1
526,1225,3
526,1424,4
526,1425,4
527,1729,6
527,2682,15
528,772,1
528,1425,4
528,1587,5
528,1588,5
529,774,1
529,1227,3
530,776,1
530,1427,4
530,1587,5
530,1588,5
531,775,1
532,775,1
532,777,1
532,1005,2
533,1006,2
533,1230,3
534,1005,2
534,1227,3
535,783,1
535,1008,2
535,1011,2
535,1230,3
536,1005,2
537,779,1
538,1009,2
538,1229,3
540,789,1
540,1011,2
542,785,1
542,786,1
542,790,1
542,834,1
542,1019,2
542,1053,2
542,1263,3
543,787,1
543,790,1
543,791,1
543,795,1
543,798,1
543,1023,2
544,788,1
544,1011,2
544,1026,2
544,1240,3
545,1011,2
546,796,1
546,803,1
546,1245,3
547,793,1
547,799,1
547,808,1
547,809,1
547,813,1
547,817,1
547,1021,2
547,1033,2
547,1037,2
548,798,1
548,806,1
549,810,1
549,1030,2
549,1451,4
549,1615,5
550,798,1
550,806,1
550,808,1
551,798,1
551,808,1
551,1023,2
552,804,1
552,811,1
553,800,1
553,815,1
553,1037,2
553,1251,3
553,1455,4
554,804,1
554,811,1
554,1026,2
555,812,1
555,1039,2
555,1041,2
555,1254,3
556,816,1
557,804,1
558,1026,2
559,1031,2
559,1039,2
559,1041,2
559,1043,2
560,814,1
560,1031,2
560,1040,2
561,1044,2
561,1619,5
562,808,1
563,816,1
563,821,1
563,1038,2
564,823,1
564,1031,2
565,808,1
566,1037,2
567,820,1
567,821,1
567,1038,2
567,1047,2
568,821,1
569,1026,2
569,1046,2
570,821,1
571,822,1
571,1046,2
572,1260,3
572,1458,4
573,821,1
573,1050,2
574,817,1
575,821,1
576,821,1
576,829,1
576,1050,2
577,830,1
577,832,1
577,1057,2
578,834,1
578,1059,2
580,817,1
580,840,1
580,849,1
581,817,1
582,834,1
582,1059,2
585,817,1
586,835,1
586,844,1
586,1057,2
587,834,1
587,841,1
588,839,1
588,855,1
588,1066,2
589,834,1
590,834,1
590,841,1
591,841,1
592,817,1
592,842,1
592,846,1
593,842,1
593,850,1
594,843,1
594,1057,2
595,840,1
596,817,1
597,817,1
598,848,1
598,1061,2
598,1276,3
600,840,1
600,849,1
601,850,1
602,1275,3
604,858,1
604,864,1
604,868,1
604,876,1
604,1082,2
605,817,1
606,817,1
607,817,1
607,1064,2
608,1276,3
608,1277,3
609,855,1
609,857,1
610,853,1
610,1068,2
611,854,1
611,856,1
612,817,1
613,857,1
614,1073,2
615,859,1
615,863,1
615,1279,3
616,860,1
616,1074,2
617,1073,2
617,1076,2
618,865,1
618,1073,2
619,866,1
619,1279,3
620,1074,2
620,1078,2
621,862,1
621,1076,2
621,1079,2
621,1085,2
621,1286,3
621,1472,4
622,864,1
622,868,1
622,872,1
623,869,1
624,874,1
624,877,1
625,870,1
625,1075,2
625,1084,2
626,1089,2
627,869,1
627,872,1
628,869,1
628,873,1
629,873,1
630,1084,2
630,1090,2
631,1288,3
632,1288,3
633,876,1
633,1092,2
634,873,1
635,1633,5
635,1637,5
636,1091,2
636,1296,3
637,869,1
637,873,1
638,877,1
638,1095,2
639,1090,2
639,1093,2
639,1096,2
640,880,1
640,1097,2
640,1295,3
641,881,1
641,1098,2
642,885,1
643,876,1
643,882,1
643,883,1
643,886,1
643,1092,2
644,873,1
645,873,1
645,1094,2
646,1094,2
647,1095,2
647,1096,2
647,1299,3
648,879,1
648,884,1
648,1086,2
648,1099,2
648,1293,3
648,1301,3
649,885,1
649,1101,2
650,883,1
650,886,1
650,887,1
650,1082,2
651,869,1
651,894,1
651,1082,2
651,1103,2
652,869,1
652,899,1
653,900,1
654,897,1
654,1099,2
654,1105,2
654,1301,3
655,1481,4
655,1892,7
656,893,1
656,902,1
656,905,1
656,1101,2
656,1111,2
657,887,1
657,898,1
658,888,1
658,899,1
658,1103,2
659,888,1
660,895,1
660,1114,2
660,1300,3
660,1304,3
660,1486,4
661,897,1
661,1109,2
662,901,1
663,898,1
663,904,1
663,1103,2
664,900,1
665,897,1
665,1109,2
666,1109,2
667,1643,5
668,906,1
668,1103,2
669,888,1
669,908,1
669,1113,2
669,1117,2
669,1309,3
670,905,1
670,1116,2
671,907,1
671,1121,2
671,1311,3
672,910,1
672,911,1
672,1124,2
672,1313,3
673,909,1
674,906,1
675,911,1
675,1124,2
675,1128,2
676,913,1
676,915,1
676,1115,2
677,1316,3
677,1321,3
677,1494,4
678,909,1
678,914,1
678,1323,3
679,915,1
680,1128,2
680,1328,3
681,1328,3
682,915,1
682,1325,3
683,1329,3
683,1780,6
684,916,1
684,1130,2
685,918,1
685,1130,2
685,1134,2
685,1504,4
686,1136,2
687,1132,2
687,1135,2
687,1334,3
687,1653,5
688,919,1
688,921,1
689,1788,6
690,1144,2
690,1338,3
691,923,1
691,924,1
691,925,1
692,1149,2
692,1509,4
692,1792,6
693,927,1
693,1144,2
694,924,1
694,1146,2
695,1345,3
696,1148,2
697,927,1
697,928,1
697,1151,2
698,929,1
698,1146,2
699,925,1
699,930,1
700,1516,4
700,1795,6
701,929,1
701,1349,3
702,930,1
702,934,1
702,1153,2
703,938,1
703,1161,2
703,1162,2
703,1516,4
703,1667,5
704,1152,2
704,1163,2
705,1157,2
705,1164,2
705,1349,3
706,936,1
706,1158,2
706,1351,3
706,1798,6
707,1160,2
707,1799,6
708,934,1
708,1350,3
709,936,1
709,1158,2
709,1524,4
709,1527,4
710,1163,2
710,1165,2
710,1526,4
710,1801,6
711,1523,4
712,936,1
712,939,1
712,1168,2
712,1355,3
712,1527,4
712,1529,4
712,1674,5
713,940,1
713,2161,9
713,2452,12
714,1357,3
715,2053,8
716,942,1
716,1167,2
717,1533,4
717,1536,4
717,2055,8
718,941,1
718,946,1
718,1362,3
718,1683,5
719,942,1
719,1174,2
719,1359,3
720,943,1
720,947,1
720,1531,4
720,2653,14
720,3153,20
721,1175,2
721,1532,4
721,1682,5
722,949,1
722,1535,4
722,1686,5
723,1174,2
723,1538,4
724,950,1
724,1178,2
724,1369,3
724,1687,5
724,1941,7
725,1369,3
725,1687,5
726,1369,3
726,1941,7
727,955,1
727,1943,7
728,1942,7
728,2065,8
728,2066,8
729,1183,2
729,1185,2
730,1185,2
730,3618,26
731,958,1
731,1817,6
732,1547,4
732,2747,15
733,1550,4
733,2373,11
733,2749,15
734,2181,9
734,3001,18
735,1376,3
735,1378,3
735,1548,4
736,2067,8
736,3947,31
737,1552,4
737,2183,9
738,964,1
738,1553,4
738,2185,9
739,968,1
739,1949,7
739,2573,13
739,3008,18
740,1388,3
740,1955,7
741,1387,3
741,1826,6
741,2189,9
741,3093,19
742,1192,2
742,1704,5
743,974,1
744,974,1
744,976,1
745,976,1
745,1396,3
746,4323,37
746,5300,55
747,1564,4
747,2388,11
747,2673,14
748,2479,12
748,3629,26
749,979,1
749,1204,2
749,1401,3
749,1709,5
750,2925,17
750,3178,20
751,1404,3
751,2580,13
751,3257,21
752,1403,3
752,1842,6
753,1206,2
753,1569,4
754,1210,2
754,2085,8
755,982,1
755,1211,2
756,984,1
756,985,1
756,1843,6
757,1213,2
758,1410,3
758,4483,40
759,1216,2
759,1413,3
759,1846,6
760,1218,2
760,2090,8
761,1220,2
761,1720,5
763,1576,4
763,1721,5
763,1849,6
764,1418,3
764,1576,4
764,3181,20
765,1577,4
765,1974,7
766,1578,4
766,2934,17
767,1422,3
767,1723,5
767,1726,5
767,2095,8
768,995,1
768,1586,4
769,1226,2
769,1422,3
770,999,1
770,1585,4
771,1000,1
771,1729,5
772,1730,5
772,1854,6
773,1426,3
773,1428,3
774,1227,2
775,1001,1
775,1227,2
776,1002,1
776,1228,2
776,1429,3
777,1004,1
777,1005,1
777,1227,2
778,1227,2
778,1428,3
779,1005,1
779,1007,1
780,1009,1
780,1229,2
781,1007,1
781,1229,2
782,1008,1
782,1010,1
782,1011,1
782,1230,2
783,1011,1
784,1011,1
785,1015,1
785,1016,1
785,1459,3
785,1622,4
785,1881,6
785,2521,12
786,1012,1
786,1016,1
786,2424,11
787,1013,1
787,1018,1
787,1023,1
787,1238,2
788,1011,1
788,1014,1
788,1022,1
788,1230,2
788,1232,2
788,1240,2
789,1011,1
790,1017,1
790,1019,1
790,1020,1
791,1018,1
791,1020,1
792,1011,1
793,1021,1
793,1024,1
794,1026,1
795,1023,1
796,1026,1
796,1031,1
796,1247,2
797,1032,1
797,1245,2
798,1023,1
799,1024,1
799,1449,3
800,1029,1
800,1037,1
800,1248,2
800,1251,2
800,2878,16
800,3379,22
801,1025,1
801,1030,1
801,1450,3
801,1615,4
802,1026,1
803,1031,1
803,1452,3
804,1026,1
804,1035,1
805,1026,1
807,1023,1
808,1021,1
808,1023,1
809,1021,1
810,1036,1
810,1750,5
810,2622,13
811,1026,1
812,1026,1
812,1247,2
812,1254,2
813,1253,2
814,1031,1
814,1040,1
815,1256,2
815,1455,3
816,1038,1
817,1037,1
817,1055,1
817,1063,1
817,1064,1
818,1026,1
