id,layer,min_m,max_m,cells,area_km2
8056,127,635,640,1,2.7688802589972847
8141,129,645,650,1,2.7688802589972847
8374,135,675,680,1,2.7688802589972847
8523,138,690,695,1,2.7688802589972847
8524,138,690,695,1,2.7688802589972847
8685,142,710,715,1,2.7688802589972847
8751,144,720,725,1,2.7688802589972847
9010,151,755,760,1,2.7688802589972847
9011,151,755,760,1,2.7688802589972847
9083,153,765,770,1,2.7688802589972847
9335,160,800,805,1,2.7688802589972847
9362,161,805,810,1,2.7688802589972847
10049,181,905,910,1,2.7688802589972847
10500,194,970,975,1,2.7688802589972847
10828,203,1015,1020,1,2.7688802589972847
11052,210,1050,1055,1,2.7688802589972847
11293,218,1090,1095,1,2.7688802589972847
11534,226,1130,1135,1,2.7688802589972847
11614,229,1145,1150,1,2.7688802589972847
12580,268,1340,1345,1,2.7688802589972847
13026,289,1445,1450,1,2.7688802589972847
318,2,10,15,1,2.768880258992563
2427,15,75,80,1,2.768880258992563
2706,18,90,95,1,2.768880258992563
3377,26,130,135,1,2.768880258992563
3591,29,145,150,1,2.768880258992563
3658,30,150,155,1,2.768880258992563
4114,37,185,190,1,2.768880258992563
4297,40,200,205,1,2.768880258992563
4577,45,225,230,1,2.768880258992563
4965,52,260,265,1,2.768880258992563
5067,54,270,275,1,2.768880258992563
5965,72,360,365,1,2.768880258992563
8018,126,630,635,1,2.768880258992563
8261,132,660,665,1,2.768880258992563
8373,135,675,680,1,2.768880258992563
8427,136,680,685,1,2.768880258992563
8611,140,700,705,1,2.768880258992563
8648,141,705,710,1,2.768880258992563
8684,142,710,715,1,2.768880258992563
8832,146,730,735,1,2.768880258992563
9082,153,765,770,1,2.768880258992563
9118,154,770,775,1,2.768880258992563
9781,174,870,875,1,2.768880258992563
9825,175,875,880,1,2.768880258992563
10274,188,940,945,1,2.768880258992563
10749,201,1005,1010,1,2.768880258992563
10827,203,1015,1020,1,2.768880258992563
10927,206,1030,1035,1,2.768880258992563
11535,226,1130,1135,1,2.768880258992563
12371,259,1295,1300,1,2.768880258992563
12512,265,1325,1330,1,2.768880258992563
12557,267,1335,1340,1,2.768880258992563
141,1,5,10,1,2.7682890322137674
1020,5,25,30,1,2.7682890322137674
1611,8,40,45,1,2.7682890322137674
2116,12,60,65,1,2.7682890322137674
2426,15,75,80,1,2.7682890322137674
2522,16,80,85,1,2.7682890322137674
3216,24,120,125,1,2.7682890322137674
3217,24,120,125,1,2.7682890322137674
3874,33,165,170,1,2.7682890322137674
3993,35,175,180,1,2.7682890322137674
4183,38,190,195,1,2.7682890322137674
4623,46,230,235,1,2.7682890322137674
4913,51,255,260,1,2.7682890322137674
5439,61,305,310,1,2.7682890322137674
6361,81,405,410,1,2.7682890322137674
7214,104,520,525,1,2.7682890322137674
8567,139,695,700,1,2.7682890322137674
8721,143,715,720,1,2.7682890322137674
8931,149,745,750,1,2.7682890322137674
9226,157,785,790,1,2.7682890322137674
9227,157,785,790,1,2.7682890322137674
9259,158,790,795,1,2.7682890322137674
9460,164,820,825,1,2.7682890322137674
9563,167,835,840,1,2.7682890322137674
10118,183,915,920,1,2.7682890322137674
10179,185,925,930,1,2.7682890322137674
10247,187,935,940,1,2.7682890322137674
10304,189,945,950,1,2.7682890322137674
10348,190,950,955,1,2.7682890322137674
10542,195,975,980,1,2.7682890322137674
10926,206,1030,1035,1,2.7682890322137674
11229,216,1080,1085,1,2.7682890322137674
12334,257,1285,1290,1,2.7682890322137674
12465,263,1315,1320,1,2.7682890322137674
545,3,15,20,1,2.7682890322090468
1019,5,25,30,1,2.7682890322090468
1445,7,35,40,1,2.7682890322090468
1446,7,35,40,1,2.7682890322090468
1610,8,40,45,1,2.7682890322090468
1747,9,45,50,1,2.7682890322090468
1870,10,50,55,1,2.7682890322090468
3376,26,130,135,1,2.7682890322090468
3934,34,170,175,1,2.7682890322090468
4245,39,195,200,1,2.7682890322090468
4296,40,200,205,1,2.7682890322090468
4731,48,240,245,1,2.7682890322090468
4852,50,250,255,1,2.7682890322090468
5010,53,265,270,1,2.7682890322090468
5278,58,290,295,1,2.7682890322090468
5688,66,330,335,1,2.7682890322090468
8306,133,665,670,1,2.7682890322090468
8426,136,680,685,1,2.7682890322090468
8830,146,730,735,1,2.7682890322090468
8831,146,730,735,1,2.7682890322090468
8897,148,740,745,1,2.7682890322090468
9258,158,790,795,1,2.7682890322090468
9361,161,805,810,1,2.7682890322090468
9896,177,885,890,1,2.7682890322090468
9897,177,885,890,1,2.7682890322090468
9932,178,890,895,1,2.7682890322090468
10084,182,910,915,1,2.7682890322090468
10463,193,965,970,1,2.7682890322090468
10643,198,990,995,1,2.7682890322090468
10791,202,1010,1015,1,2.7682890322090468
11136,213,1065,1070,1,2.7682890322090468
11259,217,1085,1090,1,2.7682890322090468
11892,239,1195,1200,1,2.7682890322090468
12213,252,1260,1265,1,2.7682890322090468
13,0,0,5,1,2.7676975711854173
540,3,15,20,1,2.7676975711854173
786,4,20,25,1,2.7676975711854173
1609,8,40,45,1,2.7676975711854173
2316,14,70,75,1,2.7676975711854173
2425,15,75,80,1,2.7676975711854173
3215,24,120,125,1,2.7676975711854173
3291,25,125,130,1,2.7676975711854173
4244,39,195,200,1,2.7676975711854173
4356,41,205,210,1,2.7676975711854173
4405,42,210,215,1,2.7676975711854173
4576,45,225,230,1,2.7676975711854173
4730,48,240,245,1,2.7676975711854173
5382,60,300,305,1,2.7676975711854173
7000,98,490,495,1,2.7676975711854173
7763,119,595,600,1,2.7676975711854173
7838,121,605,610,1,2.7676975711854173
7871,122,610,615,1,2.7676975711854173
8139,129,645,650,1,2.7676975711854173
8213,131,655,660,1,2.7676975711854173
8682,142,710,715,1,2.7676975711854173
8750,144,720,725,1,2.7676975711854173
8787,145,725,730,1,2.7676975711854173
8788,145,725,730,1,2.7676975711854173
9117,154,770,775,1,2.7676975711854173
9225,157,785,790,1,2.7676975711854173
9257,158,790,795,1,2.7676975711854173
9360,161,805,810,1,2.7676975711854173
9426,163,815,820,1,2.7676975711854173
9427,163,815,820,1,2.7676975711854173
9526,166,830,835,1,2.7676975711854173
9607,168,840,845,1,2.7676975711854173
9691,171,855,860,1,2.7676975711854173
10302,189,945,950,1,2.7676975711854173
10303,189,945,950,1,2.7676975711854173
10382,191,955,960,1,2.7676975711854173
10383,191,955,960,1,2.7676975711854173
10682,199,995,1000,1,2.7676975711854173
12314,256,1280,1285,1,2.7676975711854173
139,1,5,10,1,2.767697571180698
789,4,20,25,1,2.767697571180698
2227,13,65,70,1,2.767697571180698
2423,15,75,80,1,2.767697571180698
2424,15,75,80,1,2.767697571180698
2615,17,85,90,1,2.767697571180698
3522,28,140,145,1,2.767697571180698
3873,33,165,170,1,2.767697571180698
4295,40,200,205,1,2.767697571180698
4357,41,205,210,1,2.767697571180698
4574,45,225,230,1,2.767697571180698
4575,45,225,230,1,2.767697571180698
5065,54,270,275,1,2.767697571180698
5066,54,270,275,1,2.767697571180698
5645,65,325,330,1,2.767697571180698
5881,70,350,355,1,2.767697571180698
8017,126,630,635,1,2.767697571180698
8475,137,685,690,1,2.767697571180698
8566,139,695,700,1,2.767697571180698
8608,140,700,705,1,2.767697571180698
8609,140,700,705,1,2.767697571180698
8683,142,710,715,1,2.767697571180698
8968,150,750,755,1,2.767697571180698
8969,150,750,755,1,2.767697571180698
9009,151,755,760,1,2.767697571180698
9256,158,790,795,1,2.767697571180698
9334,160,800,805,1,2.767697571180698
9359,161,805,810,1,2.767697571180698
9635,169,845,850,1,2.767697571180698
9973,179,895,900,1,2.767697571180698
10048,181,905,910,1,2.767697571180698
10273,188,940,945,1,2.767697571180698
10541,195,975,980,1,2.767697571180698
11445,223,1115,1120,1,2.767697571180698
11556,227,1135,1140,1,2.767697571180698
316,2,10,15,1,2.767105875967291
784,4,20,25,1,2.767105875967291
1012,5,25,30,1,2.767105875967291
1235,6,30,35,1,2.767105875967291
1607,8,40,45,1,2.767105875967291
2115,12,60,65,1,2.767105875967291
2223,13,65,70,1,2.767105875967291
2225,13,65,70,1,2.767105875967291
2521,16,80,85,1,2.767105875967291
2704,18,90,95,1,2.767105875967291
3290,25,125,130,1,2.767105875967291
3791,32,160,165,1,2.767105875967291
3792,32,160,165,1,2.767105875967291
4181,38,190,195,1,2.767105875967291
4243,39,195,200,1,2.767105875967291
4683,47,235,240,1,2.767105875967291
4684,47,235,240,1,2.767105875967291
4729,48,240,245,1,2.767105875967291
5064,54,270,275,1,2.767105875967291
5644,65,325,330,1,2.767105875967291
6099,75,375,380,1,2.767105875967291
6932,96,480,485,1,2.767105875967291
8097,128,640,645,1,2.767105875967291
8260,132,660,665,1,2.767105875967291
8305,133,665,670,1,2.767105875967291
8425,136,680,685,1,2.767105875967291
8474,137,685,690,1,2.767105875967291
8565,139,695,700,1,2.767105875967291
8647,141,705,710,1,2.767105875967291
9081,153,765,770,1,2.767105875967291
9191,156,780,785,1,2.767105875967291
9224,157,785,790,1,2.767105875967291
9290,159,795,800,1,2.767105875967291
9291,159,795,800,1,2.767105875967291
9393,162,810,815,1,2.767105875967291
9562,167,835,840,1,2.767105875967291
9663,170,850,855,1,2.767105875967291
10082,182,910,915,1,2.767105875967291
10083,182,910,915,1,2.767105875967291
10213,186,930,935,1,2.767105875967291
10462,193,965,970,1,2.767105875967291
10540,195,975,980,1,2.767105875967291
11361,220,1100,1105,1,2.767105875967291
12370,259,1295,1300,1,2.767105875967291
539,3,15,20,1,2.7671058759625726
1014,5,25,30,1,2.7671058759625726
1606,8,40,45,1,2.7671058759625726
1608,8,40,45,1,2.7671058759625726
1744,9,45,50,1,2.7671058759625726
1993,11,55,60,1,2.7671058759625726
2226,13,65,70,1,2.7671058759625726
2315,14,70,75,1,2.7671058759625726
2520,16,80,85,1,2.7671058759625726
2705,18,90,95,1,2.7671058759625726
3214,24,120,125,1,2.7671058759625726
3375,26,130,135,1,2.7671058759625726
4053,36,180,185,1,2.7671058759625726
4054,36,180,185,1,2.7671058759625726
4182,38,190,195,1,2.7671058759625726
4355,41,205,210,1,2.7671058759625726
4573,45,225,230,1,2.7671058759625726
4791,49,245,250,1,2.7671058759625726
5117,55,275,280,1,2.7671058759625726
6202,77,385,390,1,2.7671058759625726
7546,113,565,570,1,2.7671058759625726
7837,121,605,610,1,2.7671058759625726
7975,125,625,630,1,2.7671058759625726
8372,135,675,680,1,2.7671058759625726
8749,144,720,725,1,2.7671058759625726
8786,145,725,730,1,2.7671058759625726
8896,148,740,745,1,2.7671058759625726
9008,151,755,760,1,2.7671058759625726
9046,152,760,765,1,2.7671058759625726
9292,159,795,800,1,2.7671058759625726
9721,172,860,865,1,2.7671058759625726
9895,177,885,890,1,2.7671058759625726
9931,178,890,895,1,2.7671058759625726
9972,179,895,900,1,2.7671058759625726
10153,184,920,925,1,2.7671058759625726
10244,187,935,940,1,2.7671058759625726
10245,187,935,940,1,2.7671058759625726
10790,202,1010,1015,1,2.7671058759625726
12488,264,1320,1325,1,2.7671058759625726
137,1,5,10,1,2.7665139466065782
1740,9,45,50,1,2.7665139466065782
1867,10,50,55,1,2.7665139466065782
1868,10,50,55,1,2.7665139466065782
1992,11,55,60,1,2.7665139466065782
2309,14,70,75,1,2.7665139466065782
2312,14,70,75,1,2.7665139466065782
2614,17,85,90,1,2.7665139466065782
2795,19,95,100,1,2.7665139466065782
2798,19,95,100,1,2.7665139466065782
2968,21,105,110,1,2.7665139466065782
3213,24,120,125,1,2.7665139466065782
3373,26,130,135,1,2.7665139466065782
3374,26,130,135,1,2.7665139466065782
3657,30,150,155,1,2.7665139466065782
3724,31,155,160,1,2.7665139466065782
3991,35,175,180,1,2.7665139466065782
4455,43,215,220,1,2.7665139466065782
4912,51,255,260,1,2.7665139466065782
5738,67,335,340,1,2.7665139466065782
6629,88,440,445,1,2.7665139466065782
6883,95,475,480,1,2.7665139466065782
7477,111,555,560,1,2.7665139466065782
7509,112,560,565,1,2.7665139466065782
7632,115,575,580,1,2.7665139466065782
7633,115,575,580,1,2.7665139466065782
7935,124,620,625,1,2.7665139466065782
7936,124,620,625,1,2.7665139466065782
8055,127,635,640,1,2.7665139466065782
8183,130,650,655,1,2.7665139466065782
8895,148,740,745,1,2.7665139466065782
9045,152,760,765,1,2.7665139466065782
9116,154,770,775,1,2.7665139466065782
9255,158,790,795,1,2.7665139466065782
9606,168,840,845,1,2.7665139466065782
10178,185,925,930,1,2.7665139466065782
10211,186,930,935,1,2.7665139466065782
10347,190,950,955,1,2.7665139466065782
10381,191,955,960,1,2.7665139466065782
10420,192,960,965,1,2.7665139466065782
10461,193,965,970,1,2.7665139466065782
10641,198,990,995,1,2.7665139466065782
10716,200,1000,1005,1,2.7665139466065782
12400,260,1300,1305,1,2.7665139466065782
138,1,5,10,1,2.7665139466018607
1439,7,35,40,1,2.7665139466018607
1601,8,40,45,1,2.7665139466018607
1603,8,40,45,1,2.7665139466018607
1605,8,40,45,1,2.7665139466018607
2221,13,65,70,1,2.7665139466018607
2222,13,65,70,1,2.7665139466018607
2313,14,70,75,1,2.7665139466018607
2421,15,75,80,1,2.7665139466018607
2703,18,90,95,1,2.7665139466018607
2796,19,95,100,1,2.7665139466018607
2875,20,100,105,1,2.7665139466018607
3453,27,135,140,1,2.7665139466018607
4052,36,180,185,1,2.7665139466018607
4112,37,185,190,1,2.7665139466018607
4512,44,220,225,1,2.7665139466018607
4851,50,250,255,1,2.7665139466018607
5538,63,315,320,1,2.7665139466018607
5964,72,360,365,1,2.7665139466018607
6589,87,435,440,1,2.7665139466018607
7144,102,510,515,1,2.7665139466018607
7302,106,530,535,1,2.7665139466018607
7545,113,565,570,1,2.7665139466018607
7585,114,570,575,1,2.7665139466018607
7762,119,595,600,1,2.7665139466018607
7836,121,605,610,1,2.7665139466018607
8522,138,690,695,1,2.7665139466018607
8720,143,715,720,1,2.7665139466018607
8967,150,750,755,1,2.7665139466018607
9605,168,840,845,1,2.7665139466018607
9720,172,860,865,1,2.7665139466018607
9930,178,890,895,1,2.7665139466018607
9971,179,895,900,1,2.7665139466018607
10212,186,930,935,1,2.7665139466018607
10243,187,935,940,1,2.7665139466018607
10272,188,940,945,1,2.7665139466018607
10301,189,945,950,1,2.7665139466018607
10575,196,980,985,1,2.7665139466018607
10642,198,990,995,1,2.7665139466018607
12333,257,1285,1290,1,2.7665139466018607
135,1,5,10,1,2.7659217831557137
314,2,10,15,1,2.7659217831557137
1010,5,25,30,1,2.7659217831557137
1434,7,35,40,1,2.7659217831557137
1597,8,40,45,1,2.7659217831557137
1737,9,45,50,1,2.7659217831557137
1989,11,55,60,1,2.7659217831557137
1991,11,55,60,1,2.7659217831557137
2110,12,60,65,1,2.7659217831557137
2220,13,65,70,1,2.7659217831557137
2514,16,80,85,1,2.7659217831557137
2516,16,80,85,1,2.7659217831557137
2700,18,90,95,1,2.7659217831557137
2791,19,95,100,1,2.7659217831557137
2874,20,100,105,1,2.7659217831557137
2966,21,105,110,1,2.7659217831557137
2967,21,105,110,1,2.7659217831557137
3288,25,125,130,1,2.7659217831557137
3289,25,125,130,1,2.7659217831557137
3589,29,145,150,1,2.7659217831557137
3655,30,150,155,1,2.7659217831557137
3656,30,150,155,1,2.7659217831557137
3723,31,155,160,1,2.7659217831557137
4511,44,220,225,1,2.7659217831557137
4790,49,245,250,1,2.7659217831557137
4911,51,255,260,1,2.7659217831557137
5737,67,335,340,1,2.7659217831557137
6473,84,420,425,1,2.7659217831557137
6663,89,445,450,1,2.7659217831557137
6850,94,470,475,1,2.7659217831557137
7175,103,515,520,1,2.7659217831557137
7176,103,515,520,1,2.7659217831557137
7508,112,560,565,1,2.7659217831557137
8054,127,635,640,1,2.7659217831557137
8338,134,670,675,1,2.7659217831557137
8424,136,680,685,1,2.7659217831557137
8607,140,700,705,1,2.7659217831557137
9190,156,780,785,1,2.7659217831557137
9223,157,785,790,1,2.7659217831557137
9780,174,870,875,1,2.7659217831557137
10047,181,905,910,1,2.7659217831557137
10346,190,950,955,1,2.7659217831557137
10681,199,995,1000,1,2.7659217831557137
10891,205,1025,1030,1,2.7659217831557137
11135,213,1065,1070,1,2.7659217831557137
11258,217,1085,1090,1,2.7659217831557137
11533,226,1130,1135,1,2.7659217831557137
12604,269,1345,1350,1,2.7659217831557137
782,4,20,25,1,2.7659217831509975
783,4,20,25,1,2.7659217831509975
1595,8,40,45,1,2.7659217831509975
1599,8,40,45,1,2.7659217831509975
1736,9,45,50,1,2.7659217831509975
1738,9,45,50,1,2.7659217831509975
2108,12,60,65,1,2.7659217831509975
2513,16,80,85,1,2.7659217831509975
2515,16,80,85,1,2.7659217831509975
2517,16,80,85,1,2.7659217831509975
2518,16,80,85,1,2.7659217831509975
2611,17,85,90,1,2.7659217831509975
2612,17,85,90,1,2.7659217831509975
2699,18,90,95,1,2.7659217831509975
2701,18,90,95,1,2.7659217831509975
2793,19,95,100,1,2.7659217831509975
3588,29,145,150,1,2.7659217831509975
3590,29,145,150,1,2.7659217831509975
3722,31,155,160,1,2.7659217831509975
4294,40,200,205,1,2.7659217831509975
4510,44,220,225,1,2.7659217831509975
4682,47,235,240,1,2.7659217831509975
5277,58,290,295,1,2.7659217831509975
5916,71,355,360,1,2.7659217831509975
6554,86,430,435,1,2.7659217831509975
6930,96,480,485,1,2.7659217831509975
6931,96,480,485,1,2.7659217831509975
7076,100,500,505,1,2.7659217831509975
7544,113,565,570,1,2.7659217831509975
7584,114,570,575,1,2.7659217831509975
7631,115,575,580,1,2.7659217831509975
8521,138,690,695,1,2.7659217831509975
8646,141,705,710,1,2.7659217831509975
8829,146,730,735,1,2.7659217831509975
9115,154,770,775,1,2.7659217831509975
9752,173,865,870,1,2.7659217831509975
10460,193,965,970,1,2.7659217831509975
10539,195,975,980,1,2.7659217831509975
10640,198,990,995,1,2.7659217831509975
10680,199,995,1000,1,2.7659217831509975
10826,203,1015,1020,1,2.7659217831509975
11331,219,1095,1100,1,2.7659217831509975
11577,228,1140,1145,1,2.7659217831509975
11612,229,1145,1150,1,2.7659217831509975
11613,229,1145,1150,1,2.7659217831509975
10,0,0,5,1,2.7653293856645096
537,3,15,20,1,2.7653293856645096
781,4,20,25,1,2.7653293856645096
1009,5,25,30,1,2.7653293856645096
1432,7,35,40,1,2.7653293856645096
1594,8,40,45,1,2.7653293856645096
1864,10,50,55,1,2.7653293856645096
2106,12,60,65,1,2.7653293856645096
2308,14,70,75,1,2.7653293856645096
2417,15,75,80,1,2.7653293856645096
2511,16,80,85,1,2.7653293856645096
2512,16,80,85,1,2.7653293856645096
2787,19,95,100,1,2.7653293856645096
2789,19,95,100,1,2.7653293856645096
2964,21,105,110,1,2.7653293856645096
2965,21,105,110,1,2.7653293856645096
3129,23,115,120,1,2.7653293856645096
3130,23,115,120,1,2.7653293856645096
3131,23,115,120,1,2.7653293856645096
3207,24,120,125,1,2.7653293856645096
3210,24,120,125,1,2.7653293856645096
3211,24,120,125,1,2.7653293856645096
3287,25,125,130,1,2.7653293856645096
3587,29,145,150,1,2.7653293856645096
3990,35,175,180,1,2.7653293856645096
4051,36,180,185,1,2.7653293856645096
4180,38,190,195,1,2.7653293856645096
4242,39,195,200,1,2.7653293856645096
4404,42,210,215,1,2.7653293856645096
6014,73,365,370,1,2.7653293856645096
6701,90,450,455,1,2.7653293856645096
6999,98,490,495,1,2.7653293856645096
7105,101,505,510,1,2.7653293856645096
7266,105,525,530,1,2.7653293856645096
7408,109,545,550,1,2.7653293856645096
7662,116,580,585,1,2.7653293856645096
7803,120,600,605,1,2.7653293856645096
7835,121,605,610,1,2.7653293856645096
7870,122,610,615,1,2.7653293856645096
7934,124,620,625,1,2.7653293856645096
8748,144,720,725,1,2.7653293856645096
9044,152,760,765,1,2.7653293856645096
10010,180,900,905,1,2.7653293856645096
10271,188,940,945,1,2.7653293856645096
10300,189,945,950,1,2.7653293856645096
11227,216,1080,1085,1,2.7653293856645096
11257,217,1085,1090,1,2.7653293856645096
11330,219,1095,1100,1,2.7653293856645096
11555,227,1135,1140,1,2.7653293856645096
11611,229,1145,1150,1,2.7653293856645096
11798,236,1180,1185,1,2.7653293856645096
12189,251,1255,1260,1,2.7653293856645096
12579,268,1340,1345,1,2.7653293856645096
13372,307,1535,1540,1,2.7653293856645096
13390,308,1540,1545,1,2.7653293856645096
311,2,10,15,1,2.7653293856597942
312,2,10,15,1,2.7653293856597942
313,2,10,15,1,2.7653293856597942
1008,5,25,30,1,2.7653293856597942
1735,9,45,50,1,2.7653293856597942
2105,12,60,65,1,2.7653293856597942
2107,12,60,65,1,2.7653293856597942
2216,13,65,70,1,2.7653293856597942
2218,13,65,70,1,2.7653293856597942
2306,14,70,75,1,2.7653293856597942
2414,15,75,80,1,2.7653293856597942
2416,15,75,80,1,2.7653293856597942
2695,18,90,95,1,2.7653293856597942
2696,18,90,95,1,2.7653293856597942
2697,18,90,95,1,2.7653293856597942
2788,19,95,100,1,2.7653293856597942
3046,22,110,115,1,2.7653293856597942
3208,24,120,125,1,2.7653293856597942
3209,24,120,125,1,2.7653293856597942
3212,24,120,125,1,2.7653293856597942
3371,26,130,135,1,2.7653293856597942
3451,27,135,140,1,2.7653293856597942
3452,27,135,140,1,2.7653293856597942
3518,28,140,145,1,2.7653293856597942
3519,28,140,145,1,2.7653293856597942
3520,28,140,145,1,2.7653293856597942
3871,33,165,170,1,2.7653293856597942
4111,37,185,190,1,2.7653293856597942
4850,50,250,255,1,2.7653293856597942
5330,59,295,300,1,2.7653293856597942
6702,90,450,455,1,2.7653293856597942
6849,94,470,475,1,2.7653293856597942
7104,101,505,510,1,2.7653293856597942
7143,102,510,515,1,2.7653293856597942
7212,104,520,525,1,2.7653293856597942
7213,104,520,525,1,2.7653293856597942
7476,111,555,560,1,2.7653293856597942
7915,123,615,620,1,2.7653293856597942
7974,125,625,630,1,2.7653293856597942
8182,130,650,655,1,2.7653293856597942
8520,138,690,695,1,2.7653293856597942
9561,167,835,840,1,2.7653293856597942
10574,196,980,985,1,2.7653293856597942
10789,202,1010,1015,1,2.7653293856597942
10862,204,1020,1025,1,2.7653293856597942
11024,209,1045,1050,1,2.7653293856597942
11134,213,1065,1070,1,2.7653293856597942
11228,216,1080,1085,1,2.7653293856597942
11829,237,1185,1190,1,2.7653293856597942
12035,245,1225,1230,1,2.7653293856597942
12059,246,1230,1235,1,2.7653293856597942
12677,273,1365,1370,1,2.7653293856597942
13072,291,1455,1460,1,2.7653293856597942
536,3,15,20,1,2.764736754181467
780,4,20,25,1,2.764736754181467
1007,5,25,30,1,2.764736754181467
1860,10,50,55,1,2.764736754181467
1985,11,55,60,1,2.764736754181467
1988,11,55,60,1,2.764736754181467
2508,16,80,85,1,2.764736754181467
2607,17,85,90,1,2.764736754181467
2693,18,90,95,1,2.764736754181467
2694,18,90,95,1,2.764736754181467
2870,20,100,105,1,2.764736754181467
2958,21,105,110,1,2.764736754181467
2959,21,105,110,1,2.764736754181467
2960,21,105,110,1,2.764736754181467
2961,21,105,110,1,2.764736754181467
2962,21,105,110,1,2.764736754181467
3127,23,115,120,1,2.764736754181467
3206,24,120,125,1,2.764736754181467
3282,25,125,130,1,2.764736754181467
3368,26,130,135,1,2.764736754181467
3369,26,130,135,1,2.764736754181467
3448,27,135,140,1,2.764736754181467
3449,27,135,140,1,2.764736754181467
3585,29,145,150,1,2.764736754181467
3654,30,150,155,1,2.764736754181467
3720,31,155,160,1,2.764736754181467
3790,32,160,165,1,2.764736754181467
4177,38,190,195,1,2.764736754181467
4178,38,190,195,1,2.764736754181467
4179,38,190,195,1,2.764736754181467
4509,44,220,225,1,2.764736754181467
4571,45,225,230,1,2.764736754181467
4572,45,225,230,1,2.764736754181467
4622,46,230,235,1,2.764736754181467
5063,54,270,275,1,2.764736754181467
5276,58,290,295,1,2.764736754181467
5537,63,315,320,1,2.764736754181467
6098,75,375,380,1,2.764736754181467
6588,87,435,440,1,2.764736754181467
6746,91,455,460,1,2.764736754181467
7142,102,510,515,1,2.764736754181467
7265,105,525,530,1,2.764736754181467
7730,118,590,595,1,2.764736754181467
7802,120,600,605,1,2.764736754181467
8519,138,690,695,1,2.764736754181467
8606,140,700,705,1,2.764736754181467
8861,147,735,740,1,2.764736754181467
9007,151,755,760,1,2.764736754181467
9929,178,890,895,1,2.764736754181467
10009,180,900,905,1,2.764736754181467
10242,187,935,940,1,2.764736754181467
10419,192,960,965,1,2.764736754181467
10825,203,1015,1020,1,2.764736754181467
10964,207,1035,1040,1,2.764736754181467
11329,219,1095,1100,1,2.764736754181467
11703,232,1160,1165,1,2.764736754181467
12313,256,1280,1285,1,2.764736754181467
12534,266,1330,1335,1,2.764736754181467
13325,305,1525,1530,1,2.764736754181467
13721,332,1660,1665,1,2.764736754181467
14016,356,1780,1785,1,2.764736754181467
14185,379,1895,1900,1,2.764736754181467
14313,401,2005,2010,1,2.764736754181467
1431,7,35,40,1,2.7647367541767527
1861,10,50,55,1,2.7647367541767527
2214,13,65,70,1,2.7647367541767527
2215,13,65,70,1,2.7647367541767527
2305,14,70,75,1,2.7647367541767527
2509,16,80,85,1,2.7647367541767527
2510,16,80,85,1,2.7647367541767527
2786,19,95,100,1,2.7647367541767527
2871,20,100,105,1,2.7647367541767527
2957,21,105,110,1,2.7647367541767527
3128,23,115,120,1,2.7647367541767527
3204,24,120,125,1,2.7647367541767527
3205,24,120,125,1,2.7647367541767527
3283,25,125,130,1,2.7647367541767527
3284,25,125,130,1,2.7647367541767527
3285,25,125,130,1,2.7647367541767527
3286,25,125,130,1,2.7647367541767527
3370,26,130,135,1,2.7647367541767527
3450,27,135,140,1,2.7647367541767527
3517,28,140,145,1,2.7647367541767527
3586,29,145,150,1,2.7647367541767527
3721,31,155,160,1,2.7647367541767527
3932,34,170,175,1,2.7647367541767527
3933,34,170,175,1,2.7647367541767527
3989,35,175,180,1,2.7647367541767527
4241,39,195,200,1,2.7647367541767527
4292,40,200,205,1,2.7647367541767527
4293,40,200,205,1,2.7647367541767527
4403,42,210,215,1,2.7647367541767527
4570,45,225,230,1,2.7647367541767527
5009,53,265,270,1,2.7647367541767527
5329,59,295,300,1,2.7647367541767527
6013,73,365,370,1,2.7647367541767527
6819,93,465,470,1,2.7647367541767527
6929,96,480,485,1,2.7647367541767527
7075,100,500,505,1,2.7647367541767527
7834,121,605,610,1,2.7647367541767527
8473,137,685,690,1,2.7647367541767527
8518,138,690,695,1,2.7647367541767527
9289,159,795,800,1,2.7647367541767527
9425,163,815,820,1,2.7647367541767527
9634,169,845,850,1,2.7647367541767527
9690,171,855,860,1,2.7647367541767527
9719,172,860,865,1,2.7647367541767527
9970,179,895,900,1,2.7647367541767527
10963,207,1035,1040,1,2.7647367541767527
11292,218,1090,1095,1,2.7647367541767527
11857,238,1190,1195,1,2.7647367541767527
12287,255,1275,1280,1,2.7647367541767527
12428,261,1305,1310,1,2.7647367541767527
12533,266,1330,1335,1,2.7647367541767527
13152,295,1475,1480,1,2.7647367541767527
13350,306,1530,1535,1,2.7647367541767527
13830,341,1705,1710,1,2.7647367541767527
14186,379,1895,1900,1,2.7647367541767527
132,1,5,10,1,2.764143888756399
133,1,5,10,1,2.764143888756399
1006,5,25,30,1,2.764143888756399
1858,10,50,55,1,2.764143888756399
1984,11,55,60,1,2.764143888756399
2103,12,60,65,1,2.764143888756399
2212,13,65,70,1,2.764143888756399
2213,13,65,70,1,2.764143888756399
2506,16,80,85,1,2.764143888756399
2507,16,80,85,1,2.764143888756399
2955,21,105,110,1,2.764143888756399
2956,21,105,110,1,2.764143888756399
3041,22,110,115,1,2.764143888756399
3044,22,110,115,1,2.764143888756399
3125,23,115,120,1,2.764143888756399
3126,23,115,120,1,2.764143888756399
3203,24,120,125,1,2.764143888756399
3516,28,140,145,1,2.764143888756399
3582,29,145,150,1,2.764143888756399
3584,29,145,150,1,2.764143888756399
